celltype,time,l2_distance,mahalanobis_to_bootstrap_mean,scaled_euclid_to_bootstrap_mean,mahalanobis_bootstrap_percentile,scaled_euclid_bootstrap_percentile,mean_gex_corr,rss,varexpl,mean_rel_l2_distance,seed,coreset_fraction,n_samples,n_dimensions,n_archetypes
MG,2.7879250049591064,0.2883875370025635,1.6616679944410404,1.3054356674353282,7.166666666666667,10.166666666666666,0.9997156712604213,115914.9375,0.6852319836616516,0.021483341001222456,4190266092,1.0,9239,10,6
MG,2.5002763271331787,0.3115057349205017,1.5535643640219903,1.4009447892506917,6.333333333333333,17.0,0.9997589593433537,116126.9921875,0.6846561431884766,0.023205525009912322,3160032368,1.0,9239,10,6
MG,3.6600341796875,0.3134688436985016,1.7217081013486888,1.610435465971629,8.833333333333334,27.166666666666668,0.9995700501362051,116252.484375,0.6843153834342957,0.023351764902883456,3269070126,1.0,9239,10,6
MG,4.553669214248657,0.4189683496952057,1.7473343016839114,1.6369344691435497,10.833333333333334,28.333333333333332,0.9989693258615663,116137.4140625,0.684627890586853,0.031210919817196,3081541439,1.0,9239,10,6
MG,5.094264984130859,0.37459155917167664,1.2800517121288977,1.46151664853096,0.6666666666666666,19.333333333333332,0.9995015695319228,116398.4375,0.6839190125465393,0.02790508160378732,3376120482,1.0,9239,10,6
MG,3.125248432159424,0.8531169891357422,1.532607268801079,1.304744044939677,5.5,13.166666666666666,0.9964545115707811,116291.53125,0.6842093467712402,0.06355269104639083,2204291346,1.0,9239,10,6
MG,3.339205503463745,0.7207863926887512,2.3235911819858894,2.0664502382278442,35.166666666666664,45.0,0.998634554916094,116721.609375,0.6830414533615112,0.05369476373483211,550243861,1.0,9239,10,6
MG,4.227081775665283,0.49646711349487305,1.813679523686825,1.6801181038220723,13.0,33.5,0.9986584197749311,116116.34375,0.6846850514411926,0.036984167264988786,3606691181,1.0,9239,10,6
MG,5.9330737590789795,1.1683887243270874,2.2715787207795435,2.0693999528884888,30.833333333333332,50.0,0.9921777012379648,116469.8515625,0.683725118637085,0.08703875698940515,1934392872,1.0,9239,10,6
MG,3.0422513484954834,0.6267439317848086,1.7974807220839493,1.3521464343318546,13.666666666666666,13.5,0.9984848598169473,116177.34598376241,0.6845194048996266,0.046689097520769475,383329927,0.64,9239,10,6
MG,3.0556156635284424,0.4176240082554065,2.5736938287610145,1.7656032429305848,44.333333333333336,33.166666666666664,0.9995513433935251,116428.58463747017,0.6838371641468122,0.03111077277274076,3324115916,0.64,9239,10,6
MG,2.179940938949585,0.9463094200029832,2.7088035302741376,1.8873172639059452,49.833333333333336,41.166666666666664,0.995634485535851,116707.46121352568,0.683079872375094,0.07049503083264316,2811363264,0.64,9239,10,6
MG,1.973229169845581,0.8303416814698837,2.4684176230255908,1.7445212231320273,46.166666666666664,34.833333333333336,0.9978915536693757,117001.9634000684,0.6822801491219751,0.06185604961711539,1884968544,0.64,9239,10,6
MG,5.499654531478882,0.681941186042931,2.1301679123915815,1.9616061425399736,27.5,43.833333333333336,0.9980811604825596,116571.20090829703,0.6834498884209771,0.050801000095713006,1859786275,0.64,9239,10,6
MG,2.959164619445801,0.8139975577893633,2.477700297306536,1.5260555757368657,44.0,24.333333333333332,0.9973861751377319,116384.43658153454,0.6839570485773021,0.06063849912206994,3687649985,0.64,9239,10,6
MG,2.165468454360962,0.8355435097272168,2.7509056667928995,1.9869024551435401,50.666666666666664,46.333333333333336,0.997733811372768,116719.93470966035,0.6830460004876773,0.06224355822226662,369133708,0.64,9239,10,6
MG,3.699209451675415,0.5111899309007785,2.3730424272385497,1.410456637823481,36.0,19.0,0.9994796706937493,116467.20308842114,0.6837322954068293,0.038080937564875454,2995172877,0.64,9239,10,6
MG,3.369746446609497,0.760894069262013,2.5158910008088764,1.893370439863687,44.333333333333336,43.5,0.9980093255707901,116179.74103035065,0.6845129011297517,0.056682570984902425,865305066,0.64,9239,10,6
MG,3.07698917388916,0.565634390285043,2.6513800180297316,1.6648624479415786,48.0,29.833333333333332,0.9989661805872263,116593.16443111951,0.6833902462834169,0.04213676091591873,404488628,0.64,9239,10,6
MG,2.7991631031036377,0.7990856607423392,2.9313864111327876,2.0529138032546626,57.0,44.833333333333336,0.9981659497985126,116489.63257764443,0.6836713879334485,0.059527641912067886,2261209995,0.64,9239,10,6
MG,2.7815933227539062,0.6703046552861888,2.2855467685104944,1.8066761939591138,34.666666666666664,36.0,0.9983830736969134,116541.88478950727,0.6835294965969387,0.04993414029579794,4190266092,0.64,9239,10,6
MG,3.5197527408599854,0.7428747832591737,2.911472361704556,1.7341121139666453,42.666666666666664,37.0,0.9984200776509935,116952.80169125757,0.6824136481705243,0.055340229784971884,3160032368,0.64,9239,10,6
MG,3.312429428100586,0.8235480907142296,2.539244243748446,2.0849102555567205,43.5,48.833333333333336,0.9970812697908124,116756.25489654877,0.6829473727037777,0.06134996315146163,3269070126,0.64,9239,10,6
MG,2.8972625732421875,0.6421374193483504,2.1317684389602785,1.5759844803461804,23.833333333333332,26.166666666666668,0.9985593143402814,116505.58050652355,0.6836280811936465,0.04783583066901434,3081541439,0.64,9239,10,6
MG,3.0738847255706787,1.1885067044760476,2.8902018108616656,2.101918415010164,55.666666666666664,52.166666666666664,0.9926384885996459,116753.24650642142,0.6829555420133762,0.08853744346809733,3376120482,0.64,9239,10,6
MG,3.164414167404175,0.6167847379273038,2.4725506662897163,1.7966573146956877,43.333333333333336,35.333333333333336,0.9985347333380329,116673.82813236534,0.6831712032999803,0.04594719042018197,2204291346,0.64,9239,10,6
MG,3.261201858520508,0.6396421615759359,2.156716335172853,1.4589413926712362,29.333333333333332,19.5,0.9987818383959581,116595.38322134051,0.6833842211392428,0.04764994720438478,550243861,0.64,9239,10,6
MG,3.0881435871124268,0.8165733596028012,2.561457412247653,1.7399062161133123,46.833333333333336,34.5,0.997679190869655,116387.11874495287,0.6839497651391739,0.060830382690402696,3606691181,0.64,9239,10,6
MG,3.0213372707366943,0.4382395294025844,2.253382186850323,1.852050489962978,34.0,40.0,0.999460580529269,116543.53089247321,0.6835250265899946,0.03264651971574037,1934392872,0.64,9239,10,6
MG,1.602252721786499,0.7731124176052552,3.3324255858610266,1.8526663977890692,67.5,41.833333333333336,0.9986096790968947,117657.28743055691,0.6805006110083142,0.05759277310798614,383329927,0.32,9239,10,6
MG,1.7700207233428955,0.6337307021999886,2.95789818790613,2.0251674591580815,58.666666666666664,46.5,0.9995077377280673,117038.7361752125,0.6821802923307245,0.04720957484607938,3324115916,0.32,9239,10,6
MG,1.8389091491699219,0.8019643667786073,3.0787704398333258,2.0137631061761505,63.833333333333336,44.833333333333336,0.998277360044075,117267.74284448588,0.6815584227253161,0.05974209023784297,2811363264,0.32,9239,10,6
MG,1.8744909763336182,0.6864591410973478,3.046375991509118,1.942040380224138,63.666666666666664,43.5,0.9995197583493475,117924.97035202292,0.6797737157031476,0.05113756377576242,1884968544,0.32,9239,10,6
MG,1.259453296661377,0.7399443109460752,3.723453170153252,2.392480659692447,67.0,61.166666666666664,0.9987781729179458,117680.38328652448,0.6804378940102341,0.05512192514623604,1859786275,0.32,9239,10,6
MG,2.0565803050994873,0.7889221515536597,2.8401465524481764,1.8616292161256636,48.5,39.5,0.9985478379864704,117917.39176768529,0.6797942954149374,0.05877051440337042,3687649985,0.32,9239,10,6
MG,1.5362725257873535,1.1666093958947186,3.3614799425356328,2.391154620042417,70.33333333333333,61.5,0.9958246256319416,117595.81936371767,0.6806675280792964,0.08690621016220061,369133708,0.32,9239,10,6
MG,1.3470165729522705,0.6720473710434124,2.8928353936231215,2.059186197335183,57.333333333333336,46.5,0.9991479251792116,117028.42686315661,0.6822082873574221,0.0500639633731563,2995172877,0.32,9239,10,6
MG,2.5448691844940186,1.244554156660781,2.987114009562639,2.3289690330286814,62.5,58.0,0.993432598266731,117031.51241290774,0.6821999085201931,0.09271268127756711,865305066,0.32,9239,10,6
MG,2.0158541202545166,0.7655200933023759,2.9727160034798477,1.9301901810984081,61.5,43.333333333333336,0.9990485817155542,117167.7274204474,0.6818300154805791,0.05702718523100905,404488628,0.32,9239,10,6
MG,1.712860107421875,0.7417653555156751,2.89348613688149,1.6496738908168156,58.666666666666664,28.833333333333332,0.9990956600540878,117923.9903037436,0.6797763770327878,0.05525758330451704,2261209995,0.32,9239,10,6
MG,2.9919652938842773,1.2209473409952876,3.6486952356196656,2.078388698476599,71.83333333333333,48.0,0.9948578044019176,117359.57451981044,0.6813090530109787,0.09095409876425531,4190266092,0.32,9239,10,6
MG,2.040600538253784,0.8573637354829932,3.164133400432764,2.279435125209004,58.333333333333336,61.5,0.9979273005417223,117354.4491070651,0.6813229711139387,0.0638690492666481,3160032368,0.32,9239,10,6
MG,2.0302910804748535,0.8939249391789595,3.2452032636526162,2.0027384335456513,61.166666666666664,45.166666666666664,0.9980822464484976,117172.11624718911,0.6818180975833287,0.06659266495444034,3269070126,0.32,9239,10,6
MG,1.9211905002593994,1.064771111457745,2.769584930354368,2.018880277977987,49.166666666666664,49.833333333333336,0.99496606558212,117169.56448894468,0.6818250269050711,0.07931979830834278,3081541439,0.32,9239,10,6
MG,2.2972989082336426,0.6750086283272255,2.8453812763449986,1.82149306065383,54.666666666666664,37.666666666666664,0.9991845062151542,117016.70244431379,0.6822401251189273,0.050284561328870575,3376120482,0.32,9239,10,6
MG,2.3308751583099365,1.1968228352973267,3.3118305918291657,2.13794664291292,71.5,56.333333333333336,0.9960460098200571,117702.72290360452,0.6803772305854413,0.08915695109030035,2204291346,0.32,9239,10,6
MG,1.550642728805542,0.5443558094989264,2.588569415294377,1.573834834081037,43.5,28.833333333333332,0.9994290119835116,117155.2696631138,0.6818638446291445,0.04055161954790038,550243861,0.32,9239,10,6
MG,2.635056257247925,0.6692414950371877,2.3324970698257474,1.3834853775217084,37.0,18.166666666666668,0.9987801988564247,116786.45410151259,0.6828653664996174,0.04985494049819566,3606691181,0.32,9239,10,6
MG,1.7853584289550781,0.5741345754980003,2.6169048642018704,1.7274534036633094,42.666666666666664,32.333333333333336,0.9995516128702532,117472.24622550685,0.681003092012618,0.04276997961374033,1934392872,0.32,9239,10,6
MG,0.9525115489959717,1.0345703693612804,2.5867904653057567,1.9172418433815501,46.166666666666664,43.333333333333336,0.9959350981154346,118133.44501426151,0.6792076009417072,0.07707000326218097,383329927,0.16,9239,10,6
MG,0.9367473125457764,1.0357080702244812,3.7227767903529903,2.4687384474892258,75.16666666666667,65.5,0.9974415658118895,118295.80776318432,0.6787667034825807,0.07715475594004126,3324115916,0.16,9239,10,6
MG,1.0460751056671143,0.9579825819385382,3.430470260271493,2.187990175669167,76.66666666666667,58.333333333333336,0.9977315112090747,118284.68225360602,0.6787969149007607,0.07136461946102099,2811363264,0.16,9239,10,6
MG,1.4190394878387451,1.2859307184734605,4.655773668706117,2.826187798129666,92.5,69.83333333333333,0.9953558525098525,118160.93714715609,0.6791329458153336,0.09579501559557951,1884968544,0.16,9239,10,6
MG,1.23368239402771,1.2687091873962892,4.166593216822063,2.7966096866349788,86.33333333333333,74.33333333333333,0.9938608462101887,118846.76921442394,0.6772705628620268,0.09451210290485869,1859786275,0.16,9239,10,6
MG,1.0633172988891602,0.947396004896014,5.212118732635468,2.7784273112050197,92.66666666666667,71.83333333333333,0.9978962071723646,118773.60291266054,0.6774692465918551,0.07057597564193847,3687649985,0.16,9239,10,6
MG,1.1451797485351562,1.0581372373773463,3.1085260844233353,2.231034807714025,65.5,55.666666666666664,0.99666942669703,118552.52086992023,0.6780695968048776,0.07882560988756589,369133708,0.16,9239,10,6
MG,1.114990234375,1.066916003180162,3.7171540358941555,2.303255526921563,79.66666666666667,57.5,0.9971112075650646,118509.92307141596,0.6781852714978075,0.07947958136123051,2995172877,0.16,9239,10,6
MG,1.2217087745666504,0.8959419454477656,3.4209981876700457,2.0169334601242372,66.5,44.833333333333336,0.9986285539503221,118739.73821954738,0.677561206461017,0.0667429212195726,865305066,0.16,9239,10,6
MG,1.0014498233795166,1.6787491324316521,4.361189988076975,2.912408377542939,81.83333333333333,69.66666666666667,0.9863066753336672,119622.2583570058,0.6751647153396554,0.12505790320746168,404488628,0.16,9239,10,6
MG,1.0173592567443848,1.152940755188191,3.816448790520974,2.0963352165586087,65.33333333333333,42.333333333333336,0.996377337720845,118969.28051002574,0.6769378823715604,0.08588796895305788,2261209995,0.16,9239,10,6
MG,1.251157283782959,1.291971972171799,3.783744021426781,2.956127871189874,81.5,77.66666666666667,0.9935059271999038,118368.5856251034,0.6785690745645335,0.09624505694223635,4190266092,0.16,9239,10,6
MG,1.1571245193481445,1.304138867775521,4.385918346878645,2.310850966810651,82.5,57.5,0.9928042199244098,119052.11987393317,0.6767129313572128,0.09715142610922535,3160032368,0.16,9239,10,6
MG,1.0753815174102783,1.092747017400644,3.619228755575262,2.467390770380755,69.5,61.666666666666664,0.9954322319230742,117726.67938962986,0.6803121765389419,0.08140385486566797,3269070126,0.16,9239,10,6
MG,1.028449535369873,1.4096971846809323,3.7383395102997237,2.660139885873096,68.16666666666667,64.5,0.9915039647140561,117727.59372083221,0.6803096936645968,0.10501496064411926,3081541439,0.16,9239,10,6
MG,1.1177308559417725,1.1624347616181752,4.231369958082129,2.62316739260501,81.33333333333333,69.0,0.9964637563528814,117870.76107126633,0.6799209214772874,0.08659522205850086,3376120482,0.16,9239,10,6
MG,0.770470142364502,1.0447368219310664,3.9260576626979806,2.2514693429438237,75.33333333333333,56.833333333333336,0.9981710632504481,118792.17740531628,0.6774188073952365,0.07782735003715378,2204291346,0.16,9239,10,6
MG,0.8674533367156982,1.235167778701752,2.8449365491076954,2.289250652723462,54.5,59.5,0.9936960869246371,118174.2840935894,0.6790967020660218,0.09201344592215188,550243861,0.16,9239,10,6
MG,0.6016159057617188,1.2441236721463131,4.008020135750022,2.6216385110025864,80.5,65.66666666666667,0.994359464420851,118814.17205774666,0.6773590807249548,0.09268061246531722,3606691181,0.16,9239,10,6
MG,0.8821237087249756,1.1879654805096493,4.66697987514266,2.96822145290349,90.5,76.83333333333333,0.9959427951348938,119383.54710524656,0.6758129378233457,0.0884971251542434,1934392872,0.16,9239,10,6
MG,0.8152787685394287,1.1127924549853645,5.073518295257087,2.4306750600314504,94.33333333333333,66.16666666666667,0.9971657832648697,119838.39567358686,0.6745777925735945,0.08289713360803135,383329927,0.08,9239,10,6
MG,0.6208946704864502,1.2645977331036657,4.597031972949629,2.807475238489286,91.5,71.33333333333333,0.9977703520803566,120609.6824718468,0.6724833565538381,0.09420582137473867,3324115916,0.08,9239,10,6
MG,0.47438812255859375,1.5711359882580218,5.188386085368902,3.0931526694658444,88.33333333333333,74.83333333333333,0.9918450040792569,122554.84041064826,0.6672012632257371,0.11704129494365106,2811363264,0.08,9239,10,6
MG,0.6844220161437988,1.2609055654509145,5.295329429299982,2.716693256931936,84.0,67.66666666666667,0.9972259351585642,120325.84186138293,0.6732541282042362,0.09393077447462521,1884968544,0.08,9239,10,6
MG,0.9332320690155029,1.1413511247757344,4.9743755534805665,2.8258982722018153,90.33333333333333,72.16666666666667,0.9975335441235753,120618.36893815278,0.6724597683789117,0.0850246029799468,1859786275,0.08,9239,10,6
MG,0.4503021240234375,1.5746859842543095,5.752219506772403,3.200628686306026,95.0,80.0,0.9928930698586034,121974.61094320609,0.668776881399258,0.11730575080969673,3687649985,0.08,9239,10,6
MG,0.4679265022277832,0.9485599156913981,4.591882006692566,2.2670409050468625,85.0,54.333333333333336,0.9986725013421962,120388.78650483012,0.6730832014766118,0.07066268082068095,369133708,0.08,9239,10,6
MG,0.43358540534973145,1.0601838969317485,3.975310691064563,2.2613842385775254,79.0,58.0,0.9980757010076068,119979.1053518806,0.6741956942163925,0.07897807516513976,2995172877,0.08,9239,10,6
MG,0.39429593086242676,1.656333909631287,5.825507434003158,2.9808569155892353,94.0,61.333333333333336,0.9925668891056851,120603.29172823935,0.6725007106737773,0.12338808804021194,865305066,0.08,9239,10,6
MG,0.7957844734191895,1.3923621609071029,4.617407833521069,3.038717728819648,88.16666666666667,76.83333333333333,0.9920884606137309,120439.78723727848,0.6729447085433543,0.1037235933496704,404488628,0.08,9239,10,6
MG,1.0992345809936523,1.2901951843156032,4.575920597231499,2.5948778553973115,80.33333333333333,63.666666666666664,0.9975997765448782,120869.49314938435,0.6717778383956385,0.09611269567428532,2261209995,0.08,9239,10,6
MG,0.8455820083618164,1.3703966680570445,4.2450762625498415,3.0713663043852866,86.16666666666667,75.83333333333333,0.994588064954077,119857.42361889465,0.6745261220223489,0.10208728067752752,4190266092,0.08,9239,10,6
MG,1.0928945541381836,1.5820868864600781,4.680458641104283,2.9670611051827986,87.66666666666667,79.5,0.9930460468716298,120559.90992774646,0.6726185143309371,0.11785707875609235,3160032368,0.08,9239,10,6
MG,0.9021000862121582,2.4737912794277883,4.177003334707741,3.6224411116590036,88.5,85.0,0.9542670565164894,120354.19332210779,0.6731771395656536,0.18428432479963686,3269070126,0.08,9239,10,6
MG,0.7430305480957031,1.0672294188323492,3.9540560198108,2.422828462839335,80.33333333333333,62.666666666666664,0.9981901432930056,119344.57841910554,0.6759187576300383,0.07950292916438804,3081541439,0.08,9239,10,6
MG,0.4452061653137207,1.524031026779099,5.963301652917237,2.9590902932902305,96.0,76.66666666666667,0.9956798857871654,121481.51483262655,0.6701158881831542,0.11353222524442237,3376120482,0.08,9239,10,6
MG,0.4112527370452881,1.5582245893464624,5.769129415627455,3.465904036424675,90.66666666666667,80.83333333333333,0.9946105701664107,120792.05281872909,0.671988128288156,0.11607946423043673,2204291346,0.08,9239,10,6
MG,0.9508976936340332,1.7041266523313496,5.158924671879054,3.178428329080884,92.33333333333333,83.33333333333333,0.9912193077997834,120426.27321373973,0.6729814059920015,0.1269483937911648,550243861,0.08,9239,10,6
MG,0.7658812999725342,1.6467133645868943,4.615113997658692,2.991640939320552,89.66666666666667,76.83333333333333,0.9883668809935635,120469.84039652743,0.6728630989276051,0.12267140847938801,3606691181,0.08,9239,10,6
MG,0.7335939407348633,1.5185112241569307,5.356998418470078,2.9314726541512335,83.0,72.66666666666667,0.9938232981877708,121949.40007717535,0.6688453417255894,0.11312102923620913,1934392872,0.08,9239,10,6
MG,1.1596589088439941,2.2932084147289817,6.942263212664376,4.392292163717303,97.16666666666667,88.16666666666667,0.9772282090932148,123336.85514076854,0.6650776954135572,0.17083185952168448,383329927,0.04,9239,10,6
MG,0.7998175621032715,1.7681048343835297,6.354797303817921,3.793219457220547,96.83333333333333,87.66666666666667,0.993615466535318,123376.58313623435,0.6649698136957786,0.13171442889664933,3324115916,0.04,9239,10,6
MG,0.6058943271636963,4.260300493731545,7.893402732642417,7.490519915351393,97.5,93.33333333333333,0.8741028776888443,130193.3204436973,0.6464589041532082,0.31736978234981894,2811363264,0.04,9239,10,6
MG,0.589806318283081,1.6593251274926324,7.293248028823368,3.94450297954261,95.5,80.16666666666667,0.9954950029399755,124159.67854640617,0.6628433112875044,0.12361091789998657,1884968544,0.04,9239,10,6
MG,0.33653855323791504,1.1922393218514127,5.3038437878164375,2.891082103979503,91.16666666666667,71.83333333333333,0.9970034048469759,121640.92509400286,0.6696830082296809,0.08881550365792613,1859786275,0.04,9239,10,6
MG,0.7617063522338867,1.341094752414535,6.279572992407282,3.256705105588825,89.33333333333333,76.66666666666667,0.9974044563839338,123911.74182761695,0.6635165856072827,0.09990444343316435,3687649985,0.04,9239,10,6
MG,0.8387763500213623,1.7644288686690661,6.992899547820339,3.5078430595557393,95.66666666666667,78.33333333333333,0.9903523444439815,123741.34413758434,0.6639793020189894,0.13144058895497357,369133708,0.04,9239,10,6
MG,0.8042774200439453,3.4102056257601436,7.870642811433908,5.426719399239089,94.66666666666667,92.5,0.9234803539988627,124938.93036356558,0.6607272461895389,0.254042225145404,2995172877,0.04,9239,10,6
MG,0.6613547801971436,2.253665947748511,6.885107616831623,4.026583135354575,97.66666666666667,80.5,0.9882124577013575,123542.77497495746,0.6645185183099421,0.16788615553727496,865305066,0.04,9239,10,6
MG,0.6211087703704834,1.5990866472839105,7.160071620877054,3.540013562863088,96.83333333333333,84.0,0.9891333703740747,123759.2259287834,0.6639307438592106,0.11912347073961482,404488628,0.04,9239,10,6
MG,0.6164994239807129,1.5944238772371995,5.648784055573599,3.792412562438818,95.33333333333333,86.0,0.9926469382835111,123360.62007631922,0.6650131615240407,0.11877611911100339,2261209995,0.04,9239,10,6
MG,0.6295385360717773,1.6562366814147598,6.33403972799714,4.176073006354493,96.5,88.83333333333333,0.9926816447456533,122906.02408352804,0.666247620902688,0.12338084505395708,4190266092,0.04,9239,10,6
MG,0.6191122531890869,1.458731572036924,6.021841267404703,3.2973817320072745,87.16666666666667,79.33333333333333,0.996564123792329,122501.26029072155,0.6673467605081626,0.1086677623339825,3160032368,0.04,9239,10,6
MG,0.6789517402648926,2.7035051111009882,5.642744353941709,3.7320270798813433,94.83333333333333,84.0,0.938355575845319,122982.09843710272,0.6660410403328325,0.20139678643658832,3269070126,0.04,9239,10,6
MG,0.28724098205566406,2.8947856553972007,5.116628712431142,4.1271680463048135,90.0,86.0,0.9324495537738063,123860.85727026685,0.6636547630660486,0.21564617208447054,3081541439,0.04,9239,10,6
MG,1.0146114826202393,2.154762650500892,6.12256768546107,4.078889366850423,97.0,87.16666666666667,0.9742535340427847,123792.59461179412,0.6638401309098031,0.1605183846564789,3376120482,0.04,9239,10,6
MG,0.7643194198608398,1.7086726155745378,7.261510618050033,4.015072743396737,96.5,80.16666666666667,0.994570075758769,124220.78190541524,0.662677384583812,0.12728704393267093,2204291346,0.04,9239,10,6
MG,0.7000977993011475,1.715853293355665,6.577872485550984,3.34538741452816,95.83333333333333,73.66666666666667,0.9944231022197636,123856.44068293985,0.6636667563474105,0.12782196632790427,550243861,0.04,9239,10,6
MG,0.7299840450286865,1.526568152976748,6.934789936405751,3.146152244186134,97.16666666666667,80.66666666666667,0.9941004758707596,123090.5238043543,0.6657466103035109,0.11372122768458519,3606691181,0.04,9239,10,6
MG,0.814577579498291,1.6879919823610148,8.249960834358308,3.1544799372577472,98.0,78.33333333333333,0.9935990241045835,123755.66349620678,0.6639404176759067,0.12574644648620223,1934392872,0.04,9239,10,6
MG,0.5780863761901855,2.059255523771394,9.377403119603125,4.612654615324376,98.5,89.16666666666667,0.9913181339656454,126552.8158060501,0.6563447262110742,0.15340361045977705,383329927,0.02,9239,10,6
MG,0.39704179763793945,2.626574070642652,8.95521122127568,5.26359486550521,98.66666666666667,90.66666666666667,0.9862834927788501,130653.29493750351,0.6452098394081996,0.19566583210551905,3324115916,0.02,9239,10,6
MG,0.5884780883789062,2.557361790541052,8.92631271167147,5.158995808399343,98.16666666666667,90.33333333333333,0.9730737508721018,129035.75117644659,0.6496022935826172,0.1905098844665909,2811363264,0.02,9239,10,6
MG,0.589094877243042,2.9280006105770915,8.92401696950047,5.84222367086475,98.5,91.83333333333333,0.9682851732793606,129938.05719482731,0.647152073729246,0.21812051001244326,1884968544,0.02,9239,10,6
MG,0.603874683380127,2.686995406158449,8.698660368234126,4.987760477726783,98.16666666666667,91.83333333333333,0.9773077383069168,130597.51889901486,0.6453612997266097,0.20016690101606863,1859786275,0.02,9239,10,6
MG,1.0644962787628174,2.1814878261489974,9.506445739397606,4.459893241899041,99.0,90.0,0.987946770994102,128385.9337485348,0.6513668784690103,0.16250926844300514,3687649985,0.02,9239,10,6
MG,0.6665716171264648,2.450282313463248,9.477254498219745,5.23616195451047,98.66666666666667,90.16666666666667,0.9831123952629647,126863.90959133848,0.6554999483270233,0.1825330315698721,369133708,0.02,9239,10,6
MG,0.6063230037689209,2.853304066375882,7.822993967524461,5.728756785888375,98.16666666666667,94.0,0.9774620831504789,129745.3345034726,0.6476754138765276,0.2125560137966711,2995172877,0.02,9239,10,6
MG,0.6067101955413818,2.186656250774717,6.442091524429277,3.8732242199731317,94.0,78.33333333333333,0.9782194215123602,127371.21098923536,0.6541223669616671,0.1628942886548352,865305066,0.02,9239,10,6
MG,1.0299746990203857,2.275059183277396,9.410827423825792,5.463592598030682,98.66666666666667,91.16666666666667,0.9883740372636036,129923.9509937357,0.6471903792411967,0.16947983807529088,404488628,0.02,9239,10,6
MG,1.0551583766937256,1.944063291084684,7.404965950601333,3.6456944409020458,97.83333333333333,86.0,0.9927033032094182,127334.9860939631,0.654220735980353,0.14482240031510257,2261209995,0.02,9239,10,6
MG,1.0555660724639893,1.887613550426399,5.113053969700964,3.524885157317159,94.5,85.83333333333333,0.9897472843371543,124725.58154644325,0.6613065967610274,0.1406171941488277,4190266092,0.02,9239,10,6
MG,0.7408103942871094,2.0195130599752624,7.5007324182005775,4.241645086008764,98.0,88.5,0.9891954096968131,127575.05629178567,0.6535688232667891,0.15044300777375,3160032368,0.02,9239,10,6
MG,0.7448251247406006,3.219005465038844,8.0554810370092,4.638644974807071,96.5,90.83333333333333,0.9214889112138404,128967.87429010548,0.6497866138587874,0.23979882764735114,3269070126,0.02,9239,10,6
MG,0.6436560153961182,2.1442142146036094,9.025792571928646,4.645119407177848,99.0,88.33333333333333,0.9952505922111259,128186.37374657726,0.6519087853927973,0.15973258215034644,3081541439,0.02,9239,10,6
