celltype,time,l2_distance,mahalanobis_to_bootstrap_mean,scaled_euclid_to_bootstrap_mean,mahalanobis_bootstrap_percentile,scaled_euclid_bootstrap_percentile,mean_gex_corr,rss,varexpl,mean_rel_l2_distance,seed,coreset_fraction,n_samples,n_dimensions,n_archetypes
Oligo,73.79666018486023,0.1904047280550003,4.660759453123481,3.5917916893959045,77.5,67.5,0.99905074,512248.1875,0.5223734378814697,0.031681229854566284,383329927,1.0,153038,10,4
Oligo,51.936004400253296,0.14448899030685425,2.0131354561016694,1.7598699033260345,5.5,7.0,0.99971515,511675.03125,0.5229078531265259,0.02404136172765675,3324115916,1.0,153038,10,4
Oligo,56.19669556617737,0.15099984407424927,2.0234007368632247,1.6951784789562225,4.5,7.5,0.99969435,511534.03125,0.5230393409729004,0.025124694766725075,2811363264,1.0,153038,10,4
Oligo,45.44506764411926,0.1387641280889511,3.1572540303215804,3.093606412410736,57.5,56.0,0.9997746,511732.5625,0.522854208946228,0.023088808321471463,1884968544,1.0,153038,10,4
Oligo,47.792850732803345,0.0775134265422821,2.596566219324057,2.864957571029663,24.0,47.5,0.9998926,511648.75,0.5229323506355286,0.012897371830674161,1859786275,1.0,153038,10,4
Oligo,43.97031879425049,0.08967866748571396,1.9503760908754721,1.7741173207759857,5.5,9.5,0.9998897,512149.46875,0.5224654078483582,0.01492153309745458,3687649985,1.0,153038,10,4
Oligo,44.87867307662964,0.17403414845466614,2.4768015431546884,2.2394926249980927,23.5,27.5,0.9996052,511682.875,0.5229005217552185,0.028957346538463664,369133708,1.0,153038,10,4
Oligo,52.70461130142212,0.20155464112758636,2.114188730752703,1.7931167930364609,10.0,11.5,0.99948883,512064.71875,0.5225444436073303,0.03353645170025829,2995172877,1.0,153038,10,4
Oligo,53.55408573150635,0.16336281597614288,2.274254102652667,2.132093667984009,16.0,18.0,0.99964917,511572.09375,0.5230037569999695,0.027181756420965743,865305066,1.0,153038,10,4
Oligo,60.77747321128845,0.19189554452896118,2.7237698433906825,2.593964010477066,30.5,33.5,0.9995172,512299.71875,0.522325336933136,0.031929283896592255,404488628,1.0,153038,10,4
Oligo,50.15610218048096,0.1891520619392395,2.338902367436174,2.2812324464321136,20.5,22.5,0.9995675,512405.625,0.5222266316413879,0.03147280045387602,2261209995,1.0,153038,10,4
Oligo,38.54639673233032,0.09965667873620987,2.473094732800048,2.1475598216056824,31.0,26.0,0.99987835,511747.59375,0.522840142250061,0.01658176304792521,4190266092,1.0,153038,10,4
Oligo,49.82270836830139,0.15233995020389557,1.9471262283129034,1.7302344739437103,4.0,8.0,0.999696,512266.96875,0.522355854511261,0.02534767321329509,3160032368,1.0,153038,10,4
Oligo,48.866695404052734,0.18045882880687714,2.232033274332661,1.8701004683971405,12.5,11.0,0.9996052,512338.78125,0.522288978099823,0.030026340969666734,3269070126,1.0,153038,10,4
Oligo,40.61907410621643,0.14104972779750824,2.087566578758489,1.723508358001709,8.5,7.5,0.9997369,512039.125,0.5225683450698853,0.023469105144931907,3081541439,1.0,153038,10,4
Oligo,46.48313546180725,0.1203930675983429,1.406774839598405,1.154113844037056,1.5,1.0,0.99981946,512508.90625,0.5221303701400757,0.02003206661296634,3376120482,1.0,153038,10,4
Oligo,43.212780714035034,0.10143263638019562,2.3262723595533767,2.2206930816173553,17.0,21.5,0.99986696,512072.59375,0.522537112236023,0.01687726357901851,2204291346,1.0,153038,10,4
Oligo,44.46427130699158,0.09873826801776886,2.513210730653619,2.4914358258247375,28.5,31.5,0.9998522,512195.40625,0.5224226713180542,0.016428949098284608,550243861,1.0,153038,10,4
Oligo,48.50645089149475,0.1735515594482422,2.4630038936195753,2.1290954053401947,21.0,17.0,0.9996959,512287.5625,0.5223367214202881,0.028877048784801032,3606691181,1.0,153038,10,4
Oligo,41.413931369781494,0.12454092502593994,1.5865952223230166,1.3433683961629868,1.5,2.0,0.9998102,512220.65625,0.5223991274833679,0.020722224889872888,1934392872,1.0,153038,10,4
Oligo,32.298603773117065,0.16422316141314225,3.8463350907565395,3.6056249956400204,81.0,68.5,0.99977815,512361.7641254028,0.5222675113465012,0.0273249077138316,383329927,0.64,153038,10,4
Oligo,33.59649634361267,0.14076249207795122,3.855859141544368,3.6112824782586026,79.5,72.5,0.99983287,512331.2791070855,0.522295935957171,0.02342131324535054,3324115916,0.64,153038,10,4
Oligo,39.251368045806885,0.27440384730652284,4.040421186226543,3.2426939250258675,89.5,61.5,0.99917513,512152.5686797414,0.5224625677848781,0.04565774851397441,2811363264,0.64,153038,10,4
Oligo,32.566444396972656,0.1486241468993988,4.345060419965173,3.2400960654398627,88.5,58.5,0.99973726,511692.2546569429,0.5228917703114347,0.02472940517724087,1884968544,0.64,153038,10,4
Oligo,27.037864685058594,0.15686570391852492,3.9691086803204163,3.7792850664116053,74.5,69.5,0.9997642,511874.28007131425,0.5227220475485462,0.02610070860988737,1859786275,0.64,153038,10,4
Oligo,34.32664966583252,0.17768768652641548,3.6252813681441585,2.8334014269794947,45.5,43.0,0.99966085,511835.84870049934,0.5227578814372305,0.029565254952094645,3687649985,0.64,153038,10,4
Oligo,32.0673565864563,0.20440637659130168,3.776502050646136,3.4781336917511663,69.5,67.5,0.99952817,511950.94785978866,0.5226505615479271,0.03401094783716084,369133708,0.64,153038,10,4
Oligo,25.1242573261261,0.23200291038389292,4.228867589596023,3.8265115020745863,92.0,83.5,0.99938786,511628.43146578054,0.5229512798495827,0.03860270415591263,2995172877,0.64,153038,10,4
Oligo,37.243040323257446,0.14618820043157066,3.3336573129876204,2.8342858376915467,63.5,42.5,0.99976206,511590.3362221161,0.5229868003291266,0.024324090775444743,865305066,0.64,153038,10,4
Oligo,26.433366298675537,0.16884144020266761,3.288816407039862,2.4696160680364985,57.5,28.5,0.9995038,511608.5201880996,0.522969845372822,0.02809333794398078,404488628,0.64,153038,10,4
Oligo,26.523924112319946,0.12098241933423315,3.3176921455893336,3.1369091383651435,60.5,61.5,0.9997219,512505.1295519972,0.5221338356375991,0.02013012911733802,2261209995,0.64,153038,10,4
Oligo,42.10584092140198,0.1589918843321706,3.3540603114045893,3.282364893477359,62.5,53.5,0.99983644,511838.9557454975,0.5227549843897862,0.02645448138521269,4190266092,0.64,153038,10,4
Oligo,25.82345700263977,0.20035065446297326,3.8160155978831956,2.500912746954617,64.0,32.0,0.99961835,512791.98977996456,0.5218663635891403,0.033336120779175284,3160032368,0.64,153038,10,4
Oligo,27.418365240097046,0.13131013472979725,3.6781559494440863,2.862752219509089,72.0,49.5,0.9995501,512465.50085119787,0.5221707859316697,0.021848546103408313,3269070126,0.64,153038,10,4
Oligo,31.525020360946655,0.12132605062285727,2.8149978254360026,2.2871322925264304,37.0,24.0,0.9999223,511864.3541732663,0.5227313025794805,0.020187305542200634,3081541439,0.64,153038,10,4
Oligo,25.74859094619751,0.1135430868690983,2.9506731017325256,2.7255662369744527,43.5,46.0,0.99984264,512496.2036445334,0.5221421582648612,0.018892306928840967,3376120482,0.64,153038,10,4
Oligo,22.774305820465088,0.10933119502846649,3.4028304221822823,2.9508672543180943,63.0,48.0,0.99987465,511191.5123533771,0.5233586686703802,0.01819149496751007,2204291346,0.64,153038,10,4
Oligo,30.237703800201416,0.15401328755975718,2.998413311921,2.4068775876277186,47.0,28.5,0.9997818,512266.5758817514,0.5223562660501386,0.025626098249850092,550243861,0.64,153038,10,4
Oligo,30.91810703277588,0.13892460966849582,3.7066710368819855,3.576431374324753,73.5,62.5,0.9998485,512114.4600831914,0.5224981007148187,0.023115510051726088,3606691181,0.64,153038,10,4
Oligo,24.885781288146973,0.13936080083675872,4.254719806329897,3.571095545229296,76.0,54.0,0.99984646,512255.3471606395,0.5223667358495203,0.02318808741119116,1934392872,0.64,153038,10,4
Oligo,13.58507752418518,0.1633893699222398,3.967947666927241,3.0837927148530357,76.0,55.0,0.99954355,512164.90390267957,0.5224510662694158,0.0271861740824398,383329927,0.32,153038,10,4
Oligo,13.437897205352783,0.19534749200877768,4.157108143766851,4.138720071589676,88.5,82.5,0.99957615,513014.605470076,0.5216587939477332,0.03250365018756201,3324115916,0.32,153038,10,4
Oligo,11.264670848846436,0.19845204163755864,4.374308592489757,3.498970264005225,94.0,73.0,0.99956167,513074.4155120535,0.5216030263198557,0.0330202127197254,2811363264,0.32,153038,10,4
Oligo,17.441864490509033,0.20305979860681028,4.077595783375733,3.3004095460709766,86.5,65.5,0.99979734,513058.96434842894,0.5216174331772128,0.03378689223599544,1884968544,0.32,153038,10,4
Oligo,13.642341375350952,0.18737523230844705,4.847233883645634,4.7951423557767985,80.5,91.0,0.99976337,512114.59515396226,0.5224979747731501,0.03117715483387555,1859786275,0.32,153038,10,4
Oligo,11.013049602508545,0.19992993006844129,5.100684106029144,4.871028996539887,100.0,96.5,0.99929976,512450.0371092493,0.5221852045172126,0.03326611691885121,3687649985,0.32,153038,10,4
Oligo,11.24394965171814,0.15146062697074514,3.2990729513358303,2.555473171474758,63.0,35.0,0.99964195,512102.9249196651,0.5225088562449233,0.025201363916280584,369133708,0.32,153038,10,4
Oligo,10.83419156074524,0.21235000402521947,5.117779412872965,4.018690912171353,98.0,87.5,0.9993661,512053.0708993815,0.5225553407542037,0.03533267910013904,2995172877,0.32,153038,10,4
