celltype,time,rss,varexpl,mean_rel_l2_distance,seed,coreset_fraction,n_samples,n_dimensions,n_archetypes
T4,41.32142090797424,959835.1875,0.591768205165863,0.035564952896652874,383329927,1.0,249824,10,4
T4,53.76670026779175,955380.375,0.5936629772186279,0.02017682403715539,3324115916,1.0,249824,10,4
T4,65.06407117843628,957471.4375,0.5927735567092896,0.03396477643804777,2811363264,1.0,249824,10,4
T4,70.42392945289612,955102.5,0.5937811136245728,0.017612548014310152,1884968544,1.0,249824,10,4
T4,95.48656153678894,957482.0625,0.5927690863609314,0.033738262584811024,1859786275,1.0,249824,10,4
T4,45.70427632331848,960043.1875,0.5916797518730164,0.023384783722716754,3687649985,1.0,249824,10,4
T4,60.75336313247681,955980.25,0.5934078097343445,0.02638541773192359,369133708,1.0,249824,10,4
T4,83.49163508415222,953738.6875,0.5943611860275269,0.023578840822733458,2995172877,1.0,249824,10,4
T4,43.76638913154602,958035.0625,0.5925338864326477,0.05249173155125733,865305066,1.0,249824,10,4
T4,47.75062537193298,956498.8125,0.5931872725486755,0.020273779195104563,404488628,1.0,249824,10,4
T4,47.78858304023743,955283.375,0.5937042236328125,0.01330460178582112,2261209995,1.0,249824,10,4
T4,57.0819365978241,955317.375,0.5936897397041321,0.030631268897834945,4190266092,1.0,249824,10,4
T4,46.13096642494202,955138.3125,0.593765914440155,0.030905663636086017,3160032368,1.0,249824,10,4
T4,56.67228674888611,953523.5,0.5944527387619019,0.028694864112361128,3269070126,1.0,249824,10,4
T4,49.694974422454834,954665.1875,0.593967080116272,0.020612810862646637,3081541439,1.0,249824,10,4
T4,70.84070634841919,956617.6875,0.5931366682052612,0.04175803670183156,3376120482,1.0,249824,10,4
T4,46.479259729385376,956154.75,0.5933336019515991,0.04297997795634613,2204291346,1.0,249824,10,4
T4,45.38968634605408,957408.25,0.592800498008728,0.02871900051874593,550243861,1.0,249824,10,4
T4,56.94498896598816,957276.875,0.5928563475608826,0.04638920080379146,3606691181,1.0,249824,10,4
T4,49.87367844581604,964793.25,0.5896595120429993,0.1337154753961875,1934392872,1.0,249824,10,4
T4,54.086747884750366,955417.8440129163,0.5936470173123526,0.035600403812499536,383329927,0.64,249824,10,4
T4,47.33894991874695,955993.4424819746,0.5934022069854386,0.04050032701585479,3324115916,0.64,249824,10,4
T4,47.11422395706177,951967.2244268411,0.5951146155676172,0.026772400183313623,2811363264,0.64,249824,10,4
T4,41.55464267730713,954114.855750745,0.5942011970045764,0.03128168806611224,1884968544,0.64,249824,10,4
