celltype,log10_coreset_size,coreset_size,varexpl
B,-1.4178063609646754,0.038211460643909456,0.5229846381930664
NK,-1.3945636337357463,0.040312187585568225,0.6791921130276249
T4,-1.6502336332539664,0.022375171190285943,0.5872601260934138
T8,-1.5107772698803918,0.030847695843093572,0.6618106308988416
cDC,-0.5578254534942986,0.27680539254003333,0.6090090018676204
cM,-1.0226799980728807,0.09491175455796848,0.6290913230320203
ncM,-0.8832236346993061,0.13085079491189117,0.5288027293806578
pDC,-0.3951263628917949,0.4025998762942617,0.48829710508902524
