celltype,log10_corset_size,coreset_size,coreset_time,full_time,time_saving
B,-1.4642918154225335,0.0343327178601354,1.946485902206545,35.44707868099213,18.2
NK,-1.4875345426514626,0.03254358981452728,1.0591622476461429,26.287791121006013,24.8
T4,-1.6734763604828955,0.021209168356927224,4.065622444997132,91.88709511756898,22.6
T8,-1.4642918154225335,0.0343327178601354,3.250854873580317,113.07177603244781,34.8
cDC,-0.7437672713257313,0.18039841965640185,0.7447846672255696,4.833344972133636,6.5
cM,-1.0924081797596679,0.08083358125709168,7.531349409799811,122.4260571360588,16.3
ncM,-0.9761945436150223,0.10563442104148948,1.2329991524894321,9.302568912506104,7.5
pDC,-0.5810681807232276,0.26238065946220224,0.4328445558921734,0.9767643570899963,2.3
