celltype,time,min_l2_distance_to_ref,mean_gex_corr,rss,varexpl,mean_rel_l2_distance,seed,coreset_fraction,n_samples,n_dimensions,n_archetypes
T4,51.749107360839844,0.179867437946439,0.99973834,955035.6983424973,0.5938095493751239,0.019095437801192862,3324115916,0.64,249824,10,4
T4,50.91981625556946,0.1569645332536393,0.99981713,953843.1442539165,0.5943167598212631,0.024314798193769423,2811363264,0.64,249824,10,4
T4,47.66623377799988,0.24576160504912667,0.9994788,953715.2239122109,0.5943711661867337,0.034245714758626714,1884968544,0.64,249824,10,4
T4,48.551626443862915,0.1749912695214814,0.9999372,952943.7575712949,0.5946992819432467,0.028361042722015284,1859786275,0.64,249824,10,4
T4,48.497310400009155,0.17242966180847952,0.9997857,953882.8697693825,0.5942998639868389,0.031848454563807235,3687649985,0.64,249824,10,4
T4,50.73531222343445,0.17494259261953515,0.9999252,953077.5775104181,0.5946423663939439,0.04166976503643598,369133708,0.64,249824,10,4
T4,47.87216520309448,0.2539344218041525,0.9994559,953626.2240288955,0.5944090191201603,0.03648768657799751,2995172877,0.64,249824,10,4
T4,51.12627196311951,0.13082719016457994,0.99986076,953738.973124535,0.5943610653043555,0.020109414012397228,865305066,0.64,249824,10,4
T4,51.486165285110474,0.2574271475909726,0.9994846,952226.7138246984,0.5950042509858211,0.0443570563150434,404488628,0.64,249824,10,4
T4,56.03380036354065,0.16921222686817577,0.9998288,952526.0081368954,0.5948769568001149,0.028693912577240986,2261209995,0.64,249824,10,4
T4,53.987454414367676,0.24019050693165087,0.99969816,952818.2726517546,0.5947526524885606,0.037046210686779955,4190266092,0.64,249824,10,4
T4,46.12229800224304,0.22515252202453656,0.9993908,954517.9664627402,0.5940297482073836,0.031513357492240664,3160032368,0.64,249824,10,4
T4,45.890766859054565,0.16392853141898775,0.99982965,955164.7416178966,0.5937546654097647,0.02668985178120329,3269070126,0.64,249824,10,4
T4,47.17777681350708,0.17660050857807863,0.9998049,954168.3039791686,0.5941784647025,0.028148748117942515,3081541439,0.64,249824,10,4
T4,45.649147748947144,0.14192086331279488,0.99989605,952619.0499961543,0.594837384756049,0.024926068572913882,3376120482,0.64,249824,10,4
T4,55.850226402282715,0.1728055953403319,0.99988365,952955.9526296671,0.5946940952091129,0.02519814883053121,2204291346,0.64,249824,10,4
T4,53.07533049583435,0.13829587383125533,0.99990255,953621.7730759429,0.5944109121746176,0.023944023694870985,550243861,0.64,249824,10,4
T4,45.772615909576416,0.1438727649026424,0.99983233,953510.7941235037,0.5944581131230002,0.0237103485759417,3606691181,0.64,249824,10,4
T4,65.0442726612091,0.15353428346492576,0.99991274,953455.5980194263,0.5944815888217903,0.021699138015943305,1934392872,0.64,249824,10,4
T4,25.083284616470337,0.17982458563792109,0.9996319,954066.0525785264,0.5942219536972841,0.03095895367188827,383329927,0.32,249824,10,4
T4,23.816723108291626,0.265736878982441,0.9991103,953696.5645111931,0.5943791022989869,0.038312484912531426,3324115916,0.32,249824,10,4
T4,35.48866581916809,0.18771088630532687,0.9998766,954282.6264389122,0.5941298417122596,0.02013937418529578,2811363264,0.32,249824,10,4
T4,29.797977685928345,0.2792809679509836,0.9997387,953438.8288257939,0.5944887210015926,0.0396865945525317,1884968544,0.32,249824,10,4
T4,23.73277235031128,0.27312468216548724,0.9996548,954192.5107782845,0.5941681692018626,0.04018678629893501,1859786275,0.32,249824,10,4
T4,31.507771492004395,0.19205656041135133,0.9997566,952753.2590377178,0.5947803037158689,0.029833282979317834,3687649985,0.32,249824,10,4
T4,38.82030963897705,0.2217317187733299,0.9997456,953671.7828523816,0.5943896422957403,0.026987598060654615,369133708,0.32,249824,10,4
T4,25.75473952293396,0.20316040427045012,0.9996273,955191.2006204611,0.5937434120145321,0.02894675709125695,2995172877,0.32,249824,10,4
T4,25.23410701751709,0.3055015018470548,0.9991149,955430.044124964,0.5936418284288176,0.04713749672488185,865305066,0.32,249824,10,4
T4,27.66854691505432,0.21107345979914044,0.99944633,954241.7252921822,0.5941472375596089,0.029443652497746872,404488628,0.32,249824,10,4
T4,24.027690172195435,0.34918493220189983,0.9989909,952755.611698687,0.5947793030952417,0.054884612467337765,2261209995,0.32,249824,10,4
T4,27.699131727218628,0.2065590658479119,0.9996903,953467.6993455448,0.5944764419533352,0.033820436549419956,4190266092,0.32,249824,10,4
T4,28.936521530151367,0.40994829719200854,0.99745584,955150.6424274967,0.5937606619987006,0.05462232692546999,3160032368,0.32,249824,10,4
T4,21.778132438659668,0.21535002611498247,0.9996332,952094.0168092891,0.5950606889394799,0.03246540733338519,3269070126,0.32,249824,10,4
T4,35.44774866104126,0.23589573253053653,0.9994931,953208.7663130189,0.5945865699049353,0.035152527579281695,3081541439,0.32,249824,10,4
T4,24.704763174057007,0.1813474185093157,0.9997725,953966.9133461285,0.5942641190420479,0.02856073214725916,3376120482,0.32,249824,10,4
T4,26.865192890167236,0.23016648107000456,0.9996296,954728.8161766055,0.5939400707843955,0.025531754997422218,2204291346,0.32,249824,10,4
T4,29.90634799003601,0.364820310843104,0.9985416,955689.571166709,0.5935314478365333,0.05162688575403657,550243861,0.32,249824,10,4
T4,25.144601345062256,0.3568484047230224,0.9981917,953488.4186981331,0.5944676297139823,0.06025664585140941,3606691181,0.32,249824,10,4
T4,28.158235549926758,0.2941510196596402,0.99908733,954843.9848839976,0.5938910878728303,0.03785722891187816,1934392872,0.32,249824,10,4
T4,13.948607206344604,0.3011931597071618,0.9992157,954644.7687142685,0.5939758173817843,0.040282126699876096,383329927,0.16,249824,10,4
T4,14.333738327026367,0.17406757099187925,0.9999391,953795.2013397762,0.5943371506338083,0.024947586443851352,3324115916,0.16,249824,10,4
T4,13.616738557815552,0.3718301236023861,0.9980236,955729.1019718888,0.5935146348152008,0.04962950838474332,2811363264,0.16,249824,10,4
T4,13.287395238876343,0.27102867955035476,0.9996224,954802.6265668104,0.5939086781613655,0.04551665971093094,1884968544,0.16,249824,10,4
T4,15.586898803710938,0.33595022368731264,0.99948496,954075.8209026695,0.5942177990882027,0.050226815971430486,1859786275,0.16,249824,10,4
T4,12.397530794143677,0.4857702101634914,0.99734735,956175.7261062466,0.5933246791321729,0.06545012019073398,3687649985,0.16,249824,10,4
T4,10.583334922790527,0.41994456255537194,0.9987966,955792.5577046792,0.5934876461772457,0.05735926284066096,369133708,0.16,249824,10,4
T4,14.247704267501831,0.2757053980506604,0.9996898,957790.6270336314,0.5926378384867945,0.031505877567271745,2995172877,0.16,249824,10,4
T4,14.953967332839966,0.2492806475954538,0.99961495,955273.7606752836,0.5937082980330022,0.02712818971779886,865305066,0.16,249824,10,4
T4,14.987421751022339,0.28969359361736546,0.9993876,953691.1012856241,0.594381425887581,0.0435559904600136,404488628,0.16,249824,10,4
T4,13.36693263053894,0.34712997908311516,0.998764,955143.2826059177,0.5937637922369199,0.05303453967562432,2261209995,0.16,249824,10,4
T4,11.234118223190308,0.2846605745588687,0.9996872,954787.107324441,0.5939152787188761,0.04009322488359822,4190266092,0.16,249824,10,4
T4,13.672928094863892,0.3439797221329129,0.99943274,955815.1062634181,0.5934780559501462,0.045518405813841034,3160032368,0.16,249824,10,4
T4,12.480277299880981,0.41605144360297397,0.9979265,954978.4720069646,0.5938338885606204,0.053873523929249365,3269070126,0.16,249824,10,4
T4,11.941526889801025,0.43449253737066384,0.9988664,955089.4896353476,0.593786671162801,0.054660202309988117,3081541439,0.16,249824,10,4
T4,12.38155722618103,0.25396271687297467,0.9996985,953993.5323230522,0.5942527976074141,0.03605863324305259,3376120482,0.16,249824,10,4
T4,14.555678844451904,0.3351294368747326,0.99963087,954214.4364231733,0.5941588439090039,0.050132822093078705,2204291346,0.16,249824,10,4
T4,11.903465032577515,0.331437195117184,0.99941826,956241.9274432041,0.5932965227491839,0.04420914847876545,550243861,0.16,249824,10,4
T4,13.04836130142212,0.2697097833650756,0.9994656,954377.3677701779,0.5940895468582491,0.040026926285508226,3606691181,0.16,249824,10,4
T4,13.53335165977478,0.22971176579416674,0.99966145,955406.5692431135,0.5936518126344906,0.03255015369442777,1934392872,0.16,249824,10,4
T4,7.386774778366089,0.33847946526593065,0.9993793,956732.1006726419,0.5930880450081999,0.04191277357665218,383329927,0.08,249824,10,4
T4,7.4978721141815186,0.32086007467346045,0.9997761,956600.7403983155,0.5931439144266053,0.05005281973633935,3324115916,0.08,249824,10,4
T4,6.333080291748047,0.29912703381011174,0.9997591,958940.4598930434,0.5921487979953046,0.03285281730861691,2811363264,0.08,249824,10,4
T4,12.791872024536133,0.3181991345521602,0.99939746,956805.2728223944,0.5930569238380354,0.045337954468743766,1884968544,0.08,249824,10,4
T4,7.542850494384766,0.6329629033558554,0.99406254,960589.6115727135,0.5914473900112087,0.08256808805970448,1859786275,0.08,249824,10,4
T4,7.998425006866455,0.3573456895879583,0.9986179,957589.577674688,0.5927233476775492,0.053925768629250914,3687649985,0.08,249824,10,4
T4,7.116387128829956,0.30177910515021444,0.99956864,957922.0007505447,0.5925819633510631,0.041020916466049426,369133708,0.08,249824,10,4
T4,7.116780996322632,0.431652583915625,0.99908584,959743.6101949459,0.5918072065934172,0.0526119576173595,2995172877,0.08,249824,10,4
T4,7.638577938079834,0.4443021484783671,0.9987667,957383.3453176229,0.5928110612721248,0.06014147641018106,865305066,0.08,249824,10,4
T4,8.056662559509277,0.2515889938003947,0.9998052,956716.2018039695,0.5930948070262497,0.030628373549093608,404488628,0.08,249824,10,4
T4,6.633060693740845,0.4404844304970781,0.99842715,958320.5641084014,0.5924124486091414,0.06238467965840203,2261209995,0.08,249824,10,4
T4,10.173583507537842,0.378257500851706,0.99916536,957910.3974488927,0.5925868984025328,0.05151792345727416,4190266092,0.08,249824,10,4
T4,7.236958026885986,0.5869371431003843,0.9979981,960214.9157866494,0.5916067535307638,0.063860063673212,3160032368,0.08,249824,10,4
T4,8.499813556671143,0.4502727916284187,0.9986688,957640.316080304,0.5927017679021785,0.059356164238340475,3269070126,0.08,249824,10,4
T4,12.029881954193115,0.5836185373381791,0.9971918,957306.726047752,0.5928436485521704,0.06642143159362543,3081541439,0.08,249824,10,4
T4,10.57210659980774,0.3531111434630849,0.99889565,956413.9426630965,0.5932233621963336,0.04048666613446803,3376120482,0.08,249824,10,4
T4,10.290659189224243,0.32314173803868407,0.99947286,957975.6827299409,0.5925591316313281,0.041595447415752,2204291346,0.08,249824,10,4
T4,6.033203363418579,0.3211263029725419,0.9996717,957569.857141097,0.5927317351047833,0.03917821820909383,550243861,0.08,249824,10,4
T4,8.078094244003296,0.35873059760977544,0.99907696,955424.9497646996,0.5936439951336802,0.04911709015612344,3606691181,0.08,249824,10,4
T4,11.224077701568604,0.3833799730512981,0.9986312,957811.1259616247,0.5926291199971995,0.056597714712073886,1934392872,0.08,249824,10,4
T4,5.529085874557495,0.6112624683090009,0.99771565,964847.9509176962,0.5896362568981177,0.07060780064947597,383329927,0.04,249824,10,4
T4,8.397284030914307,0.5283626611586655,0.9979594,964979.7770101906,0.5895801893605299,0.06351411464566166,3324115916,0.04,249824,10,4
T4,4.740885496139526,0.3880772820070486,0.99892354,960430.5925306651,0.5915150231022647,0.0473013686975448,2811363264,0.04,249824,10,4
T4,4.980098009109497,0.6173605885023009,0.99571663,960984.7799437068,0.5912793192061434,0.08186584255575527,1884968544,0.04,249824,10,4
T4,4.74755859375,0.46683151038817994,0.99859333,964273.0796282785,0.5898807579450472,0.056176474741183854,1859786275,0.04,249824,10,4
T4,4.215182304382324,0.5621708542702843,0.99848914,965604.3451451764,0.5893145515287336,0.060406200533361855,3687649985,0.04,249824,10,4
T4,5.032150983810425,0.4212927698145829,0.9995661,960280.5424989302,0.5915788415439337,0.050817180836619874,369133708,0.04,249824,10,4
T4,4.98601222038269,0.6626843286139551,0.99416244,964498.4559601602,0.5897849021419961,0.08470231021232434,2995172877,0.04,249824,10,4
T4,4.200821399688721,0.3894362404431845,0.99941325,960074.9704725003,0.5916662742903708,0.046664409118123085,865305066,0.04,249824,10,4
T4,4.358875513076782,0.46489907116852147,0.99873406,965520.3280406608,0.5893502852145033,0.06735270007678669,404488628,0.04,249824,10,4
T4,3.971304416656494,0.38532432760075586,0.9988569,961008.0368755982,0.5912694276977303,0.052209020804022774,2261209995,0.04,249824,10,4
T4,4.743568181991577,0.5635015300986124,0.9976234,966397.5649407514,0.5889771837143488,0.06003054938968032,4190266092,0.04,249824,10,4
T4,4.441400527954102,0.3509933432589877,0.9996048,962390.3497203315,0.5906815101169726,0.039904230203420994,3160032368,0.04,249824,10,4
T4,4.377728223800659,0.43091422282349834,0.99834895,962843.8199073895,0.5904886427090361,0.04952505484567829,3269070126,0.04,249824,10,4
T4,4.87652325630188,0.4687395551669259,0.9986339,959515.4520224127,0.5919042455534015,0.057177824156304125,3081541439,0.04,249824,10,4
T4,4.787021160125732,0.3964747591645318,0.9992004,962223.2081269148,0.5907525978462228,0.04190649897479272,3376120482,0.04,249824,10,4
T4,4.498044967651367,0.446486016560304,0.99874866,963461.1545307222,0.5902260813940267,0.0560884526389321,2204291346,0.04,249824,10,4
T4,4.668376922607422,0.3845015893245697,0.9998105,960187.5701090128,0.5916183840416873,0.05230055228543611,550243861,0.04,249824,10,4
T4,4.912825584411621,0.4251412479183111,0.99754226,957179.378678407,0.5928978112242358,0.053569804405968306,3606691181,0.04,249824,10,4
T4,4.9278950691223145,0.5132654902454061,0.99836934,960719.7768369202,0.5913920288478349,0.06031792273380719,1934392872,0.04,249824,10,4
T4,5.210004568099976,0.8373064225317518,0.9951533,971297.7353991395,0.5868930705758706,0.08553808825455347,383329927,0.02,249824,10,4
T4,3.769040822982788,0.7397473147027236,0.9961639,968860.2890826005,0.5879297516333507,0.09482488249211295,3324115916,0.02,249824,10,4
T4,4.106271743774414,0.541147474241238,0.9968984,964746.4171284933,0.5896794406824113,0.0651428359320155,2811363264,0.02,249824,10,4
T4,3.2600133419036865,0.7401646136241335,0.995946,969516.3461937867,0.5876507210860205,0.08937718268652291,1884968544,0.02,249824,10,4
T4,3.5625383853912354,0.6503268426000767,0.9964065,968662.24177172,0.5880139840097857,0.07497451172867493,1859786275,0.02,249824,10,4
T4,2.873788833618164,0.5428881476235178,0.9994032,968601.1816509595,0.5880399537594087,0.05677783743773679,3687649985,0.02,249824,10,4
T4,3.141176462173462,0.4231884722723712,0.99965286,966743.4247074792,0.5888300845695273,0.04604749050209405,369133708,0.02,249824,10,4
T4,4.70037317276001,0.690327782840415,0.9982355,972367.1317840976,0.5864382408765655,0.08190467040298782,2995172877,0.02,249824,10,4
T4,3.1308138370513916,0.5729550251472002,0.9983923,971454.5010541085,0.5868263958828251,0.07043281076942337,865305066,0.02,249824,10,4
T4,3.33577299118042,0.5607960109890915,0.99775773,964234.5813850852,0.5898971318028811,0.07279740947246237,404488628,0.02,249824,10,4
T4,2.903773784637451,0.7295895287378162,0.9973334,968440.3790998022,0.5881083454026002,0.0793802763855481,2261209995,0.02,249824,10,4
T4,3.5621345043182373,0.5747632782553006,0.9990829,970309.7079690382,0.5873132928856325,0.061032780590531466,4190266092,0.02,249824,10,4
T4,3.4054031372070312,0.48374954679162463,0.99835694,966715.20811732,0.588842085492102,0.05835905561864751,3160032368,0.02,249824,10,4
T4,4.656540393829346,0.6923221332917883,0.9973605,972968.5397218846,0.586182453410523,0.09579208812496122,3269070126,0.02,249824,10,4
T4,2.9773335456848145,0.6087584921301041,0.99933004,968017.1890055068,0.5882883342505565,0.06414062196121252,3081541439,0.02,249824,10,4
T4,8.4930100440979,1.0845088443770727,0.9920241,970196.2089566544,0.5873615656518398,0.11199465227254121,3376120482,0.02,249824,10,4
T4,2.7875771522521973,0.4869858708851123,0.9994996,968669.5262362295,0.5880108858220144,0.05138766503736738,2204291346,0.02,249824,10,4
T4,5.4532082080841064,0.5673777978559691,0.99811435,965390.0421164277,0.5894056976963258,0.05951141068083125,550243861,0.02,249824,10,4
T4,5.420414924621582,0.7094379808033269,0.9939586,970982.6779047218,0.5870270690702226,0.08235118393612995,3606691181,0.02,249824,10,4
T4,2.809779644012451,0.6852657884777202,0.99829435,970032.5117933156,0.5874311884153218,0.07963076462504158,1934392872,0.02,249824,10,4
T4,2.5282835960388184,0.8478726647813655,0.99584395,980683.5742255442,0.5829011380135524,0.09051707891367097,383329927,0.01,249824,10,4
T4,4.417745351791382,0.7288992997121206,0.9985888,977468.8519672191,0.5842684057345486,0.09448378117264285,3324115916,0.01,249824,10,4
T4,10.461000919342041,0.711750141474472,0.99554205,973397.9640543066,0.5859998130512167,0.08049943453802838,2811363264,0.01,249824,10,4
T4,4.515707015991211,0.7340544276148843,0.99721277,975095.264874989,0.5852779265433138,0.08205182484504815,1884968544,0.01,249824,10,4
T4,2.6699674129486084,0.9221101414467131,0.9938576,974918.0153276173,0.5853533133311009,0.11441788740165866,1859786275,0.01,249824,10,4
T4,2.952702283859253,0.7138775305821389,0.9981973,974768.9101070378,0.5854167299309649,0.09047035275810975,3687649985,0.01,249824,10,4
T4,5.2634124755859375,0.7185158079031523,0.9964382,973462.7024500998,0.585972278878195,0.0780256045237962,369133708,0.01,249824,10,4
T4,2.923279285430908,0.8129315118201588,0.9971957,978726.7334529519,0.5837334106046187,0.08639417085159032,2995172877,0.01,249824,10,4
T4,2.9847476482391357,1.1591421559732833,0.9940195,975695.5346227966,0.5850226231658783,0.1300186290889052,865305066,0.01,249824,10,4
T4,2.5635323524475098,0.9269803171583928,0.995993,978147.1227472937,0.5839799273936005,0.1007172574910242,404488628,0.01,249824,10,4
T4,2.884608268737793,0.8307739958215683,0.9981983,975812.7846409336,0.5849727550428484,0.08424636266871673,2261209995,0.01,249824,10,4
T4,2.85929799079895,0.841432420587416,0.99516326,975705.0900814001,0.5850185590915793,0.08802574753802425,4190266092,0.01,249824,10,4
T4,2.992176055908203,0.665532464512689,0.99875414,974481.2935072648,0.5855390574172272,0.0675307543790494,3160032368,0.01,249824,10,4
T4,2.8740732669830322,0.9328930163974727,0.99780464,981343.9536864664,0.5826202691085669,0.09459376527719449,3269070126,0.01,249824,10,4
T4,2.545773983001709,0.7095506474238311,0.99761236,974020.2904782756,0.585735128651433,0.07324592454088585,3081541439,0.01,249824,10,4
T4,2.7221286296844482,0.9355238113196617,0.9955962,981351.4398275053,0.5826170851448604,0.09718544943957824,3376120482,0.01,249824,10,4
T4,2.5056967735290527,0.8499336695387925,0.9990148,982141.628949531,0.5822810063196274,0.08985391510478577,2204291346,0.01,249824,10,4
T4,2.800723075866699,0.8153129798250351,0.9971559,976183.8188889492,0.5848149488282113,0.08697160171810475,550243861,0.01,249824,10,4
T4,3.0080058574676514,0.6714898032120091,0.99932253,976947.6268483235,0.5844900902917738,0.09080264347054116,3606691181,0.01,249824,10,4
T4,2.1625783443450928,0.8871788855116849,0.9974523,978994.6601640361,0.5836194575118719,0.09027673944885228,1934392872,0.01,249824,10,4
T4,2.7596094608306885,0.8600367594519827,0.9981154,989062.5919307799,0.5793374209887434,0.0955427327651319,383329927,0.005,249824,10,4
T4,2.759641170501709,1.3075891737224588,0.9942077,992732.8615315276,0.5777764024156891,0.13461496520948124,3324115916,0.005,249824,10,4
T4,2.278789758682251,0.9984017896669916,0.99857116,986821.0888676448,0.5802907645557661,0.12621856931281034,2811363264,0.005,249824,10,4
T4,2.9583916664123535,0.9330625097684875,0.9962462,984617.3355779252,0.5812280525999416,0.10373524251787636,1884968544,0.005,249824,10,4
T4,2.1759982109069824,0.9277359849422298,0.9987292,984317.0940419079,0.5813557496535939,0.0993796232049019,1859786275,0.005,249824,10,4
T4,2.2181365489959717,0.9306619808974002,0.99755836,983437.4616295403,0.5817298699996544,0.11168782058978896,3687649985,0.005,249824,10,4
T4,3.709284543991089,0.7653984038982531,0.9974585,981208.2742535477,0.5826779755273882,0.08420867913467028,369133708,0.005,249824,10,4
T4,3.523120641708374,1.037044881438922,0.99771,994547.4231995452,0.5770046431789424,0.13623057095009783,2995172877,0.005,249824,10,4
T4,2.8158600330352783,1.0483726250149341,0.9984468,988178.5409026493,0.5797134206357879,0.10696030606715351,865305066,0.005,249824,10,4
T4,2.4509174823760986,0.9822490916335644,0.9966427,984378.421686301,0.5813296661223134,0.10364581869591061,404488628,0.005,249824,10,4
T4,3.6225337982177734,1.1699519907563936,0.9938562,994825.5168962002,0.5768863659206614,0.12026063707257063,2261209995,0.005,249824,10,4
T4,2.3556137084960938,1.1884921476350514,0.9903987,987460.7352551186,0.5800187137258134,0.12300419651918398,4190266092,0.005,249824,10,4
T4,2.565335750579834,0.9578237972737413,0.9979849,986865.4827370583,0.5802718832031074,0.10371327163321835,3160032368,0.005,249824,10,4
T4,3.7396178245544434,1.0288645243891916,0.99625313,985465.4103853771,0.5808673541581971,0.13339318070179756,3269070126,0.005,249824,10,4
T4,2.612977981567383,1.0256543757488228,0.9958777,988796.9943373661,0.5794503834741677,0.10743366240181385,3081541439,0.005,249824,10,4
T4,2.6291842460632324,1.1873923995290818,0.9886898,992490.796434162,0.5778793561912916,0.1382132229354327,3376120482,0.005,249824,10,4
T4,2.432344913482666,1.4569373420568095,0.98271793,997139.6806199412,0.5759021187271823,0.15306968758831954,2204291346,0.005,249824,10,4
T4,2.2084689140319824,1.0081657008139049,0.9937626,988016.1795843723,0.5797824752451072,0.10592189608284228,550243861,0.005,249824,10,4
T4,2.242957353591919,1.113891586423459,0.99417776,990215.056694393,0.5788472611104543,0.1548131344121635,3606691181,0.005,249824,10,4
T4,2.582998752593994,1.1787142558589523,0.99808204,997337.7669098306,0.5758178697724129,0.14059556831649686,1934392872,0.005,249824,10,4
cM,135.99651503562927,0.0,1.0,1000225.375,0.6359192728996277,0.05409724983114232,383329927,1.0,219307,10,5
cM,122.70517873764038,0.0,0.9999999,999813.0,0.6360694169998169,0.03388091029496532,3324115916,1.0,219307,10,5
cM,119.62457227706909,0.0,1.0,1000787.625,0.6357146501541138,0.02003090935669669,2811363264,1.0,219307,10,5
cM,127.33111214637756,0.0,0.9999999,1000174.4375,0.6359378099441528,0.06537472538384718,1884968544,1.0,219307,10,5
cM,103.68373203277588,0.0,1.0,1000807.5625,0.6357073783874512,0.04727263167416364,1859786275,1.0,219307,10,5
cM,81.68844294548035,0.0,1.0,1001233.875,0.635552167892456,0.09841317081285898,3687649985,1.0,219307,10,5
cM,177.57606720924377,0.0,1.0,1001139.875,0.6355864405632019,0.04434647608154185,369133708,1.0,219307,10,5
cM,107.42079091072083,0.0,1.0,998908.875,0.6363984942436218,0.0320750244952767,2995172877,1.0,219307,10,5
cM,157.0359811782837,0.0,1.0,1000493.0,0.6358218789100647,0.019086460033490498,865305066,1.0,219307,10,5
cM,142.93109560012817,0.0,1.0,999954.25,0.6360179781913757,0.03321288019139369,404488628,1.0,219307,10,5
cM,106.48493075370789,0.0,1.0,1000116.3125,0.6359590291976929,0.058967255710996716,2261209995,1.0,219307,10,5
cM,121.98646926879883,0.0,1.0,999912.125,0.636033296585083,0.04045556157635476,4190266092,1.0,219307,10,5
cM,108.8543393611908,0.0,1.0,1001268.125,0.635539710521698,0.033647537138400185,3160032368,1.0,219307,10,5
cM,116.4375102519989,0.0,1.0,999809.0,0.6360708475112915,0.02580659177918141,3269070126,1.0,219307,10,5
cM,107.17260980606079,0.0,1.0,1001348.0,0.6355106830596924,0.07880258357044521,3081541439,1.0,219307,10,5
cM,124.64038729667664,0.0,1.0,1000078.875,0.6359726190567017,0.0882116552906644,3376120482,1.0,219307,10,5
cM,140.1697292327881,0.0,1.0,1000818.3125,0.6357035040855408,0.046896035359183165,2204291346,1.0,219307,10,5
cM,129.17572140693665,0.0,1.0,1001124.5625,0.635591983795166,0.0339316896417721,550243861,1.0,219307,10,5
cM,106.80721974372864,0.0,1.0,998530.4375,0.6365362405776978,0.04104216525317638,3606691181,1.0,219307,10,5
cM,110.79873752593994,0.0,0.9999999,999935.5625,0.6360248327255249,0.07841231351008428,1934392872,1.0,219307,10,5
cM,67.45313167572021,0.3034607600334279,0.99962413,1000807.9075033799,0.6357072480586795,0.041108780757609854,383329927,0.64,219307,10,5
cM,48.193483114242554,0.29925438096254064,0.9992836,1001033.5523622036,0.6356251136291192,0.051490304092676575,3324115916,0.64,219307,10,5
cM,44.59566044807434,0.1847356174420033,0.99976814,999543.0852864735,0.6361676416693404,0.033076955669613065,2811363264,0.64,219307,10,5
cM,41.22671175003052,0.3636958620222752,0.9987176,999653.8514366752,0.6361273229374674,0.07279797745412596,1884968544,0.64,219307,10,5
cM,42.51514911651611,0.2451889758424411,0.9994701,1002128.3478852778,0.6352266095096737,0.060702641634768184,1859786275,0.64,219307,10,5
cM,56.51618456840515,0.24400737027073566,0.99964255,1000308.6723358141,0.6358889689980275,0.06039250598616721,3687649985,0.64,219307,10,5
cM,61.52543067932129,0.24237567972455215,0.99947435,999663.3564951748,0.6361238631087708,0.03534930205662084,369133708,0.64,219307,10,5
cM,60.99461388587952,0.3070578036188266,0.99950695,1000619.6592672656,0.6357757701671362,0.053999353022728604,2995172877,0.64,219307,10,5
cM,56.660144090652466,0.23150644539068152,0.9997064,998659.5839400918,0.636489234988502,0.045406347318117976,865305066,0.64,219307,10,5
