archetype,gene,log1p,z_scaled
arch_1,0610005C13Rik,0.1927891,-0.115420036
arch_1,0610009B22Rik,0.044933688,0.030779647
arch_1,0610009O20Rik,0.011980256,-0.026224386
arch_1,0610010F05Rik,0.017190427,-0.01281062
arch_1,0610010K14Rik,0.005816799,-0.03838138
arch_1,0610012G03Rik,0.12732616,-0.058669344
arch_1,0610030E20Rik,0.035711616,-0.023673307
arch_1,0610031O16Rik,0.02392282,-0.08243075
arch_1,0610037L13Rik,0.035764623,0.04177084
arch_1,0610040B10Rik,0.012638545,0.013307484
arch_1,0610040J01Rik,0.032751556,0.0061786775
arch_1,1110004E09Rik,0.029066727,0.03444389
arch_1,1110004F10Rik,0.053856783,-0.088128015
arch_1,1110008F13Rik,0.18431382,-0.14347832
arch_1,1110008L16Rik,0.009444851,0.0072047655
arch_1,1110008P14Rik,0.047451127,-0.07890086
arch_1,1110012L19Rik,0.017744368,-0.058857393
arch_1,1110019D14Rik,0.0055310773,-0.027154265
arch_1,1110032A03Rik,0.03457968,-0.032072343
arch_1,1110034G24Rik,0.006896227,-0.06075756
arch_1,1110038F14Rik,0.009418312,-0.02784889
arch_1,1110059E24Rik,0.030388221,-0.016036248
arch_1,1110059G10Rik,0.019548852,-0.03615856
arch_1,1110065P20Rik,0.040018313,-0.086839095
arch_1,1190002N15Rik,0.034952555,-0.01544957
arch_1,1190005I06Rik,0.018924683,-0.079007156
arch_1,1190007I07Rik,0.026195984,-0.009632837
arch_1,1300002E11Rik,0.02467401,-0.054602057
arch_1,1300017J02Rik,0.32363355,0.30460596
arch_1,1500011K16Rik,0.07971359,0.043198053
arch_1,1600002K03Rik,0.011514622,-0.026710425
arch_1,1600012H06Rik,0.023610458,0.0042023407
arch_1,1600014C10Rik,0.13783213,-0.07725362
arch_1,1600020E01Rik,0.01630405,-0.05937838
arch_1,1700001C19Rik,0.025644861,-0.02021311
arch_1,1700017B05Rik,0.015019749,-0.039439004
arch_1,1700018L02Rik,0.0069983685,-0.010595464
arch_1,1700020I14Rik,0.06083993,-0.0779774
arch_1,1700021F05Rik,0.027010364,-0.03879579
arch_1,1700066M21Rik,0.02589106,-0.047817715
arch_1,1700096K18Rik,0.0072255125,-0.0034096427
arch_1,1700123O20Rik,0.020370895,-0.06601715
arch_1,1810008I18Rik,0.1292946,-0.13155158
arch_1,1810013L24Rik,0.037396595,-0.0560347
arch_1,1810022K09Rik,0.07029289,-0.0936522
arch_1,1810024B03Rik,0.01998633,0.08036825
arch_1,1810034E14Rik,0.012818713,-0.03624182
arch_1,1810037I17Rik,0.07597683,-0.04186362
arch_1,1810043G02Rik,0.00746267,-0.027916241
arch_1,1810044D09Rik,0.0145263225,-0.045338914
arch_1,1810055G02Rik,0.025881264,-0.03801134
arch_1,1810058I24Rik,0.15473278,-0.13028538
arch_1,2010003K11Rik,0.011432009,-0.026034348
arch_1,2010107E04Rik,0.28770268,0.08013661
arch_1,2010111I01Rik,0.020831969,-0.005282941
arch_1,2010315B03Rik,0.028838148,-0.022724314
arch_1,2010320M18Rik,0.01725542,-0.015930763
arch_1,2200002D01Rik,0.06520181,-0.05165706
arch_1,2210016F16Rik,0.04397661,0.042684145
arch_1,2210016L21Rik,0.012720411,-0.06736626
arch_1,2300009A05Rik,0.07290269,-0.06803338
arch_1,2310001H17Rik,0.055481758,-0.026903246
arch_1,2310009B15Rik,0.01955739,-0.09391892
arch_1,2310011J03Rik,0.0218736,-0.0066295336
arch_1,2310022A10Rik,0.0067283767,-0.0058268425
arch_1,2310022B05Rik,0.016140848,-0.041411683
arch_1,2310030G06Rik,0.024959017,-0.018692875
arch_1,2310033P09Rik,0.009715462,-0.032149527
arch_1,2310035C23Rik,0.015689673,-0.072612554
arch_1,2310039H08Rik,0.12126231,0.0029667553
arch_1,2310040G24Rik,0.008346042,0.0013447949
arch_1,2310061I04Rik,0.043337587,-0.07725044
arch_1,2410004B18Rik,0.007969574,-0.024661358
arch_1,2410015M20Rik,0.22712389,0.17160664
arch_1,2510002D24Rik,0.03320325,-0.051232256
arch_1,2510039O18Rik,0.026148643,-0.020422485
arch_1,2610001J05Rik,0.030225199,-0.019423425
arch_1,2610002M06Rik,0.025377987,-0.00944951
arch_1,2610507B11Rik,0.03344225,-0.07411476
arch_1,2610528J11Rik,0.0122297015,-0.017536318
arch_1,2700062C07Rik,0.013814653,0.015487821
arch_1,2700097O09Rik,0.007167043,-0.0008696448
arch_1,2810004N23Rik,0.053041857,-0.089214064
arch_1,2810006K23Rik,0.014851996,0.0013650332
arch_1,2810402E24Rik,0.0074974773,-0.0054803547
arch_1,2810403A07Rik,0.019987408,-0.003823353
arch_1,2810459M11Rik,0.06546939,-0.090493776
arch_1,2810474O19Rik,0.06284376,0.0230067
arch_1,2900026A02Rik,0.09268947,-0.09486429
arch_1,2900097C17Rik,0.15454133,0.0027046409
arch_1,3110002H16Rik,0.0073565575,-0.007783432
arch_1,3110040N11Rik,0.020984847,0.02122491
arch_1,3110043O21Rik,0.017423356,-0.042813703
arch_1,3110082I17Rik,0.009717101,-0.07583216
arch_1,3830406C13Rik,0.013317648,-0.047824495
arch_1,4732419C18Rik,0.02019704,-0.010044034
arch_1,4732465J04Rik,0.08769129,-0.08309731
arch_1,4833420G17Rik,0.030362295,0.0028158159
arch_1,4833439L19Rik,0.07485632,-0.06997439
arch_1,4921524J17Rik,0.011548276,-0.07457819
arch_1,4930402H24Rik,0.03167421,-0.05860904
arch_1,4930453N24Rik,0.026511732,-0.0182236
arch_1,4930481A15Rik,0.012454599,-0.02240875
arch_1,4930523C07Rik,0.023087502,0.0016279876
arch_1,4931406C07Rik,0.19482379,-0.22232616
arch_1,4931406P16Rik,0.010474276,-0.020161279
arch_1,4932438A13Rik,0.040413033,-0.04255234
arch_1,4933434E20Rik,0.032053053,-0.11148298
arch_1,5031425E22Rik,0.008948697,-0.009330395
arch_1,5031439G07Rik,0.03176304,-0.07269522
arch_1,5033406O09Rik,0.004276163,-0.06875592
arch_1,5430416N02Rik,0.0081882235,-0.050578613
arch_1,5730455P16Rik,0.015514475,-0.010482676
arch_1,5730480H06Rik,0.008096811,-0.01316515
arch_1,5830473C10Rik,0.06321682,-0.012798047
arch_1,5930430L01Rik,0.005934297,-0.031838458
arch_1,6030458C11Rik,0.011583956,-0.035614405
arch_1,6430573F11Rik,0.0047214213,-0.054549675
arch_1,8430408G22Rik,0.065367624,-0.06729465
arch_1,9030616G12Rik,0.015326197,-0.02277749
arch_1,9030622O22Rik,0.009038962,-0.021904694
arch_1,9030624J02Rik,0.015387915,-0.027485114
arch_1,9130221H12Rik,0.007670569,-0.027058816
arch_1,9130401M01Rik,0.029499693,-0.0032193547
arch_1,9130409I23Rik,0.014334945,-0.055004336
arch_1,9330121J05Rik,0.0075922166,-0.061140556
arch_1,9430038I01Rik,0.012451999,-0.03713908
arch_1,9530068E07Rik,0.14461671,-0.053841323
arch_1,9930021J03Rik,0.019874778,-0.017175756
arch_1,A130010J15Rik,0.011890677,-0.054523412
arch_1,A1cf,0.019503437,-0.1136727
arch_1,A230050P20Rik,0.0279611,-0.0184031
arch_1,A2ml1,0.09827529,-0.04481434
arch_1,A330069E16Rik,0.009374647,-0.03926989
arch_1,A430005L14Rik,0.040698268,-0.05020366
arch_1,AC079680.2,0.027289134,-0.056081545
arch_1,AC118710.3,0.035246566,-0.06819478
arch_1,AC135964.1,0.0076234853,-0.06301338
arch_1,AC135964.2,0.03893967,-0.012090184
arch_1,AC149090.1,0.022320732,-0.001837601
arch_1,AC154378.1,0.013859154,-0.0089672655
arch_1,AC160336.1,0.021099165,-0.04484006
arch_1,AC161165.6,0.013152074,-0.06851057
arch_1,AC165953.2,0.0080482215,-0.008902372
arch_1,AC169509.3,0.02621657,-0.032413796
arch_1,AI182371,0.33751038,-0.096693784
arch_1,AI314180,0.042780623,-0.06896064
arch_1,AI413582,0.0062957997,-0.046316136
arch_1,AI463170,0.0067176,-0.011896453
arch_1,AI463229,0.028771546,-0.053150248
arch_1,AI464131,0.028720263,-0.008496412
arch_1,AI597479,0.005044386,-0.0442332
arch_1,AI661453,0.019989157,-0.069787376
arch_1,AI837181,0.011124249,-0.048391484
arch_1,AI987944,0.017892338,-0.03582231
arch_1,AL589670.1,0.01923958,-0.0083144205
arch_1,AL590144.2,0.055666003,-0.14124097
arch_1,AU019823,0.006645187,-0.043242864
arch_1,AU022252,0.05870321,-0.09219762
arch_1,AU040320,0.0246785,-0.003955533
arch_1,AW112010,0.22153144,-0.016267631
arch_1,AW209491,0.017271599,-0.030007258
arch_1,AW549877,0.015023122,-0.040390976
arch_1,AY036118,0.060429934,0.040447764
arch_1,Aacs,0.010450249,-0.101654455
arch_1,Aadac,0.35190263,0.45476565
arch_1,Aadat,0.05722921,-0.024121728
arch_1,Aaed1,0.07021571,-0.0987285
arch_1,Aagab,0.00847759,-0.04308984
arch_1,Aak1,0.010914711,-0.05543955
arch_1,Aamdc,0.074825235,-0.027833674
arch_1,Aamp,0.113024935,-0.05063864
arch_1,Aar2,0.030329932,0.039107665
arch_1,Aars,0.08358124,-0.044464823
arch_1,Aars2,0.012477253,-0.03874648
arch_1,Aasdh,0.004358947,-0.035031516
arch_1,Aasdhppt,0.05425854,0.023862476
arch_1,Aass,0.23846018,-0.09960325
arch_1,Aatf,0.030721612,0.060113657
arch_1,Abat,0.13993499,-0.15161824
arch_1,Abca1,0.18995546,0.03714875
arch_1,Abca2,0.021088503,-0.045660537
arch_1,Abca3,0.059719175,-0.026774436
arch_1,Abca6,0.05469376,0.0014214483
arch_1,Abca8a,0.14027447,0.016192842
arch_1,Abca8b,0.040637996,-0.007390946
arch_1,Abcb10,0.04172728,-0.021045135
arch_1,Abcb11,0.3190091,-0.10615812
arch_1,Abcb4,0.19053733,-0.010353106
arch_1,Abcb6,0.07493471,-0.021324696
arch_1,Abcb7,0.05940025,0.0095630465
arch_1,Abcb8,0.03408294,0.0117986705
arch_1,Abcc2,0.26988378,-0.06845065
arch_1,Abcc3,0.13302866,-0.11317988
arch_1,Abcc6,0.07544993,-0.03987501
arch_1,Abcd1,0.020131454,-0.01600859
arch_1,Abcd2,0.04599543,-0.0057298895
arch_1,Abcd3,0.5651998,-0.16410448
arch_1,Abce1,0.041505445,-0.04358899
arch_1,Abcf1,0.060130425,-0.10129899
arch_1,Abcf2,0.016812919,-0.04685274
arch_1,Abcf3,0.0296339,-0.015761875
arch_1,Abcg2,0.08343883,0.118925534
arch_1,Abcg5,0.054242898,-0.007446223
arch_1,Abcg8,0.0854658,-0.0631911
arch_1,Abhd10,0.011008573,0.0058234567
arch_1,Abhd11,0.022102272,-0.0077358745
arch_1,Abhd12,0.029641034,-0.015740134
arch_1,Abhd13,0.025839915,0.044617843
arch_1,Abhd14a,0.022659268,-0.01760405
arch_1,Abhd14b,0.1756781,-0.10516328
arch_1,Abhd15,0.011865898,-0.020594634
arch_1,Abhd16a,0.0228269,-0.02470002
arch_1,Abhd17a,0.0994551,-0.093310766
arch_1,Abhd17b,0.030208994,-0.06398937
arch_1,Abhd17c,0.11605567,-0.11723742
arch_1,Abhd18,0.0356565,0.015179305
arch_1,Abhd2,0.08325424,-0.06352093
arch_1,Abhd3,0.047656544,-0.025481736
arch_1,Abhd4,0.025349401,-0.041805647
arch_1,Abhd5,0.038963336,-0.014485603
arch_1,Abhd6,0.033478882,-0.0006289049
arch_1,Abi1,0.04024478,-0.06754704
arch_1,Abl1,0.0061692838,-0.023768593
arch_1,Abl2,0.01249321,0.019810945
arch_1,Ablim1,0.02852197,-0.051119663
arch_1,Ablim3,0.009232735,-0.04827277
arch_1,Abracl,0.020549022,-0.039055124
arch_1,Abraxas1,0.007357523,-0.00023033097
arch_1,Abraxas2,0.026808688,-0.04135233
arch_1,Abt1,0.009206338,-0.054467417
arch_1,Abtb1,0.040983688,0.0047600516
arch_1,Abtb2,0.010120413,-0.034921076
arch_1,Acaa1a,0.16794662,0.020002961
arch_1,Acaa1b,0.6385876,-0.0789445
arch_1,Acaa2,0.45462894,-0.03554343
arch_1,Acaca,0.074229516,-0.085804485
arch_1,Acacb,0.061522834,-0.08261931
arch_1,Acad10,0.017649256,0.011323673
arch_1,Acad11,0.19056812,-0.17775606
arch_1,Acad12,0.012107978,0.025284441
arch_1,Acad8,0.055472896,-0.036368374
arch_1,Acad9,0.0056466293,-0.044214107
arch_1,Acadl,0.10123738,0.007332405
arch_1,Acadm,0.26604867,-0.060754515
arch_1,Acads,0.14453004,-0.058793783
arch_1,Acadsb,0.1664008,-0.11081372
arch_1,Acadvl,0.24767311,0.22108565
arch_1,Acap2,0.018068695,-0.035327494
arch_1,Acat1,0.21143802,-0.043146886
arch_1,Acat2,0.07708014,-0.008378921
arch_1,Acat3,0.17309134,-0.02718738
arch_1,Acbd3,0.009416577,-0.06306702
arch_1,Acbd4,0.05125549,-0.03728001
arch_1,Acbd5,0.19351132,-0.1547894
arch_1,Acbd6,0.052087184,-0.04226265
arch_1,Acd,0.013860492,-0.050298743
arch_1,Acer3,0.017008368,-0.0048177177
arch_1,Acin1,0.035560045,-0.031602558
arch_1,Acly,0.24961868,-0.07560766
arch_1,Acmsd,0.015102799,0.013225164
arch_1,Acnat1,0.006031721,-0.049522147
arch_1,Acnat2,0.0059798537,-0.011514436
arch_1,Aco1,0.13425782,-0.09530983
arch_1,Aco2,0.100941755,-0.13196461
arch_1,Acot1,0.024136312,-0.024869474
arch_1,Acot12,0.085977726,-0.08756394
arch_1,Acot13,0.076003306,0.016355328
arch_1,Acot2,0.0035737602,-0.06924072
arch_1,Acot3,0.01853992,0.0071362564
arch_1,Acot4,0.041413,-0.08695198
arch_1,Acot7,0.024445899,0.018412866
arch_1,Acot8,0.014935445,0.013178419
arch_1,Acox1,0.82876474,-0.29645166
arch_1,Acox2,0.112360515,-0.06409467
arch_1,Acox3,0.020797217,-0.06221112
arch_1,Acp1,0.09874687,-0.14446765
arch_1,Acp2,0.03396208,-0.040259644
arch_1,Acp5,0.14298357,-0.034963362
arch_1,Acp6,0.014505216,-0.04804999
arch_1,Acsf2,0.07701834,-0.07259737
arch_1,Acsf3,0.020374276,-0.07278387
arch_1,Acsl1,0.6614517,-0.18055195
arch_1,Acsl3,0.02171307,-0.01970484
arch_1,Acsl4,0.079945594,0.03110136
arch_1,Acsl5,0.31740353,0.07595545
arch_1,Acsm1,0.28225803,0.11413735
arch_1,Acsm3,0.05274453,-0.056560583
arch_1,Acsm5,0.0591966,-0.054550122
arch_1,Acss2,0.18068632,-0.037001394
arch_1,Acss3,0.016780816,-0.05599157
arch_1,Actb,0.37497124,-0.25542834
arch_1,Actg1,0.14872853,-0.076969184
arch_1,Actl6a,0.022754813,-0.02679682
arch_1,Actn1,0.026887253,-0.01090705
arch_1,Actn4,0.08711863,-0.038725216
arch_1,Actr10,0.026200458,0.006370768
arch_1,Actr1a,0.031303335,-0.0882517
arch_1,Actr1b,0.051612515,-0.0618619
arch_1,Actr2,0.09112575,-0.08715435
arch_1,Actr3,0.05893377,-0.05669571
arch_1,Actr6,0.012021884,-0.0488097
arch_1,Actr8,0.014901127,-0.062061254
arch_1,Acvr1,0.007787413,-0.0039221756
arch_1,Acvr1b,0.005145239,-0.034819372
arch_1,Acvr2a,0.021934474,0.053339306
arch_1,Acy1,0.018716777,0.09693995
arch_1,Acy3,0.056778245,0.015173774
arch_1,Acyp1,0.013460379,-0.0073047243
arch_1,Adal,0.0037395838,-0.071287535
arch_1,Adam10,0.02821607,-0.023187205
arch_1,Adam17,0.014399718,0.012802448
arch_1,Adam9,0.044232987,-0.060540378
arch_1,Adap2,0.023024246,-0.08182347
arch_1,Adar,0.015504762,-0.025368702
arch_1,Adarb1,0.0077745016,-0.05394739
arch_1,Adck1,0.008377326,-0.065685086
arch_1,Adck5,0.046747476,0.00557715
arch_1,Adcy6,0.0057147476,-0.037475593
arch_1,Adcy9,0.02488866,-0.036216017
arch_1,Add1,0.027200898,-0.025422126
arch_1,Add3,0.00729221,-0.011020852
arch_1,Adgra3,0.015275117,-0.039540302
arch_1,Adgrf1,0.007444682,-0.012928989
arch_1,Adgrl2,0.03361409,-0.036241017
arch_1,Adh1,0.53887343,0.077691324
arch_1,Adh4,0.04668604,-0.041506696
arch_1,Adh5,0.18403889,-0.011484663
arch_1,Adh7,0.008474275,-0.02225875
arch_1,Adhfe1,0.04855623,-0.14051333
arch_1,Adi1,0.14737831,-0.12576059
arch_1,Adipor1,0.07366282,-0.16821995
arch_1,Adipor2,0.37981498,-0.097804464
arch_1,Adk,0.4204515,-0.14671169
arch_1,Ado,0.01318283,-0.034306448
arch_1,Adora1,0.031158406,-0.06728361
arch_1,Adpgk,0.01634556,0.0649934
arch_1,Adprhl2,0.010471637,-0.032280732
arch_1,Adprm,0.02303763,-0.01727682
arch_1,Adra1b,0.060148332,-0.087794475
arch_1,Adrm1,0.02050579,0.005010713
arch_1,Adsl,0.014499327,-0.024884399
arch_1,Adss,0.041391,-0.04563606
arch_1,Adssl1,0.020679219,-0.045280375
arch_1,Adtrp,0.089687906,0.06549429
arch_1,Aebp2,0.03020731,-0.01946076
arch_1,Aen,0.013722503,-0.037565354
arch_1,Aes,0.31597435,-0.27041882
arch_1,Afdn,0.04045231,-0.017769197
arch_1,Aff1,0.0149508035,-0.04805215
arch_1,Aff4,0.061032586,-0.07894879
arch_1,Afg3l1,0.06612661,-0.01272715
arch_1,Afg3l2,0.05280333,-0.074260466
arch_1,Afm,0.24148399,0.20341718
arch_1,Afmid,0.012978806,0.030329537
arch_1,Aftph,0.041787047,-0.030013394
arch_1,Aga,0.011247451,-0.023603547
arch_1,Agap1,0.0058090016,-0.053317852
arch_1,Agap3,0.026084544,-0.0033299383
arch_1,Agfg1,0.019558305,0.0057285214
arch_1,Agfg2,0.037293643,-0.030852731
arch_1,Aggf1,0.026135473,-0.04219246
arch_1,Agl,0.035546813,-0.093284994
arch_1,Agmat,0.15554383,0.010971991
arch_1,Agmo,0.04239547,-0.034679227
arch_1,Ago1,0.019498654,-0.06321542
arch_1,Ago2,0.01884679,-0.06699476
arch_1,Ago3,0.0075875726,-0.049257822
arch_1,Agpat2,0.2472611,-0.1300865
arch_1,Agpat3,0.1252981,-0.10141907
arch_1,Agpat5,0.018587846,0.011589339
arch_1,Agps,0.011229752,0.0007343469
arch_1,Agrn,0.009594342,0.006246229
arch_1,Agt,0.42367178,0.14822379
arch_1,Agtpbp1,0.00823006,-0.021023836
arch_1,Agtr1a,0.0663118,-0.06452069
arch_1,Agxt,0.28550342,-0.010488181
arch_1,Agxt2,0.1101953,-0.016850885
arch_1,Ahctf1,0.02606609,-0.046759482
arch_1,Ahcy,0.16162091,-0.15574944
arch_1,Ahcyl1,0.053990148,-0.065321974
arch_1,Ahcyl2,0.011522511,-0.008508982
arch_1,Ahdc1,0.008035237,-0.04214909
arch_1,Ahnak,0.02293948,-0.018542066
arch_1,Ahr,0.03966835,-0.03181352
arch_1,Ahsa1,0.03458184,0.037454598
arch_1,Ahsa2,0.03161302,-0.02150847
arch_1,Ahsg,1.8569734,-0.11663612
arch_1,Aida,0.008130211,-0.026211075
arch_1,Aifm1,0.08424173,0.04795806
arch_1,Aifm2,0.02677557,-0.020550383
arch_1,Aifm3,0.007831112,-0.03895323
arch_1,Aig1,0.02966018,-0.00085464865
arch_1,Aimp1,0.055983268,-0.058359295
arch_1,Aimp2,0.007304945,-0.0059073893
arch_1,Aip,0.01264445,-0.041018017
arch_1,Ak2,0.22569373,-0.14643228
arch_1,Ak3,0.22854233,-0.15894337
arch_1,Ak4,0.070502415,-0.04910823
arch_1,Ak6,0.017185956,-0.049237013
arch_1,Akap1,0.07016491,-0.037109792
arch_1,Akap11,0.0316694,-0.02462392
arch_1,Akap13,0.0718337,-0.06028332
arch_1,Akap7,0.008321114,-0.025645234
arch_1,Akap8,0.0155820325,-0.021016352
arch_1,Akap8l,0.020120425,0.053264566
arch_1,Akap9,0.042282756,-0.017244752
arch_1,Akip1,0.0465263,-0.008469464
arch_1,Akirin1,0.034936108,-0.045086775
arch_1,Akirin2,0.03142074,-0.043159433
arch_1,Akr1a1,0.25114006,-0.09394539
arch_1,Akr1b3,0.008167209,-0.0011016037
arch_1,Akr1c12,0.07139945,-0.018138552
arch_1,Akr1c13,0.12615599,0.041899126
arch_1,Akr1c14,0.17953122,-0.15126985
arch_1,Akr1c19,0.1232157,0.071819074
arch_1,Akr1c20,0.09091805,0.0206378
arch_1,Akr1c6,0.52467656,0.17190064
arch_1,Akr1d1,0.119421944,-0.09076372
arch_1,Akr1e1,0.042698406,-0.028155617
arch_1,Akr7a5,0.27798563,0.04465701
arch_1,Akt1,0.029953284,-0.056221243
arch_1,Akt1s1,0.043506213,-0.03019812
arch_1,Akt2,0.067900926,-0.09483078
arch_1,Aktip,0.006127825,-0.07287364
arch_1,Alad,0.14500435,0.138825
arch_1,Alas1,0.17447944,-0.08521366
arch_1,Alas2,0.08870076,-0.08365348
arch_1,Alb,3.7283843,0.3974768
arch_1,Alcam,0.09817555,-0.03029063
arch_1,Aldh16a1,0.034580458,0.0065354053
arch_1,Aldh1a1,0.61443055,-0.1089019
arch_1,Aldh1a7,0.14929461,-0.038687423
arch_1,Aldh1b1,0.04781422,-0.00010838639
arch_1,Aldh1l1,0.63555336,0.08455693
arch_1,Aldh2,0.563456,-0.15401979
arch_1,Aldh3a2,0.087054744,-0.1789583
arch_1,Aldh4a1,0.20869353,-0.13230893
arch_1,Aldh5a1,0.043798376,-0.032462906
arch_1,Aldh6a1,0.22848934,-0.08624226
arch_1,Aldh7a1,0.28691784,0.042107135
arch_1,Aldh8a1,0.16310808,-0.112323746
arch_1,Aldh9a1,0.1295239,-0.15440428
arch_1,Aldoa,0.06268401,-0.00020586047
arch_1,Aldob,0.67622614,-0.10170317
arch_1,Aldoc,0.015814764,0.011675872
arch_1,Alg1,0.028684683,0.07038158
arch_1,Alg10b,0.031355955,0.0012799744
arch_1,Alg11,0.026337555,-0.017499387
arch_1,Alg13,0.0054218518,-0.04460268
arch_1,Alg14,0.015418916,-0.023841582
arch_1,Alg2,0.013832516,0.0059544346
arch_1,Alg3,0.010485513,0.009288812
arch_1,Alg5,0.053648166,0.009469448
arch_1,Alg6,0.018072132,0.06330946
arch_1,Alg9,0.012933826,0.0077529596
arch_1,Alkbh1,0.018179819,-0.027119545
arch_1,Alkbh2,0.008542377,-0.016427748
arch_1,Alkbh3,0.019027296,0.0090710595
arch_1,Alkbh5,0.080133654,-0.10951819
arch_1,Alkbh6,0.012836601,-0.017659182
arch_1,Alkbh7,0.01751969,0.036901645
arch_1,Alkbh8,0.0062638763,-0.056866284
arch_1,Alpl,0.009383401,-0.016637856
arch_1,Als2,0.012233668,-0.03949692
arch_1,Als2cl,0.007959853,-0.013678543
arch_1,Alyref,0.024410907,0.019364614
arch_1,Amacr,0.17733963,-0.001414156
arch_1,Ambp,0.9930064,0.7368142
arch_1,Ambra1,0.018949095,0.01638839
arch_1,Amdhd1,0.18848276,-0.07512067
arch_1,Amdhd2,0.028712345,0.02305049
arch_1,Amer1,0.004115768,-0.052355133
arch_1,Amfr,0.19382596,-0.09789784
arch_1,Ammecr1,0.008192007,-0.0221937
arch_1,Ammecr1l,0.07981736,-0.06381157
arch_1,Amn1,0.02530611,0.043809563
arch_1,Amot,0.019440776,0.065788165
arch_1,Amotl2,0.010483416,-0.043340866
arch_1,Ampd2,0.018380666,-0.029899273
arch_1,Amt,0.043042455,-0.09706919
arch_1,Amy1,0.11459915,0.12255385
arch_1,Amz2,0.01619647,-0.025311135
arch_1,Anapc1,0.021954972,-0.016669085
arch_1,Anapc11,0.0364486,-0.008628308
arch_1,Anapc13,0.26670432,-0.019626478
arch_1,Anapc15,0.0198067,0.017971558
arch_1,Anapc16,0.026601484,-0.07616981
arch_1,Anapc2,0.027333232,0.036703963
arch_1,Anapc4,0.0076623377,-0.026476141
arch_1,Anapc5,0.05167789,-0.022742627
arch_1,Anapc7,0.028719228,0.04673724
arch_1,Ang,0.17252879,0.054934066
arch_1,Angel2,0.017649403,-0.08824345
arch_1,Angptl3,0.27974707,-0.12997314
arch_1,Angptl4,0.04475782,-0.053468216
arch_1,Angptl8,0.049389295,0.025485912
arch_1,Ank,0.018598588,-0.05723709
arch_1,Ank3,0.018363107,-0.047210157
arch_1,Ankfy1,0.021406492,-0.02469687
arch_1,Ankhd1,0.019928465,0.008725069
arch_1,Ankib1,0.013659477,-0.041228645
arch_1,Ankle2,0.02796625,0.03237014
arch_1,Ankmy2,0.011566169,-0.022574067
arch_1,Ankra2,0.0192176,-0.020781834
arch_1,Ankrd11,0.044029385,-0.0942254
arch_1,Ankrd12,0.0067711025,-0.05488912
arch_1,Ankrd13a,0.014457676,-0.011823742
arch_1,Ankrd13c,0.053444833,-0.027166493
arch_1,Ankrd17,0.058360055,-0.076708734
arch_1,Ankrd26,0.010047098,0.010271875
arch_1,Ankrd27,0.014488959,-0.019677024
arch_1,Ankrd28,0.013335743,-0.052140664
arch_1,Ankrd33b,0.02654687,-0.021909267
arch_1,Ankrd40,0.065149,-0.035389
arch_1,Ankrd46,0.025328629,-0.086126745
arch_1,Ankrd49,0.013893571,-0.060987454
arch_1,Ankrd50,0.0065877857,-0.023996612
arch_1,Ankrd54,0.00946877,-0.0033257618
arch_1,Anks1,0.006002394,-0.042444006
arch_1,Anks3,0.007148422,-0.00035630818
arch_1,Anks4b,0.061761558,-0.07535968
arch_1,Ankzf1,0.010165193,-0.015104333
arch_1,Ano10,0.015277251,-0.0069360468
arch_1,Anp32a,0.0993145,-0.10939677
arch_1,Anp32b,0.0792409,-0.1082685
arch_1,Anp32e,0.014667027,-0.032230936
arch_1,Anpep,0.032498363,-0.01640546
arch_1,Antxr2,0.024769459,-0.01441187
arch_1,Anxa11,0.016324358,-0.021561079
arch_1,Anxa4,0.045505498,-0.065481186
arch_1,Anxa5,0.060586337,-0.06581883
arch_1,Anxa6,0.06921018,-0.054825302
arch_1,Anxa7,0.084160596,-0.0694825
arch_1,Aox1,0.050767466,-0.06608781
arch_1,Aox3,0.29381853,-0.06136577
arch_1,Ap1ar,0.015047522,-0.07889736
arch_1,Ap1b1,0.030120457,-0.06872991
arch_1,Ap1g1,0.06265042,-0.015034668
arch_1,Ap1m1,0.0241685,-0.020685546
arch_1,Ap1s1,0.024587097,-0.07628121
arch_1,Ap2a1,0.021513429,-0.0007972205
arch_1,Ap2a2,0.08490937,-0.099635884
arch_1,Ap2b1,0.04991876,-0.06650327
arch_1,Ap2m1,0.12690128,-0.13566282
arch_1,Ap2s1,0.08526272,-0.074722424
arch_1,Ap3b1,0.039477803,-0.020849993
arch_1,Ap3d1,0.02835687,-0.02610178
arch_1,Ap3m1,0.05022583,-0.074665286
arch_1,Ap3s1,0.08862763,-0.078793034
arch_1,Ap3s2,0.023750372,-0.018675618
arch_1,Ap4b1,0.007021561,-0.024194576
arch_1,Ap4s1,0.014338791,-0.060781218
arch_1,Ap5m1,0.014623735,0.0060084164
arch_1,Ap5s1,0.016471338,-0.045660794
arch_1,Ap5z1,0.006393213,-0.033578347
arch_1,Apba3,0.008840609,-0.05539887
arch_1,Apbb2,0.012133101,-0.04355316
arch_1,Apc,0.024741836,-0.06983901
arch_1,Apcs,0.11975134,0.21175636
arch_1,Apeh,0.034584943,-0.008417855
arch_1,Apex1,0.02290271,0.0046442915
arch_1,Aph1a,0.066312954,-0.09373226
arch_1,Api5,0.049889717,-0.067419626
arch_1,Apip,0.02295797,0.012990817
arch_1,Aplp2,0.43736592,-0.012715398
arch_1,Apmap,0.02811707,-0.01541161
arch_1,Apoa1,1.7697083,0.75003815
arch_1,Apoa2,2.71585,0.79680806
arch_1,Apoa4,0.1394996,0.09576359
arch_1,Apoa5,0.7847743,-0.060979478
