n_archetypes,n_cells,coreset_fraction,seed,ok,error,rss_poll_ms,time,time_total,time_copy,time_compute,mem_rss_start_mb,mem_rss_post_copy_mb,mem_rss_end_mb,mem_rss_delta_post_copy_mb,mem_rss_delta_since_start_mb,mem_rss_peak_mb,mem_rss_peak_over_post_copy_mb,mem_rss_peak_over_start_mb,mem_rss_peak_copy_sampled_mb,mem_rss_peak_compute_sampled_mb
3,1000,1.0,383329927,True,,50,0.2395458221435547,0.240919828414917,0.00021266937255859375,0.2395458221435547,37048.234375,37046.69921875,37050.01953125,3.3203125,1.78515625,37050.01953125,1.46875,1.78515625,37048.421875,37049.89453125
3,1000,1.0,3324115916,True,,50,0.19388794898986816,0.19491863250732422,0.0002129077911376953,0.19388794898986816,37048.23828125,37046.703125,37050.3359375,3.6328125,2.09765625,37050.3359375,1.78125,2.09765625,37048.42578125,37049.8984375
3,1000,1.0,2811363264,True,,50,0.1630113124847412,0.1644582748413086,0.0002543926239013672,0.1630113124847412,37048.23828125,37046.703125,37050.0,3.296875,1.76171875,37050.0,1.4453125,1.76171875,37048.42578125,37049.875
3,1000,1.0,1884968544,True,,50,0.13617587089538574,0.13706731796264648,0.00018644332885742188,0.13617587089538574,37048.2421875,37046.70703125,37050.01953125,3.3125,1.77734375,37050.01953125,1.4609375,1.77734375,37048.4296875,37049.89453125
3,1000,1.0,1859786275,True,,50,0.17156410217285156,0.17264389991760254,0.0002257823944091797,0.17156410217285156,37048.2421875,37046.70703125,37050.01953125,3.3125,1.77734375,37050.01953125,1.4609375,1.77734375,37048.4296875,37049.89453125
3,1000,0.1,383329927,True,,50,0.0695335865020752,0.07061338424682617,0.000213623046875,0.0695335865020752,37048.2421875,37046.70703125,37050.10546875,3.3984375,1.86328125,37050.10546875,1.546875,1.86328125,37048.4296875,37049.81640625
3,1000,0.1,3324115916,True,,50,0.06807732582092285,0.06909656524658203,0.00023508071899414062,0.06807732582092285,37048.2421875,37046.70703125,37050.109375,3.40234375,1.8671875,37050.109375,1.55078125,1.8671875,37048.4296875,37049.8671875
3,1000,0.1,2811363264,True,,50,0.06819868087768555,0.06974530220031738,0.0002765655517578125,0.06819868087768555,37048.2421875,37046.70703125,37050.109375,3.40234375,1.8671875,37050.109375,1.55078125,1.8671875,37048.4296875,37049.85546875
3,1000,0.1,1884968544,True,,50,0.06748628616333008,0.06856226921081543,0.00022125244140625,0.06748628616333008,37048.2421875,37046.70703125,37050.11328125,3.40625,1.87109375,37050.11328125,1.5546875,1.87109375,37048.4296875,37049.859375
3,1000,0.1,1859786275,True,,50,0.07095479965209961,0.07203364372253418,0.00021982192993164062,0.07095479965209961,37048.24609375,37046.7109375,37050.1171875,3.40625,1.87109375,37050.1171875,1.5546875,1.87109375,37048.43359375,37049.859375
3,2000,1.0,383329927,True,,50,0.26357197761535645,0.26466822624206543,0.00029468536376953125,0.26357197761535645,37048.2734375,37048.58984375,37050.046875,1.45703125,1.7734375,37050.046875,1.45703125,1.7734375,37048.4609375,37049.921875
3,2000,1.0,3324115916,True,,50,0.27175188064575195,0.2732808589935303,0.00037384033203125,0.27175188064575195,37048.2734375,37046.86328125,37050.046875,3.18359375,1.7734375,37050.046875,1.33203125,1.7734375,37048.4609375,37050.046875
3,2000,1.0,2811363264,True,,50,0.2750205993652344,0.27604174613952637,0.00026345252990722656,0.2750205993652344,37048.2734375,37048.58984375,37050.05078125,1.4609375,1.77734375,37050.05078125,1.4609375,1.77734375,37048.4609375,37049.92578125
3,2000,1.0,1884968544,True,,50,0.2760918140411377,0.278153657913208,0.0005934238433837891,0.2760918140411377,37048.2734375,37046.86328125,37050.05078125,3.1875,1.77734375,37050.05078125,1.3359375,1.77734375,37048.4609375,37050.05078125
3,2000,1.0,1859786275,True,,50,0.354874849319458,0.35631585121154785,0.0003571510314941406,0.354874849319458,37048.2734375,37046.73828125,37050.0546875,3.31640625,1.78125,37050.0546875,1.46484375,1.78125,37048.4609375,37049.9296875
3,2000,0.1,383329927,True,,50,0.09312891960144043,0.09439563751220703,0.00036454200744628906,0.09312891960144043,37048.2734375,37046.86328125,37050.14453125,3.28125,1.87109375,37050.14453125,1.4296875,1.87109375,37048.4609375,37049.99609375
3,2000,0.1,3324115916,True,,50,0.08352446556091309,0.08486223220825195,0.0003592967987060547,0.08352446556091309,37048.2734375,37046.86328125,37050.14453125,3.28125,1.87109375,37050.14453125,1.4296875,1.87109375,37048.4609375,37050.05859375
3,2000,0.1,2811363264,True,,50,0.08731555938720703,0.08847808837890625,0.0003459453582763672,0.08731555938720703,37048.2734375,37046.86328125,37050.26953125,3.40625,1.99609375,37050.26953125,1.5546875,1.99609375,37048.4609375,37050.03515625
