celltype,time,rss,varexpl,seed,n_samples,n_dimensions,n_archetypes,init_alg,optim_alg
Myeloid,21.212565898895264,554069.94,0.62428665,383329927,147478,10,5,furthest_sum,projected_gradients
Myeloid,14.09107756614685,551844.56,0.6257934,3324115916,147478,10,5,furthest_sum,projected_gradients
Myeloid,17.69344973564148,553616.94,0.62459445,2811363264,147478,10,5,furthest_sum,projected_gradients
Myeloid,22.271507263183594,553812.3,0.62446105,1884968544,147478,10,5,furthest_sum,projected_gradients
Myeloid,59.01296830177307,555003.44,0.62365353,1859786275,147478,10,5,furthest_sum,projected_gradients
Myeloid,20.09579634666443,612384.0,0.5847461,3687649985,147478,10,5,furthest_sum,projected_gradients
Myeloid,16.712419748306274,552302.25,0.6254826,369133708,147478,10,5,furthest_sum,projected_gradients
Myeloid,37.78759479522705,554392.3,0.6240688,2995172877,147478,10,5,furthest_sum,projected_gradients
Myeloid,13.984363794326782,551442.06,0.62606627,865305066,147478,10,5,furthest_sum,projected_gradients
Myeloid,30.071386098861694,553681.94,0.62454903,404488628,147478,10,5,furthest_sum,projected_gradients
Myeloid,30.072017431259155,552808.4,0.62514126,2261209995,147478,10,5,furthest_sum,projected_gradients
Myeloid,50.56852173805237,612376.75,0.58475035,4190266092,147478,10,5,furthest_sum,projected_gradients
Myeloid,16.641926765441895,552964.56,0.6250336,3160032368,147478,10,5,furthest_sum,projected_gradients
Myeloid,17.74970316886902,553719.8,0.624525,3269070126,147478,10,5,furthest_sum,projected_gradients
Myeloid,11.995733261108398,552279.94,0.6254971,3081541439,147478,10,5,furthest_sum,projected_gradients
Myeloid,32.03358268737793,612890.44,0.58440244,3376120482,147478,10,5,furthest_sum,projected_gradients
Myeloid,19.708714962005615,553477.8,0.62468743,2204291346,147478,10,5,furthest_sum,projected_gradients
Myeloid,14.429060697555542,552473.6,0.6253658,550243861,147478,10,5,furthest_sum,projected_gradients
Myeloid,18.467763900756836,552037.9,0.6256611,3606691181,147478,10,5,furthest_sum,projected_gradients
Myeloid,18.51043152809143,554240.94,0.6241699,1934392872,147478,10,5,furthest_sum,projected_gradients
Myeloid,24.75816297531128,554178.3,0.624214,383329927,147478,10,5,furthest_sum,frank_wolfe
Myeloid,20.50974941253662,554392.5,0.62406796,3324115916,147478,10,5,furthest_sum,frank_wolfe
Myeloid,26.039252281188965,552968.3,0.625032,2811363264,147478,10,5,furthest_sum,frank_wolfe
Myeloid,27.034316539764404,552893.56,0.62508374,1884968544,147478,10,5,furthest_sum,frank_wolfe
Myeloid,32.848597288131714,555060.06,0.6236147,1859786275,147478,10,5,furthest_sum,frank_wolfe
Myeloid,32.42422866821289,554222.2,0.62418264,3687649985,147478,10,5,furthest_sum,frank_wolfe
Myeloid,16.430461406707764,552946.3,0.6250477,369133708,147478,10,5,furthest_sum,frank_wolfe
Myeloid,33.6152765750885,554134.7,0.6242419,2995172877,147478,10,5,furthest_sum,frank_wolfe
Myeloid,16.054994821548462,552315.2,0.6254734,865305066,147478,10,5,furthest_sum,frank_wolfe
Myeloid,24.644912719726562,552282.06,0.6254968,404488628,147478,10,5,furthest_sum,frank_wolfe
Myeloid,26.374567985534668,553569.3,0.6246254,2261209995,147478,10,5,furthest_sum,frank_wolfe
Myeloid,31.171852111816406,554136.6,0.62424195,4190266092,147478,10,5,furthest_sum,frank_wolfe
Myeloid,14.93539047241211,553714.06,0.6245267,3160032368,147478,10,5,furthest_sum,frank_wolfe
Myeloid,23.73615312576294,552781.3,0.62515885,3269070126,147478,10,5,furthest_sum,frank_wolfe
Myeloid,12.692689895629883,552708.25,0.62520915,3081541439,147478,10,5,furthest_sum,frank_wolfe
Myeloid,26.95820188522339,555019.3,0.6236438,3376120482,147478,10,5,furthest_sum,frank_wolfe
Myeloid,22.896595239639282,555041.0,0.6236297,2204291346,147478,10,5,furthest_sum,frank_wolfe
Myeloid,16.354260206222534,553353.3,0.6247724,550243861,147478,10,5,furthest_sum,frank_wolfe
Myeloid,21.620441436767578,552300.1,0.6254854,3606691181,147478,10,5,furthest_sum,frank_wolfe
Myeloid,29.907249927520752,553526.1,0.62465525,1934392872,147478,10,5,furthest_sum,frank_wolfe
Myeloid,36.1686851978302,554729.9,0.62383837,383329927,147478,10,5,plus_plus,projected_gradients
Myeloid,12.500583171844482,552118.2,0.6256082,3324115916,147478,10,5,plus_plus,projected_gradients
Myeloid,18.148953914642334,552076.8,0.625638,2811363264,147478,10,5,plus_plus,projected_gradients
Myeloid,13.197280168533325,551912.7,0.6257459,1884968544,147478,10,5,plus_plus,projected_gradients
Myeloid,17.19746494293213,552938.56,0.62505335,1859786275,147478,10,5,plus_plus,projected_gradients
Myeloid,11.875954389572144,552691.2,0.62521976,3687649985,147478,10,5,plus_plus,projected_gradients
Myeloid,26.098363637924194,551907.2,0.62574947,369133708,147478,10,5,plus_plus,projected_gradients
Myeloid,13.370123863220215,554992.9,0.6236609,2995172877,147478,10,5,plus_plus,projected_gradients
Myeloid,12.290657997131348,551392.9,0.62610036,865305066,147478,10,5,plus_plus,projected_gradients
Myeloid,14.179388284683228,555066.25,0.6236119,404488628,147478,10,5,plus_plus,projected_gradients
Myeloid,12.834696769714355,589153.25,0.6004968,2261209995,147478,10,5,plus_plus,projected_gradients
Myeloid,25.325144290924072,551263.1,0.62618655,4190266092,147478,10,5,plus_plus,projected_gradients
Myeloid,23.430338859558105,551312.6,0.6261507,3160032368,147478,10,5,plus_plus,projected_gradients
Myeloid,20.750706434249878,553233.1,0.6248545,3269070126,147478,10,5,plus_plus,projected_gradients
Myeloid,37.06937074661255,552028.94,0.62566787,3081541439,147478,10,5,plus_plus,projected_gradients
Myeloid,26.84749412536621,551881.9,0.62576807,3376120482,147478,10,5,plus_plus,projected_gradients
Myeloid,19.935970783233643,551924.1,0.6257414,2204291346,147478,10,5,plus_plus,projected_gradients
Myeloid,14.585860013961792,551759.4,0.6258507,550243861,147478,10,5,plus_plus,projected_gradients
Myeloid,18.814640045166016,551910.1,0.6257473,3606691181,147478,10,5,plus_plus,projected_gradients
Myeloid,17.98184633255005,553647.2,0.62456936,1934392872,147478,10,5,plus_plus,projected_gradients
Myeloid,30.188886642456055,554984.75,0.62366754,383329927,147478,10,5,plus_plus,frank_wolfe
Myeloid,17.88657021522522,552835.9,0.6251217,3324115916,147478,10,5,plus_plus,frank_wolfe
Myeloid,20.247966766357422,553596.6,0.6246066,2811363264,147478,10,5,plus_plus,frank_wolfe
Myeloid,16.819673538208008,552943.4,0.62505007,1884968544,147478,10,5,plus_plus,frank_wolfe
Myeloid,20.743510246276855,553143.56,0.62491447,1859786275,147478,10,5,plus_plus,frank_wolfe
Myeloid,15.085878849029541,554245.3,0.6241684,3687649985,147478,10,5,plus_plus,frank_wolfe
Myeloid,22.726147174835205,554944.4,0.62369365,369133708,147478,10,5,plus_plus,frank_wolfe
Myeloid,23.012185096740723,553836.75,0.62444437,2995172877,147478,10,5,plus_plus,frank_wolfe
Myeloid,15.990369081497192,552782.0,0.62515885,865305066,147478,10,5,plus_plus,frank_wolfe
Myeloid,20.504623651504517,553870.3,0.624422,404488628,147478,10,5,plus_plus,frank_wolfe
Myeloid,24.183573246002197,553210.94,0.6248691,2261209995,147478,10,5,plus_plus,frank_wolfe
Myeloid,24.19613814353943,553119.25,0.62493014,4190266092,147478,10,5,plus_plus,frank_wolfe
Myeloid,19.626789093017578,553595.8,0.6246067,3160032368,147478,10,5,plus_plus,frank_wolfe
Myeloid,24.817766189575195,553510.0,0.6246657,3269070126,147478,10,5,plus_plus,frank_wolfe
Myeloid,27.91702628135681,553609.5,0.62459767,3081541439,147478,10,5,plus_plus,frank_wolfe
Myeloid,24.6812424659729,553864.3,0.6244261,3376120482,147478,10,5,plus_plus,frank_wolfe
Myeloid,20.22060465812683,554147.0,0.6242322,2204291346,147478,10,5,plus_plus,frank_wolfe
Myeloid,20.818415880203247,554285.5,0.62413925,550243861,147478,10,5,plus_plus,frank_wolfe
Myeloid,23.65667200088501,552123.7,0.6256037,3606691181,147478,10,5,plus_plus,frank_wolfe
Myeloid,24.01480984687805,554137.3,0.6242403,1934392872,147478,10,5,plus_plus,frank_wolfe
Schwann,10.027844905853271,113883.52,0.5456438,383329927,25065,10,4,uniform,projected_gradients
Schwann,4.008559942245483,112444.62,0.5513842,3324115916,25065,10,4,uniform,projected_gradients
Schwann,5.955580472946167,112638.516,0.5506114,2811363264,25065,10,4,uniform,projected_gradients
Schwann,7.563595533370972,113777.5,0.54606766,1884968544,25065,10,4,uniform,projected_gradients
Schwann,6.079115867614746,113707.0,0.54634947,1859786275,25065,10,4,uniform,projected_gradients
Schwann,7.899525880813599,112882.89,0.54963654,3687649985,25065,10,4,uniform,projected_gradients
Schwann,4.037168741226196,112834.25,0.5498308,369133708,25065,10,4,uniform,projected_gradients
Schwann,4.358783006668091,112296.35,0.5519756,2995172877,25065,10,4,uniform,projected_gradients
Schwann,5.826732635498047,113569.77,0.5468956,865305066,25065,10,4,uniform,projected_gradients
Schwann,6.340688467025757,112298.64,0.5519664,404488628,25065,10,4,uniform,projected_gradients
Schwann,7.085614442825317,113752.0,0.54616946,2261209995,25065,10,4,uniform,projected_gradients
Schwann,3.7404582500457764,112851.95,0.5497603,4190266092,25065,10,4,uniform,projected_gradients
Schwann,6.754168272018433,113922.984,0.54548717,3160032368,25065,10,4,uniform,projected_gradients
Schwann,5.412194490432739,112445.71,0.55138063,3269070126,25065,10,4,uniform,projected_gradients
Schwann,3.7691285610198975,112341.734,0.55179447,3081541439,25065,10,4,uniform,projected_gradients
Schwann,4.87103271484375,112552.28,0.5509559,3376120482,25065,10,4,uniform,projected_gradients
Schwann,4.432547330856323,112641.79,0.55059826,2204291346,25065,10,4,uniform,projected_gradients
Schwann,3.750854969024658,112283.164,0.55202866,550243861,25065,10,4,uniform,projected_gradients
Schwann,7.068222522735596,113818.695,0.54590285,3606691181,25065,10,4,uniform,projected_gradients
Schwann,5.366908311843872,112273.414,0.5520673,1934392872,25065,10,4,uniform,projected_gradients
Schwann,7.310567617416382,112897.72,0.5495773,383329927,25065,10,4,uniform,frank_wolfe
Schwann,4.112892150878906,113105.26,0.5487506,3324115916,25065,10,4,uniform,frank_wolfe
Schwann,4.6411378383636475,112986.01,0.54922646,2811363264,25065,10,4,uniform,frank_wolfe
Schwann,7.364429950714111,112850.99,0.5497652,1884968544,25065,10,4,uniform,frank_wolfe
Schwann,4.476179599761963,114573.586,0.54289335,1859786275,25065,10,4,uniform,frank_wolfe
Schwann,4.249980688095093,112924.49,0.54947203,3687649985,25065,10,4,uniform,frank_wolfe
Schwann,4.796372652053833,113400.47,0.5475728,369133708,25065,10,4,uniform,frank_wolfe
Schwann,3.463352918624878,112942.414,0.54940027,2995172877,25065,10,4,uniform,frank_wolfe
Schwann,5.750840902328491,113025.336,0.5490693,865305066,25065,10,4,uniform,frank_wolfe
Schwann,5.613104343414307,113119.49,0.5486942,404488628,25065,10,4,uniform,frank_wolfe
Schwann,7.145617723464966,113235.734,0.5482313,2261209995,25065,10,4,uniform,frank_wolfe
Schwann,4.818941593170166,113095.305,0.54878974,4190266092,25065,10,4,uniform,frank_wolfe
Schwann,6.326827526092529,112894.79,0.5495903,3160032368,25065,10,4,uniform,frank_wolfe
Schwann,4.505460739135742,113014.195,0.54911387,3269070126,25065,10,4,uniform,frank_wolfe
Schwann,4.017566919326782,113110.65,0.5487295,3081541439,25065,10,4,uniform,frank_wolfe
Schwann,5.365231990814209,112990.87,0.5492066,3376120482,25065,10,4,uniform,frank_wolfe
Schwann,7.1657538414001465,112881.305,0.5496444,2204291346,25065,10,4,uniform,frank_wolfe
Schwann,4.252705097198486,112774.586,0.55007035,550243861,25065,10,4,uniform,frank_wolfe
Schwann,7.047152280807495,113039.46,0.5490141,3606691181,25065,10,4,uniform,frank_wolfe
Schwann,4.350476503372192,112710.6,0.5503248,1934392872,25065,10,4,uniform,frank_wolfe
Schwann,4.381113767623901,112353.24,0.55174935,383329927,25065,10,4,furthest_sum,projected_gradients
Schwann,2.986807346343994,112415.02,0.55150265,3324115916,25065,10,4,furthest_sum,projected_gradients
Schwann,4.05999493598938,112418.266,0.55148935,2811363264,25065,10,4,furthest_sum,projected_gradients
Schwann,3.037149667739868,112693.67,0.5503915,1884968544,25065,10,4,furthest_sum,projected_gradients
Schwann,5.362491130828857,112552.734,0.5509529,1859786275,25065,10,4,furthest_sum,projected_gradients
Schwann,3.200185775756836,112781.414,0.55004096,3687649985,25065,10,4,furthest_sum,projected_gradients
Schwann,3.8533339500427246,112547.52,0.55097413,369133708,25065,10,4,furthest_sum,projected_gradients
Schwann,3.612149715423584,112618.47,0.5506912,2995172877,25065,10,4,furthest_sum,projected_gradients
Schwann,3.264664649963379,112565.78,0.550901,865305066,25065,10,4,furthest_sum,projected_gradients
Schwann,3.3797998428344727,112537.89,0.55101246,404488628,25065,10,4,furthest_sum,projected_gradients
Schwann,3.7974534034729004,112349.39,0.551765,2261209995,25065,10,4,furthest_sum,projected_gradients
Schwann,4.200006723403931,112319.91,0.5518819,4190266092,25065,10,4,furthest_sum,projected_gradients
Schwann,3.7017271518707275,112879.85,0.54964894,3160032368,25065,10,4,furthest_sum,projected_gradients
Schwann,2.9961416721343994,112484.28,0.55122685,3269070126,25065,10,4,furthest_sum,projected_gradients
Schwann,3.4156627655029297,112358.35,0.55172724,3081541439,25065,10,4,furthest_sum,projected_gradients
Schwann,3.491060733795166,112439.26,0.55140615,3376120482,25065,10,4,furthest_sum,projected_gradients
Schwann,3.773047924041748,112370.66,0.55167943,2204291346,25065,10,4,furthest_sum,projected_gradients
Schwann,3.8953757286071777,112441.22,0.5513979,550243861,25065,10,4,furthest_sum,projected_gradients
Schwann,3.5478832721710205,112498.92,0.5511677,3606691181,25065,10,4,furthest_sum,projected_gradients
Schwann,4.529233694076538,112275.86,0.55205667,1934392872,25065,10,4,furthest_sum,projected_gradients
Schwann,4.12440824508667,112860.81,0.5497254,383329927,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.53853440284729,112977.05,0.5492615,3324115916,25065,10,4,furthest_sum,frank_wolfe
Schwann,3.0108413696289062,112948.97,0.5493736,2811363264,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.6597900390625,112774.484,0.55007064,1884968544,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.4390780925750732,113003.555,0.54915655,1859786275,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.477694034576416,113276.68,0.5480667,3687649985,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.8110172748565674,113177.22,0.5484627,369133708,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.70086669921875,113015.8,0.5491067,2995172877,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.3658807277679443,112926.53,0.54946357,865305066,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.3183624744415283,112890.37,0.54960847,404488628,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.378793716430664,113036.07,0.5490263,2261209995,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.637895345687866,112980.62,0.54924756,4190266092,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.438673734664917,112888.31,0.5496164,3160032368,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.6705009937286377,112989.555,0.5492123,3269070126,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.356529951095581,113001.77,0.549164,3081541439,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.448700189590454,112886.22,0.549624,3376120482,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.3783349990844727,112953.96,0.54935485,2204291346,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.5770580768585205,113024.34,0.549073,550243861,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.451950788497925,112901.59,0.54956275,3606691181,25065,10,4,furthest_sum,frank_wolfe
Schwann,2.24727201461792,112868.14,0.54969615,1934392872,25065,10,4,furthest_sum,frank_wolfe
Schwann,5.144977331161499,112263.555,0.55210733,383329927,25065,10,4,plus_plus,projected_gradients
Schwann,6.403043270111084,113786.11,0.54603326,3324115916,25065,10,4,plus_plus,projected_gradients
Schwann,3.610992908477783,113560.914,0.546932,2811363264,25065,10,4,plus_plus,projected_gradients
Schwann,5.406595468521118,113769.58,0.54609936,1884968544,25065,10,4,plus_plus,projected_gradients
Schwann,3.152738094329834,112875.805,0.54966515,1859786275,25065,10,4,plus_plus,projected_gradients
Schwann,4.159590482711792,112260.21,0.5521212,3687649985,25065,10,4,plus_plus,projected_gradients
Schwann,1.9993810653686523,112300.22,0.5519609,369133708,25065,10,4,plus_plus,projected_gradients
Schwann,3.4872617721557617,112255.33,0.5521393,2995172877,25065,10,4,plus_plus,projected_gradients
Schwann,3.781909942626953,112514.9,0.55110496,865305066,25065,10,4,plus_plus,projected_gradients
Schwann,3.452852725982666,112377.37,0.55165327,404488628,25065,10,4,plus_plus,projected_gradients
Schwann,4.633580923080444,112230.78,0.5522382,2261209995,25065,10,4,plus_plus,projected_gradients
Schwann,3.4024646282196045,112355.87,0.55173826,4190266092,25065,10,4,plus_plus,projected_gradients
Schwann,8.689404964447021,112351.664,0.5517558,3160032368,25065,10,4,plus_plus,projected_gradients
Schwann,3.575740098953247,112338.14,0.5518101,3269070126,25065,10,4,plus_plus,projected_gradients
Schwann,3.103017807006836,112333.98,0.5518262,3081541439,25065,10,4,plus_plus,projected_gradients
Schwann,3.826101541519165,113759.36,0.5461407,3376120482,25065,10,4,plus_plus,projected_gradients
Schwann,3.282039165496826,112284.375,0.5520247,2204291346,25065,10,4,plus_plus,projected_gradients
Schwann,6.119201183319092,112214.234,0.5523041,550243861,25065,10,4,plus_plus,projected_gradients
Schwann,8.724589109420776,113848.695,0.5457836,3606691181,25065,10,4,plus_plus,projected_gradients
Schwann,13.069714546203613,112296.21,0.55197704,1934392872,25065,10,4,plus_plus,projected_gradients
Schwann,3.0734081268310547,112958.35,0.5493364,383329927,25065,10,4,plus_plus,frank_wolfe
Schwann,2.794431447982788,114532.914,0.54305494,3324115916,25065,10,4,plus_plus,frank_wolfe
Schwann,5.066964626312256,113171.79,0.5484852,2811363264,25065,10,4,plus_plus,frank_wolfe
Schwann,5.7317893505096436,112924.36,0.54947215,1884968544,25065,10,4,plus_plus,frank_wolfe
Schwann,3.772183656692505,112974.266,0.54927295,1859786275,25065,10,4,plus_plus,frank_wolfe
Schwann,2.6695547103881836,113104.43,0.54875404,3687649985,25065,10,4,plus_plus,frank_wolfe
Schwann,2.7421345710754395,112879.28,0.549651,369133708,25065,10,4,plus_plus,frank_wolfe
Schwann,2.068830728530884,113160.44,0.5485305,2995172877,25065,10,4,plus_plus,frank_wolfe
Schwann,3.2432901859283447,113079.07,0.5488556,865305066,25065,10,4,plus_plus,frank_wolfe
Schwann,2.7139785289764404,112876.86,0.549662,404488628,25065,10,4,plus_plus,frank_wolfe
Schwann,2.592557668685913,112895.92,0.5495862,2261209995,25065,10,4,plus_plus,frank_wolfe
Schwann,2.4675376415252686,112957.32,0.5493401,4190266092,25065,10,4,plus_plus,frank_wolfe
Schwann,3.6925716400146484,112946.71,0.5493829,3160032368,25065,10,4,plus_plus,frank_wolfe
Schwann,3.405212640762329,112950.96,0.5493662,3269070126,25065,10,4,plus_plus,frank_wolfe
Schwann,2.7940573692321777,113165.88,0.5485085,3081541439,25065,10,4,plus_plus,frank_wolfe
Schwann,5.118969440460205,113234.46,0.5482355,3376120482,25065,10,4,plus_plus,frank_wolfe
Schwann,4.892500400543213,113102.0,0.5487637,2204291346,25065,10,4,plus_plus,frank_wolfe
Schwann,5.654564380645752,113172.64,0.5484814,550243861,25065,10,4,plus_plus,frank_wolfe
Schwann,3.828800678253174,113101.08,0.5487666,3606691181,25065,10,4,plus_plus,frank_wolfe
Schwann,5.0945868492126465,113006.54,0.5491443,1934392872,25065,10,4,plus_plus,frank_wolfe
OPC,4.02367091178894,82322.164,0.61623,383329927,21451,10,5,uniform,projected_gradients
OPC,3.8163790702819824,82346.39,0.6161172,3324115916,21451,10,5,uniform,projected_gradients
OPC,3.707181692123413,82411.445,0.61581445,2811363264,21451,10,5,uniform,projected_gradients
OPC,3.9167418479919434,82258.03,0.61652905,1884968544,21451,10,5,uniform,projected_gradients
OPC,4.020112752914429,82281.0,0.6164225,1859786275,21451,10,5,uniform,projected_gradients
OPC,3.9375133514404297,82282.375,0.61641586,3687649985,21451,10,5,uniform,projected_gradients
OPC,3.0137088298797607,82337.96,0.6161567,369133708,21451,10,5,uniform,projected_gradients
OPC,4.334618091583252,82198.055,0.61680925,2995172877,21451,10,5,uniform,projected_gradients
OPC,3.2255475521087646,82286.7,0.6163959,865305066,21451,10,5,uniform,projected_gradients
OPC,3.0112364292144775,82211.68,0.6167456,404488628,21451,10,5,uniform,projected_gradients
OPC,3.8579940795898438,82365.76,0.6160263,2261209995,21451,10,5,uniform,projected_gradients
OPC,3.1951804161071777,82390.43,0.615912,4190266092,21451,10,5,uniform,projected_gradients
OPC,4.4658074378967285,89655.11,0.5820458,3160032368,21451,10,5,uniform,projected_gradients
OPC,3.3994698524475098,82497.61,0.61541235,3269070126,21451,10,5,uniform,projected_gradients
OPC,5.14689302444458,82309.19,0.616291,3081541439,21451,10,5,uniform,projected_gradients
OPC,4.06982946395874,82341.59,0.6161401,3376120482,21451,10,5,uniform,projected_gradients
OPC,3.996220827102661,82450.34,0.61563325,2204291346,21451,10,5,uniform,projected_gradients
OPC,3.7092318534851074,82340.02,0.6161472,550243861,21451,10,5,uniform,projected_gradients
OPC,3.256317377090454,82228.6,0.6166667,3606691181,21451,10,5,uniform,projected_gradients
OPC,3.9590816497802734,82291.95,0.6163711,1934392872,21451,10,5,uniform,projected_gradients
OPC,4.618682622909546,82444.32,0.61566085,383329927,21451,10,5,uniform,frank_wolfe
OPC,5.320098876953125,82669.83,0.61460996,3324115916,21451,10,5,uniform,frank_wolfe
OPC,4.875055551528931,82638.89,0.61475366,2811363264,21451,10,5,uniform,frank_wolfe
OPC,4.331799507141113,82612.664,0.61487633,1884968544,21451,10,5,uniform,frank_wolfe
OPC,4.811895847320557,82577.89,0.6150387,1859786275,21451,10,5,uniform,frank_wolfe
OPC,4.635007381439209,82508.17,0.615363,3687649985,21451,10,5,uniform,frank_wolfe
OPC,4.122241497039795,82649.57,0.6147045,369133708,21451,10,5,uniform,frank_wolfe
OPC,5.158601522445679,82542.414,0.6152036,2995172877,21451,10,5,uniform,frank_wolfe
OPC,4.518779754638672,82518.05,0.61531746,865305066,21451,10,5,uniform,frank_wolfe
OPC,4.081262588500977,82528.12,0.6152704,404488628,21451,10,5,uniform,frank_wolfe
OPC,4.631523370742798,82563.51,0.6151051,2261209995,21451,10,5,uniform,frank_wolfe
OPC,4.5464019775390625,82805.28,0.61397773,4190266092,21451,10,5,uniform,frank_wolfe
OPC,5.349505662918091,82462.81,0.6155751,3160032368,21451,10,5,uniform,frank_wolfe
OPC,4.715146541595459,82468.84,0.6155462,3269070126,21451,10,5,uniform,frank_wolfe
OPC,4.576244831085205,82428.414,0.61573535,3081541439,21451,10,5,uniform,frank_wolfe
OPC,5.068646430969238,82765.4,0.61416435,3376120482,21451,10,5,uniform,frank_wolfe
OPC,6.158216238021851,82495.31,0.61542255,2204291346,21451,10,5,uniform,frank_wolfe
OPC,4.68088436126709,82571.125,0.6150699,550243861,21451,10,5,uniform,frank_wolfe
OPC,3.9691994190216064,82472.766,0.6155282,3606691181,21451,10,5,uniform,frank_wolfe
OPC,5.644039869308472,82507.984,0.6153641,1934392872,21451,10,5,uniform,frank_wolfe
OPC,3.0956923961639404,82358.39,0.6160613,383329927,21451,10,5,furthest_sum,projected_gradients
OPC,3.226179838180542,82482.07,0.61548513,3324115916,21451,10,5,furthest_sum,projected_gradients
OPC,4.051429271697998,82393.266,0.61589867,2811363264,21451,10,5,furthest_sum,projected_gradients
OPC,4.494445323944092,82376.41,0.61597735,1884968544,21451,10,5,furthest_sum,projected_gradients
OPC,2.8954222202301025,83052.414,0.61282563,1859786275,21451,10,5,furthest_sum,projected_gradients
OPC,3.1476008892059326,82370.52,0.61600465,3687649985,21451,10,5,furthest_sum,projected_gradients
OPC,3.002204656600952,82349.01,0.6161051,369133708,21451,10,5,furthest_sum,projected_gradients
OPC,3.3287415504455566,82303.516,0.6163167,2995172877,21451,10,5,furthest_sum,projected_gradients
OPC,3.4250128269195557,82307.484,0.61629826,865305066,21451,10,5,furthest_sum,projected_gradients
OPC,2.9257051944732666,82261.75,0.61651224,404488628,21451,10,5,furthest_sum,projected_gradients
OPC,3.366042375564575,82335.125,0.61616915,2261209995,21451,10,5,furthest_sum,projected_gradients
OPC,2.8430490493774414,82499.29,0.6154041,4190266092,21451,10,5,furthest_sum,projected_gradients
OPC,2.894179582595825,82352.72,0.61608845,3160032368,21451,10,5,furthest_sum,projected_gradients
OPC,3.4764211177825928,82331.35,0.61618686,3269070126,21451,10,5,furthest_sum,projected_gradients
OPC,3.217261552810669,82363.01,0.6160394,3081541439,21451,10,5,furthest_sum,projected_gradients
OPC,5.390007734298706,82121.13,0.6171674,3376120482,21451,10,5,furthest_sum,projected_gradients
OPC,3.0262439250946045,82314.484,0.61626613,2204291346,21451,10,5,furthest_sum,projected_gradients
OPC,3.2019262313842773,82315.4,0.6162616,550243861,21451,10,5,furthest_sum,projected_gradients
OPC,3.0869693756103516,82267.66,0.616484,3606691181,21451,10,5,furthest_sum,projected_gradients
OPC,4.119800090789795,82332.3,0.61618274,1934392872,21451,10,5,furthest_sum,projected_gradients
OPC,3.8269126415252686,82483.375,0.6154794,383329927,21451,10,5,furthest_sum,frank_wolfe
OPC,4.251599550247192,82554.58,0.61514705,3324115916,21451,10,5,furthest_sum,frank_wolfe
OPC,6.613514184951782,82544.28,0.61519516,2811363264,21451,10,5,furthest_sum,frank_wolfe
OPC,6.218934535980225,82582.125,0.6150186,1884968544,21451,10,5,furthest_sum,frank_wolfe
OPC,4.1435253620147705,82401.266,0.6158618,1859786275,21451,10,5,furthest_sum,frank_wolfe
OPC,4.120175838470459,82447.914,0.61564386,3687649985,21451,10,5,furthest_sum,frank_wolfe
OPC,4.004720687866211,82610.43,0.6148863,369133708,21451,10,5,furthest_sum,frank_wolfe
OPC,3.9791171550750732,82581.336,0.61502236,2995172877,21451,10,5,furthest_sum,frank_wolfe
OPC,3.8428797721862793,82465.555,0.61556166,865305066,21451,10,5,furthest_sum,frank_wolfe
OPC,3.7877321243286133,82401.42,0.61586004,404488628,21451,10,5,furthest_sum,frank_wolfe
OPC,3.8819563388824463,82612.05,0.6148796,2261209995,21451,10,5,furthest_sum,frank_wolfe
OPC,3.8777763843536377,82502.016,0.6153917,4190266092,21451,10,5,furthest_sum,frank_wolfe
OPC,3.731771469116211,82481.37,0.61548823,3160032368,21451,10,5,furthest_sum,frank_wolfe
OPC,4.301228046417236,82494.164,0.6154284,3269070126,21451,10,5,furthest_sum,frank_wolfe
OPC,2.4555375576019287,82473.29,0.6155262,3081541439,21451,10,5,furthest_sum,frank_wolfe
OPC,4.100965261459351,82417.84,0.61578435,3376120482,21451,10,5,furthest_sum,frank_wolfe
OPC,2.478888511657715,82518.48,0.6153146,2204291346,21451,10,5,furthest_sum,frank_wolfe
OPC,2.5985639095306396,82505.836,0.61537385,550243861,21451,10,5,furthest_sum,frank_wolfe
OPC,2.719193935394287,82489.63,0.6154499,3606691181,21451,10,5,furthest_sum,frank_wolfe
OPC,5.136911153793335,82422.27,0.61576325,1934392872,21451,10,5,furthest_sum,frank_wolfe
OPC,2.195603847503662,82402.78,0.6158544,383329927,21451,10,5,plus_plus,projected_gradients
OPC,1.9146502017974854,82462.06,0.6155784,3324115916,21451,10,5,plus_plus,projected_gradients
OPC,2.7503151893615723,82487.78,0.6154577,2811363264,21451,10,5,plus_plus,projected_gradients
