celltype,log10_coreset_size,coreset_size,varexpl
AS,-0.9761945436150223,0.10563442104148948,0.6063564048391078
EC,-0.8367381802414477,0.1456336786492988,0.6329178095550382
MG,-0.8134954530125187,0.15364008790966346,0.6776900441991413
NEU,-1.1388936342175262,0.0726283814373477,0.7912056597505777
OL,-1.0691654525307388,0.08527751716208047,0.6018965917396438
OPC,-0.8599809074703768,0.13804449506301825,0.5490257697793185
