celltype,time,l2_distance,mahalanobis_to_bootstrap_mean,scaled_euclid_to_bootstrap_mean,mahalanobis_bootstrap_percentile,scaled_euclid_bootstrap_percentile,mean_gex_corr,rss,varexpl,mean_rel_l2_distance,seed,coreset_fraction,n_samples,n_dimensions,n_archetypes
T4,91.20374011993408,0.3794347941875458,2.655262269030519,2.564309746026993,30.0,33.5,0.9987198,955110.125,0.5937778949737549,0.039373521774101056,383329927,1.0,249824,10,4
T4,74.93351721763611,0.5824390649795532,2.7803860761248975,3.100167989730835,44.0,53.5,0.99478394,955832.125,0.5934708118438721,0.060439042444941304,3324115916,1.0,249824,10,4
T4,92.50721049308777,0.18319843709468842,2.3100547719860303,1.8186094164848328,16.5,5.5,0.99983764,953675.375,0.5943881273269653,0.01901029443449416,2811363264,1.0,249824,10,4
T4,83.87690782546997,0.14847935736179352,2.008513312435043,1.747130662202835,9.5,5.5,0.99963486,955651.5625,0.5935476422309875,0.01540753357667536,1884968544,1.0,249824,10,4
T4,92.89093780517578,0.28512364625930786,2.037959774888519,1.9378663897514343,7.0,8.5,0.99888724,955021.625,0.5938155055046082,0.02958695762238187,1859786275,1.0,249824,10,4
T4,93.95920395851135,0.11975472420454025,1.6761912465139828,1.4520939886569977,5.5,0.5,0.9999366,953733.9375,0.5943631529808044,0.012426811587071462,3687649985,1.0,249824,10,4
T4,88.73505759239197,0.121705062687397,1.5847976787557285,1.3338321447372437,4.5,0.5,0.9999408,954538.75,0.5940209031105042,0.012629196390200178,369133708,1.0,249824,10,4
T4,93.80985140800476,0.17814531922340393,1.9710489499817327,1.6510422825813293,9.5,3.0,0.9998096,953855.3125,0.5943115949630737,0.018485937629969383,2995172877,1.0,249824,10,4
T4,100.34784436225891,0.12982197105884552,1.7575459762653636,1.574959248304367,3.5,4.0,0.9998218,955192.9375,0.5937426686286926,0.013471478831789188,865305066,1.0,249824,10,4
T4,82.64015054702759,0.24916011095046997,2.548607762405717,2.0691790878772736,31.0,15.5,0.99960303,954144.875,0.5941884517669678,0.025855063047674133,404488628,1.0,249824,10,4
T4,74.49731540679932,0.1911076456308365,1.862517487133007,1.4174892455339432,5.0,0.5,0.99979645,954706.5625,0.593949556350708,0.01983102366440244,2261209995,1.0,249824,10,4
T4,90.90617942810059,0.18868279457092285,1.865710465576766,1.6386226415634155,5.0,2.5,0.99973047,954716.375,0.5939453840255737,0.01957940096786765,4190266092,1.0,249824,10,4
T4,79.50676703453064,0.13106676936149597,1.632686978998258,1.348547175526619,4.0,0.5,0.9998872,953557.25,0.594438374042511,0.013600650384134386,3160032368,1.0,249824,10,4
T4,67.97311496734619,0.1010202094912529,1.7702051125751441,1.2182830274105072,5.5,0.5,0.99993366,955173.625,0.5937508940696716,0.010482753072748938,3269070126,1.0,249824,10,4
T4,83.88535022735596,0.12567690014839172,1.694329372072486,1.4096213430166245,2.5,1.0,0.9998348,953459.625,0.5944798588752747,0.013041349370717806,3081541439,1.0,249824,10,4
T4,93.06612229347229,0.23167014122009277,1.8340098426225444,1.6471278369426727,3.5,1.0,0.99940443,953962.5625,0.5942659974098206,0.02404014830103863,3376120482,1.0,249824,10,4
T4,68.8080940246582,0.23059996962547302,1.7356498332423687,1.6281995475292206,8.0,4.0,0.99941206,955730.25,0.5935141444206238,0.023929095873266196,2204291346,1.0,249824,10,4
T4,75.27193117141724,0.23490887880325317,2.2107645868851207,2.0464738607406616,20.5,13.5,0.99957085,955425.25,0.593643844127655,0.024376226887476878,550243861,1.0,249824,10,4
T4,87.34990501403809,0.16442987322807312,1.440903798226771,1.240651249885559,1.0,0.0,0.99971133,955196.25,0.593741238117218,0.017062702388147978,3606691181,1.0,249824,10,4
T4,79.71990180015564,0.11460518091917038,1.8920097729925085,1.5522293150424957,10.5,2.5,0.9999608,954312.9375,0.5941169261932373,0.01189244988954695,1934392872,1.0,249824,10,4
T4,46.87393569946289,0.31600175316921575,3.207693339908424,3.341094924644775,62.5,69.0,0.9994143,953585.6965111479,0.5944262560577168,0.03279114420860587,383329927,0.64,249824,10,4
T4,48.93630290031433,0.1840189468328164,2.8176029502925912,2.3781455074410505,42.0,28.5,0.9997571,955035.6983424973,0.5938095493751239,0.019095437801192862,3324115916,0.64,249824,10,4
T4,49.08307147026062,0.2343168877641762,2.5256644168302307,2.225171064958645,23.5,16.5,0.9996964,953843.1442539165,0.5943167598212631,0.024314798193769423,2811363264,0.64,249824,10,4
T4,52.09134578704834,0.3300191610702875,3.53845426134364,3.070396054432061,72.0,53.5,0.99893695,953715.2239122109,0.5943711661867337,0.034245714758626714,1884968544,0.64,249824,10,4
