celltype,log10_coreset_size,coreset_size,varexpl
AS,-0.9994372708439516,0.10012965715892043,0.6041071584393576
EC,-0.7902527257835896,0.1620866603921549,0.6313131733055101
MG,-0.6275536351810858,0.23574710313273203,0.6744788303005478
NEU,-1.1621363614464553,0.06884361045982014,0.7815091126615398
OL,-0.9761945436150223,0.10563442104148948,0.6004515715138965
OPC,-0.04648545445785812,0.8984926846968805,0.545850055512282
