celltype,time,min_l2_distance_to_ref,mean_gex_corr,rss,varexpl,mean_rel_l2_distance,seed,coreset_fraction,n_samples,n_dimensions,n_archetypes
MG,2.7704811096191406,0.0,1.0,116207.3359375,0.6844379305839539,0.026094434527099402,383329927,1.0,9239,10,6
MG,2.6855149269104004,0.0,1.0,117517.1640625,0.680881142616272,0.20253869569599403,3324115916,1.0,9239,10,6
MG,3.680339813232422,0.0,1.0,116826.6875,0.6827561259269714,0.11113661666298214,2811363264,1.0,9239,10,6
MG,4.491505861282349,0.0,1.0,115945.65625,0.6851485371589661,0.04240789425496242,1884968544,1.0,9239,10,6
MG,3.281484365463257,0.0,1.0,116438.2109375,0.6838110089302063,0.08204483943223624,1859786275,1.0,9239,10,6
MG,3.9848203659057617,0.0,0.9999999999999999,116720.1328125,0.683045506477356,0.11146415983346813,3687649985,1.0,9239,10,6
MG,3.9108541011810303,0.0,1.0,116600.6796875,0.6833698153495789,0.09814645653716142,369133708,1.0,9239,10,6
MG,3.554565906524658,0.0,1.0,117835.375,0.6800169944763184,0.24529573742947375,2995172877,1.0,9239,10,6
MG,2.499009609222412,0.0,1.0,116873.109375,0.6826300621032715,0.06816018650606645,865305066,1.0,9239,10,6
MG,5.0336525440216064,0.0,1.0,116425.8828125,0.6838445067405701,0.02491301879587746,404488628,1.0,9239,10,6
MG,3.151746988296509,0.0,1.0,116535.5390625,0.6835467219352722,0.05025333810972232,2261209995,1.0,9239,10,6
MG,4.585592985153198,0.0,0.9999999999999999,116101.265625,0.6847259998321533,0.06006465373910843,4190266092,1.0,9239,10,6
MG,2.8956868648529053,0.0,1.0,120118.4921875,0.6738171577453613,0.29608552338057975,3160032368,1.0,9239,10,6
MG,4.229930639266968,0.0,0.9999999999999999,127152.6171875,0.6547159552574158,0.3645153106485901,3269070126,1.0,9239,10,6
MG,3.6986770629882812,0.0,1.0,116628.7109375,0.6832937002182007,0.09813017347450663,3081541439,1.0,9239,10,6
