celltype,time,min_l2_distance_to_ref,mean_gex_corr,rss,varexpl,mean_rel_l2_distance,seed,coreset_fraction,n_samples,n_dimensions,n_archetypes
Oligo,74.07808542251587,0.0,0.99999994,512248.1875,0.5223734378814697,0.031681229854566284,383329927,1.0,153038,10,4
Oligo,54.30998134613037,0.0,1.0,511675.03125,0.5229078531265259,0.02404136172765675,3324115916,1.0,153038,10,4
Oligo,56.06514883041382,0.0,1.0,511534.03125,0.5230393409729004,0.025124694766725075,2811363264,1.0,153038,10,4
Oligo,46.547898292541504,0.0,0.99999994,511732.5625,0.522854208946228,0.023088808321471463,1884968544,1.0,153038,10,4
Oligo,49.4340763092041,0.0,1.0,511648.75,0.5229323506355286,0.012897371830674161,1859786275,1.0,153038,10,4
Oligo,44.506879806518555,0.0,1.0,512149.46875,0.5224654078483582,0.01492153309745458,3687649985,1.0,153038,10,4
Oligo,43.94772672653198,0.0,0.99999994,511682.875,0.5229005217552185,0.028957346538463664,369133708,1.0,153038,10,4
Oligo,52.72106885910034,0.0,0.99999994,512064.71875,0.5225444436073303,0.03353645170025829,2995172877,1.0,153038,10,4
Oligo,53.86362314224243,0.0,1.0,511572.09375,0.5230037569999695,0.027181756420965743,865305066,1.0,153038,10,4
Oligo,59.97321152687073,0.0,1.0,512299.71875,0.522325336933136,0.031929283896592255,404488628,1.0,153038,10,4
Oligo,50.369245767593384,0.0,0.99999994,512405.625,0.5222266316413879,0.03147280045387602,2261209995,1.0,153038,10,4
Oligo,38.5171160697937,0.0,1.0,511747.59375,0.522840142250061,0.01658176304792521,4190266092,1.0,153038,10,4
Oligo,50.008662939071655,0.0,1.0,512266.96875,0.522355854511261,0.02534767321329509,3160032368,1.0,153038,10,4
Oligo,49.19816565513611,0.0,1.0,512338.78125,0.522288978099823,0.030026340969666734,3269070126,1.0,153038,10,4
Oligo,39.57909035682678,0.0,0.99999994,512039.125,0.5225683450698853,0.023469105144931907,3081541439,1.0,153038,10,4
Oligo,46.55287456512451,0.0,1.0,512508.90625,0.5221303701400757,0.02003206661296634,3376120482,1.0,153038,10,4
Oligo,43.305704832077026,0.0,1.0,512072.59375,0.522537112236023,0.01687726357901851,2204291346,1.0,153038,10,4
Oligo,45.354036808013916,0.0,1.0,512195.40625,0.5224226713180542,0.016428949098284608,550243861,1.0,153038,10,4
Oligo,48.63769578933716,0.0,1.0,512287.5625,0.5223367214202881,0.028877048784801032,3606691181,1.0,153038,10,4
Oligo,41.032684087753296,0.0,1.0,512220.65625,0.5223991274833679,0.020722224889872888,1934392872,1.0,153038,10,4
Oligo,32.08261442184448,0.10086702414585172,0.9999087,512361.7641254028,0.5222675113465012,0.0273249077138316,383329927,0.64,153038,10,4
Oligo,33.73438262939453,0.12827320846614368,0.9998579,512331.2791070855,0.522295935957171,0.02342131324535054,3324115916,0.64,153038,10,4
Oligo,39.386430501937866,0.12183414804973455,0.9999052,512152.5686797414,0.5224625677848781,0.04565774851397441,2811363264,0.64,153038,10,4
Oligo,32.64304232597351,0.08301078903651585,0.9999478,511692.2546569429,0.5228917703114347,0.02472940517724087,1884968544,0.64,153038,10,4
Oligo,27.183881998062134,0.11180582866966558,0.9999144,511874.28007131425,0.5227220475485462,0.02610070860988737,1859786275,0.64,153038,10,4
Oligo,34.50602841377258,0.09006776458275345,0.9999296,511835.84870049934,0.5227578814372305,0.029565254952094645,3687649985,0.64,153038,10,4
Oligo,32.019317626953125,0.09574657216300178,0.99995047,511950.94785978866,0.5226505615479271,0.03401094783716084,369133708,0.64,153038,10,4
Oligo,25.284157276153564,0.14029370275219366,0.9997786,511628.43146578054,0.5229512798495827,0.03860270415591263,2995172877,0.64,153038,10,4
Oligo,34.96863675117493,0.08864415951617494,0.99994105,511590.3362221161,0.5229868003291266,0.024324090775444743,865305066,0.64,153038,10,4
Oligo,26.56648898124695,0.08568000594110191,0.99991953,511608.5201880996,0.522969845372822,0.02809333794398078,404488628,0.64,153038,10,4
Oligo,26.439128398895264,0.12296282775473744,0.99987507,512505.1295519972,0.5221338356375991,0.02013012911733802,2261209995,0.64,153038,10,4
Oligo,42.097615480422974,0.09920687033508052,0.99994534,511838.9557454975,0.5227549843897862,0.02645448138521269,4190266092,0.64,153038,10,4
Oligo,25.173025608062744,0.11822298093046069,0.99989104,512791.98977996456,0.5218663635891403,0.033336120779175284,3160032368,0.64,153038,10,4
Oligo,27.769662141799927,0.11414486084062314,0.9996991,512465.50085119787,0.5221707859316697,0.021848546103408313,3269070126,0.64,153038,10,4
Oligo,31.121856689453125,0.07522207238841071,0.99993336,511864.3541732663,0.5227313025794805,0.020187305542200634,3081541439,0.64,153038,10,4
Oligo,28.397911548614502,0.09775883153839532,0.9999505,512496.2036445334,0.5221421582648612,0.018892306928840967,3376120482,0.64,153038,10,4
Oligo,24.8559353351593,0.09680571858697684,0.9999404,511191.5123533771,0.5233586686703802,0.01819149496751007,2204291346,0.64,153038,10,4
