celltype,log10_corset_size,coreset_size,coreset_time,full_time,time_saving
Astrocyte,-1.6269909060250374,0.023605276612889116,1.821489135520713,52.16148781776428,28.6
Endothelial,-1.2783499975911008,0.05268051384453322,0.2463999083937061,3.061110496520996,12.4
Myeloid,-1.2086218159043134,0.061855480386270034,3.180966639284966,65.22140486240387,20.5
OPC,-0.9994372708439516,0.10012965715892043,0.5869334492629122,4.608434808254242,7.9
Oligo,-1.603748178796108,0.02490300875163446,1.535571975123637,49.40014885663986,32.2
Schwann,-1.0459227253018097,0.08996576447849663,0.4920778656424213,6.640261578559875,13.5
T_cell,-1.2551072703621717,0.055576696635474966,0.15443543629153442,2.3778039693832396,15.4
