celltype,log10_coreset_size,coreset_size,varexpl
Astrocyte,-1.6269909060250374,0.023605276612889116,0.548408245291688
Endothelial,-1.2783499975911008,0.05268051384453322,0.3411104441042781
Myeloid,-1.2086218159043134,0.061855480386270034,0.6167269078974795
OPC,-0.9994372708439516,0.10012965715892043,0.5663301390823039
Oligo,-1.603748178796108,0.02490300875163446,0.5173798990752089
Schwann,-1.0459227253018097,0.08996576447849663,0.511346938406562
T_cell,-1.2551072703621717,0.055576696635474966,0.4319149964513455
