X_pca_harmony_0,X_pca_harmony_1,X_pca_harmony_2,X_pca_harmony_3,X_pca_harmony_4,X_pca_harmony_5,X_pca_harmony_6,X_pca_harmony_7,X_pca_harmony_8,X_pca_harmony_9,X_pca_harmony_10,X_pca_harmony_11,X_pca_harmony_12,X_pca_harmony_13,X_pca_harmony_14,X_pca_harmony_15,archetype,iter,reference,mean_variance,variance_per_archetype,n_archetypes
-1.663396,1.1236464,1.1100546,0.088070035,-0.058694072,-0.198551,0.08112416,0.32222903,-0.22979757,0.09297297,-0.049712263,0.03099357,-0.024613673,0.12065697,0.0155310035,-0.013133794,1,26,False,0.0011967409,0.00141999,2
2.3832726,-1.1965513,-1.3167295,-0.031345494,0.00020926446,0.0625493,-0.06296482,-0.15971392,0.15597245,-0.016634326,0.06576065,0.006337082,-0.031289164,-0.017519508,0.044560708,0.07199022,0,27,False,0.0011967409,0.0009734917,2
-1.7846773,1.1661777,1.1790926,0.0937564,-0.050851543,-0.19055033,0.080955856,0.3386654,-0.23776552,0.09911293,-0.058874566,0.033844866,-0.026468083,0.124160975,0.011915857,-0.027274348,1,27,False,0.0011967409,0.00141999,2
2.4468005,-1.2728258,-1.3637863,-0.040412378,0.019702733,0.08643585,-0.07536802,-0.15293291,0.15685678,-0.013216082,0.052558236,0.0011027846,-0.023691759,-0.024624813,0.04908087,0.06849198,0,28,False,0.0011967409,0.0009734917,2
-1.6826184,1.1357712,1.112827,0.08690317,-0.053569242,-0.19473267,0.08208839,0.32333982,-0.2352013,0.08969025,-0.04210779,0.033301823,-0.033603344,0.118330315,0.007041471,-0.017295094,1,28,False,0.0011967409,0.00141999,2
2.2123356,-1.0910796,-1.2205076,-0.044760045,0.023491193,0.07639989,-0.05289918,-0.13638297,0.13987437,-0.00041960552,0.047385342,0.02055455,-0.024305493,-0.0134665,0.043363117,0.057530485,0,29,False,0.0011967409,0.0009734917,2
-1.8775016,1.1665186,1.2562501,0.11151633,-0.022963496,-0.18217213,0.111807644,0.35570705,-0.23958632,0.11824109,-0.06579954,0.034194354,-0.007131636,0.1356171,0.011019265,-0.024724705,1,29,False,0.0011967409,0.00141999,2
2.1807382,-1.036562,-1.1960669,-0.027085645,-0.010367539,0.05028048,-0.0709619,-0.13749015,0.1401024,-0.014825799,0.06094885,0.021060115,-0.03591022,-0.019091297,0.046108425,0.07210683,0,30,False,0.0011967409,0.0009734917,2
-1.965811,1.1267061,1.2926646,0.084637694,-0.053819686,-0.22022356,0.10061435,0.3458347,-0.27032354,0.10723233,-0.062495947,0.026389292,-0.017179487,0.13751839,0.012215216,-0.036103882,1,30,False,0.0011967409,0.00141999,2
2.371321,-1.2261341,-1.3286569,-0.055182617,0.0027051028,0.062253,-0.081784435,-0.15671334,0.14475995,-0.037656244,0.05957821,0.010389214,-0.035272185,-0.02032981,0.055614162,0.07039548,0,31,False,0.0011967409,0.0009734917,2
-1.6162957,1.083776,1.0999528,0.095855385,-0.027659964,-0.17423326,0.10140954,0.3257907,-0.2191431,0.120158374,-0.053967234,0.031990465,-0.010004137,0.11620248,0.010921281,-0.023098527,1,31,False,0.0011967409,0.00141999,2
2.3720562,-1.1943538,-1.339905,-0.05800222,0.0037598498,0.063925646,-0.074602604,-0.15547293,0.14770162,-0.025400512,0.051952258,0.011804284,-0.027350836,-0.009712346,0.051724613,0.072056346,0,32,False,0.0011967409,0.0009734917,2
-1.8672756,1.2086954,1.2543473,0.11448387,-0.058845825,-0.20169356,0.09537471,0.3475818,-0.24292257,0.11213255,-0.045383155,0.030202975,-0.024319025,0.12552194,0.0053346176,-0.022589859,1,32,False,0.0011967409,0.00141999,2
2.3898146,-1.2307538,-1.3383142,-0.052511137,-0.0021933652,0.062459208,-0.071099535,-0.16318026,0.15092629,-0.016433354,0.05963311,0.018145148,-0.030420572,-0.009568628,0.05242903,0.07458358,0,33,False,0.0011967409,0.0009734917,2
-1.710539,1.1427656,1.157378,0.0899604,-0.041523658,-0.18175322,0.09776755,0.3335959,-0.24051547,0.10478309,-0.0508496,0.02066477,-0.017091472,0.111593746,0.0062330104,-0.02520564,1,33,False,0.0011967409,0.00141999,2
2.4139183,-1.2471704,-1.3303022,-0.046947144,-0.0020234473,0.05985993,-0.06540154,-0.15434915,0.15609187,-0.011084534,0.055592064,0.014015228,-0.02661154,-0.014059279,0.04633657,0.06322317,0,34,False,0.0011967409,0.0009734917,2
-1.9085059,1.2669923,1.2807488,0.10276334,-0.002407534,-0.15814896,0.11287351,0.36138108,-0.24795449,0.11441459,-0.06361464,0.036374584,-0.015834235,0.12793241,0.007882381,-0.036725268,1,34,False,0.0011967409,0.00141999,2
2.4020078,-1.2159957,-1.3399374,-0.034879174,-0.041808523,0.040048875,-0.086944275,-0.15866101,0.15529767,-0.042786244,0.081594,0.009836083,-0.034668498,-0.014094941,0.047438867,0.08089617,0,35,False,0.0011967409,0.0009734917,2
-1.8883829,1.2228214,1.2484844,0.09128294,-0.014847568,-0.19292611,0.09506872,0.34048718,-0.25779134,0.11544481,-0.06230688,0.030446671,-0.024896748,0.12615511,0.012821152,-0.025030449,1,35,False,0.0011967409,0.00141999,2
2.4395301,-1.248225,-1.3469965,-0.040967565,0.003773816,0.088965274,-0.07013277,-0.15766975,0.15299863,-0.015181482,0.06039477,0.006327618,-0.017278476,-0.019104578,0.03898623,0.061610535,0,36,False,0.0011967409,0.0009734917,2
-1.6611905,1.133635,1.092349,0.09502365,-0.06465648,-0.20360637,0.08076173,0.3320863,-0.21508631,0.10964847,-0.058197077,0.041371986,-0.027405376,0.11812535,0.009683654,-0.011410007,1,36,False,0.0011967409,0.00141999,2
2.3535755,-1.207492,-1.3112327,-0.049006693,-0.00953225,0.060703725,-0.07758797,-0.15629998,0.14358252,-0.018569436,0.06523827,0.002135085,-0.038088933,-0.0077204853,0.048750177,0.068377174,0,37,False,0.0011967409,0.0009734917,2
-1.7017287,1.158365,1.1265607,0.08816338,-0.043821577,-0.19442973,0.08911683,0.3386336,-0.22834896,0.10981825,-0.061838917,0.040682323,-0.015694171,0.11892402,0.002025079,-0.02123225,1,37,False,0.0011967409,0.00141999,2
2.140951,-1.0976673,-1.1705916,-0.013819832,-0.028906457,0.056255423,-0.042633176,-0.12609781,0.15177943,0.010727162,0.044830598,0.019583441,-0.023299966,-0.008153621,0.03806284,0.06413701,0,38,False,0.0011967409,0.0009734917,2
-1.873765,1.1901803,1.2297025,0.10202029,-0.04171771,-0.20518316,0.09534572,0.34445024,-0.25736374,0.107916296,-0.043955173,0.023431795,-0.022765748,0.121594384,0.006617328,-0.026947238,1,38,False,0.0011967409,0.00141999,2
2.3653996,-1.3097525,-1.343701,-0.033055425,0.0044124834,0.05948417,-0.06228249,-0.16248184,0.16052198,-0.0039150566,0.04557289,0.012469175,-0.020980878,-0.0156792,0.050541,0.06822671,0,39,False,0.0011967409,0.0009734917,2
-1.6840422,1.1341256,1.1306555,0.084932104,-0.04402397,-0.18190715,0.0844268,0.33444446,-0.23760241,0.089283094,-0.045031637,0.031022254,-0.023699902,0.11648865,0.013374731,-0.024195954,1,39,False,0.0011967409,0.00141999,2
2.2883976,-1.1466236,-1.2778709,-0.05829304,0.009703251,0.047085613,-0.05807557,-0.15814072,0.15265867,-0.021539513,0.059929926,0.01316307,-0.03405179,-0.012984436,0.053386047,0.0761981,0,40,False,0.0011967409,0.0009734917,2
-1.8989753,1.186824,1.2648876,0.11975837,-0.05729633,-0.19100592,0.09556448,0.3607696,-0.25477356,0.11928327,-0.06539332,0.03265214,-0.012078762,0.1261109,-0.004234381,-0.032511435,1,40,False,0.0011967409,0.00141999,2
2.412222,-1.2151362,-1.3361583,-0.030817144,-0.002294436,0.06917336,-0.07669236,-0.15609795,0.1610971,-0.025184892,0.05407426,0.016510142,-0.025871228,-0.01985288,0.048921645,0.06919977,0,41,False,0.0011967409,0.0009734917,2
-1.792697,1.1461635,1.1831771,0.08731009,-0.03942304,-0.19894722,0.09500187,0.3364432,-0.24576466,0.10274111,-0.04455751,0.030403074,-0.022288727,0.123088226,0.012229476,-0.021800516,1,41,False,0.0011967409,0.00141999,2
2.323566,-1.1734458,-1.278901,-0.041594997,-0.029718794,0.048160836,-0.07230042,-0.14845712,0.14009261,-0.023657233,0.05910713,0.006711779,-0.036663402,-0.015487138,0.049777813,0.07131532,0,42,False,0.0011967409,0.0009734917,2
-1.8684264,1.1609015,1.2249264,0.08838215,-0.032945365,-0.20006537,0.09513186,0.33962592,-0.25119442,0.10491726,-0.054636057,0.04268165,-0.017480811,0.12057708,0.009478455,-0.03672166,1,42,False,0.0011967409,0.00141999,2
2.3583517,-1.170057,-1.3063251,-0.038076438,-0.017977178,0.056009136,-0.07172256,-0.1628836,0.15423802,-0.020012718,0.07214379,0.015044777,-0.04192439,-0.017380174,0.03786693,0.065613404,0,43,False,0.0011967409,0.0009734917,2
-1.9853191,1.2608222,1.3246063,0.11521616,-0.037126143,-0.20340435,0.10615001,0.37296742,-0.25578022,0.1258368,-0.06934542,0.032496884,-0.0070113894,0.13658525,0.014232974,-0.021722259,1,43,False,0.0011967409,0.00141999,2
2.4698932,-1.2732271,-1.3832291,-0.06674938,0.042084746,0.09288941,-0.05531672,-0.15862021,0.15891096,-0.009121474,0.04046163,0.008946681,-0.017552104,-0.02334062,0.0484349,0.062139623,0,44,False,0.0011967409,0.0009734917,2
-1.7288102,1.1403699,1.1527222,0.09953346,-0.05925376,-0.19887155,0.08084223,0.3238126,-0.23770154,0.0900955,-0.033228286,0.02486902,-0.031652845,0.12199776,0.012828375,-0.01193925,1,44,False,0.0011967409,0.00141999,2
2.3779697,-1.2645649,-1.3173239,-0.03331245,0.005881192,0.07637932,-0.070074886,-0.14531207,0.15548748,-0.016115882,0.049828526,0.008305062,-0.022209812,-0.01680164,0.042772543,0.05950111,0,45,False,0.0011967409,0.0009734917,2
-1.6800344,1.1417085,1.1256415,0.08601241,-0.031431932,-0.18700325,0.09064598,0.32650137,-0.23196104,0.11216605,-0.053847235,0.037225604,-0.018530674,0.116264135,0.007906375,-0.02181832,1,45,False,0.0011967409,0.00141999,2
2.138449,-1.0936645,-1.1763079,-0.03546214,-0.007938974,0.043095373,-0.05110449,-0.132213,0.1328832,-0.005495701,0.04408388,0.009186496,-0.022070665,-0.013769776,0.040471636,0.061133333,0,46,False,0.0011967409,0.0009734917,2
-1.8673506,1.2253503,1.2266775,0.0848194,-0.038126025,-0.18546008,0.08525432,0.35956064,-0.25843623,0.09709369,-0.03930732,0.03938446,-0.0328324,0.12557113,0.0096325185,-0.023094771,1,46,False,0.0011967409,0.00141999,2
2.4045825,-1.2350183,-1.3327956,-0.04179459,-0.0032904875,0.07352766,-0.07940716,-0.169126,0.16163664,-0.012634572,0.056670737,0.012242316,-0.035590433,-0.01573816,0.048724867,0.0735265,0,47,False,0.0011967409,0.0009734917,2
-1.6969792,1.1451519,1.1276907,0.08817034,-0.048462573,-0.20044956,0.088082194,0.33565658,-0.2332735,0.09195745,-0.04549503,0.028070599,-0.02045087,0.116618216,0.015107073,-0.014708687,1,47,False,0.0011967409,0.00141999,2
2.2478242,-1.1237221,-1.2334152,-0.048208468,0.027304318,0.07592045,-0.058396973,-0.13753574,0.14757669,-0.009576015,0.047030922,0.009882771,-0.022394465,-0.009738497,0.03929763,0.06061821,0,48,False,0.0011967409,0.0009734917,2
-1.8807068,1.2079107,1.2411776,0.10082258,-0.056588437,-0.20226043,0.089935794,0.34642714,-0.25540096,0.098349296,-0.047939558,0.03325469,-0.029855317,0.12752542,0.0136338975,-0.014322128,1,48,False,0.0011967409,0.00141999,2
2.3567886,-1.2055362,-1.3063226,-0.047176823,0.022544587,0.07515441,-0.0680661,-0.16451359,0.151971,-0.017579805,0.05263824,0.007936351,-0.031515114,-0.017385252,0.04494457,0.07098347,0,49,False,0.0011967409,0.0009734917,2
-1.6833618,1.1213644,1.1237237,0.09262203,-0.05282954,-0.19413218,0.091852546,0.3292234,-0.2300618,0.10548258,-0.04704274,0.03151227,-0.02273312,0.12243708,0.008257378,-0.025157247,1,49,False,0.0011967409,0.00141999,2
2.226428,-1.2306137,-1.2746553,-0.04514071,0.012298975,0.06548968,-0.070327945,-0.11422218,0.10961564,-0.02453627,0.05662021,0.0021947064,-0.016337,-0.019974954,0.056576937,0.065929666,0,50,False,0.0011967409,0.0009734917,2
-1.8480129,1.2664126,1.2395215,0.086706765,-0.04139162,-0.18531421,0.10793682,0.35615006,-0.24359477,0.10334219,-0.045507517,0.041240223,-0.020126205,0.13070956,0.0076772776,-0.025091238,1,50,False,0.0011967409,0.00141999,2
2.2737372,-1.1832049,-1.2594749,-0.03618035,0.0017844047,0.06381084,-0.066930465,-0.1455738,0.1434946,-0.014177047,0.054325134,0.0097098285,-0.028070426,-0.013803285,0.04707086,0.06417482,0,0,True,0.0011967409,0.0009734917,2
-1.8149962,1.2518122,1.1940578,0.08456017,-0.05295169,-0.2109816,0.08538895,0.34747517,-0.24571478,0.09878251,-0.04949214,0.03383083,-0.028686728,0.120733574,0.0081027355,-0.017261235,1,0,True,0.0011967409,0.00141999,2
0.3783797,3.5831747,0.17244978,-0.3925011,0.21936129,0.0012600273,0.057887994,0.059683993,0.025226332,0.073251106,0.11254144,-0.03853774,-0.068923295,-0.09777482,0.11191637,0.36042354,0,1,False,0.0027555174,0.0034619817,3
2.5598128,-2.0749106,-1.5532856,0.020373935,0.036238477,0.12602575,-0.07099764,-0.13424253,0.21745488,0.020064583,-0.027211448,0.043725446,0.0046713315,-0.0014093779,0.0009154454,-0.040091798,1,1,False,0.0027555174,0.0020733234,3
-2.9753237,-1.422996,1.7432214,0.4974391,-0.26807928,-0.32170436,0.11849171,0.43886104,-0.49440372,0.092152156,-0.12742944,0.032093417,0.026943017,0.30944693,-0.01360116,-0.30080095,2,1,False,0.0027555174,0.0027312476,3
0.23921727,3.4848042,0.2509558,-0.34014177,0.20449185,0.007577561,0.030801319,0.07619606,0.008868724,0.041574534,0.11014362,-0.027990565,-0.085507885,-0.065510586,0.10084452,0.34863326,0,2,False,0.0027555174,0.0034619817,3
2.6766996,-2.0056014,-1.6114385,0.0028668866,0.009205766,0.10858683,-0.05016091,-0.13963796,0.22091469,-0.011272781,0.01042946,0.037720226,-0.020205824,0.0033826865,0.0023642853,-0.006532578,1,2,False,0.0027555174,0.0020733234,3
-2.8593588,-1.595979,1.666358,0.5335922,-0.34324515,-0.3856268,0.07715511,0.4377924,-0.47482687,0.108539596,-0.13535683,0.043516397,0.0587627,0.2760003,-0.010857508,-0.32390782,2,2,False,0.0027555174,0.0027312476,3
