X_pca_0,X_pca_1,X_pca_2,archetype,iter,reference,mean_variance,variance_per_archetype
-4.2569695,4.8617964,-0.4106469,0,1,False,0.070181966,0.06269776
3.5675018,-1.9368408,-5.1243,1,1,False,0.070181966,0.09041494
-3.1794777,-3.821946,1.08983,2,1,False,0.070181966,0.053954866
7.8002696,0.9808816,3.163259,3,1,False,0.070181966,0.07366027
-4.21998,4.8779163,-0.41986305,0,2,False,0.070181966,0.06269776
3.8124318,-2.2295425,-4.90407,1,2,False,0.070181966,0.09041494
-3.1936703,-3.7950456,1.0965421,2,2,False,0.070181966,0.053954866
7.8283744,0.947094,3.1561546,3,2,False,0.070181966,0.07366027
-4.0806465,4.247735,-0.58330643,0,3,False,0.070181966,0.06269776
3.7258518,-2.4500291,-4.958689,1,3,False,0.070181966,0.09041494
-3.126428,-3.388548,0.99443614,2,3,False,0.070181966,0.053954866
7.350962,1.5209829,3.2768092,3,3,False,0.070181966,0.07366027
-2.077345,4.6038623,-1.7507252,0,4,False,0.070181966,0.06269776
3.439146,-4.163306,-4.6846175,1,4,False,0.070181966,0.09041494
-3.9529612,-1.9737278,1.4379082,2,4,False,0.070181966,0.053954866
7.0638223,1.0608226,3.0062299,3,4,False,0.070181966,0.07366027
-4.125078,4.8820243,-0.5171681,0,5,False,0.070181966,0.06269776
3.5165968,-2.1358504,-5.157387,1,5,False,0.070181966,0.09041494
-3.1794808,-3.8219492,1.089831,2,5,False,0.070181966,0.053954866
7.126641,1.542533,3.168012,3,5,False,0.070181966,0.07366027
-4.05041,4.3231125,-0.38733548,0,6,False,0.070181966,0.06269776
3.7963862,-2.189816,-4.914008,1,6,False,0.070181966,0.09041494
-3.124391,-3.359969,0.75443345,2,6,False,0.070181966,0.053954866
7.666791,1.1413355,3.1969936,3,6,False,0.070181966,0.07366027
-4.1365104,4.914286,-0.44065857,0,7,False,0.070181966,0.06269776
3.6889439,-1.9243054,-4.9803867,1,7,False,0.070181966,0.09041494
-3.1794832,-3.8219516,1.089832,2,7,False,0.070181966,0.053954866
7.8200045,0.95715487,3.1582696,3,7,False,0.070181966,0.07366027
-4.2295303,4.873756,-0.4174838,0,8,False,0.070181966,0.06269776
3.447068,-1.8670614,-5.2129474,1,8,False,0.070181966,0.09041494
-3.1794815,-3.8219504,1.0898315,2,8,False,0.070181966,0.053954866
7.634115,1.1806091,3.205249,3,8,False,0.070181966,0.07366027
-4.301078,4.8425756,-0.3996574,0,9,False,0.070181966,0.06269776
3.5044374,-1.8667376,-5.180994,1,9,False,0.070181966,0.09041494
-3.179478,-3.8219454,1.0898302,2,9,False,0.070181966,0.053954866
7.6469774,1.0329374,3.2254539,3,9,False,0.070181966,0.07366027
-4.100253,3.9735382,-0.7582833,0,10,False,0.070181966,0.06269776
4.084838,-1.7291085,-4.7660637,1,10,False,0.070181966,0.09041494
-2.905689,-3.510415,0.9458965,2,10,False,0.070181966,0.053954866
7.062545,1.7138857,3.2471132,3,10,False,0.070181966,0.07366027
-4.136515,4.914292,-0.4406589,0,11,False,0.070181966,0.06269776
3.5947242,-1.6914624,-5.038606,1,11,False,0.070181966,0.09041494
-3.179478,-3.8219454,1.0898303,2,11,False,0.070181966,0.053954866
7.828377,0.94709444,3.1561553,3,11,False,0.070181966,0.07366027
-4.136513,4.91429,-0.44065875,0,12,False,0.070181966,0.06269776
3.5472968,-1.9826865,-5.1575227,1,12,False,0.070181966,0.09041494
-3.000668,-3.467596,0.99680066,2,12,False,0.070181966,0.053954866
7.1343536,1.5219016,3.1584861,3,12,False,0.070181966,0.07366027
-4.1365147,4.914291,-0.44065902,0,13,False,0.070181966,0.06269776
3.4574323,-2.1171026,-5.2080355,1,13,False,0.070181966,0.09041494
-3.1794796,-3.8219476,1.0898308,2,13,False,0.070181966,0.053954866
7.828376,0.9470943,3.156155,3,13,False,0.070181966,0.07366027
-4.302132,4.842118,-0.39939505,0,14,False,0.070181966,0.06269776
3.8235595,-2.177374,-4.8954883,1,14,False,0.070181966,0.09041494
-3.1794815,-3.8219507,1.0898316,2,14,False,0.070181966,0.053954866
7.795087,0.9871155,3.1645706,3,14,False,0.070181966,0.07366027
-3.9792533,4.840153,-0.6524361,0,15,False,0.070181966,0.06269776
3.4947631,-2.866354,-4.9823565,1,15,False,0.070181966,0.09041494
-3.4393368,-3.068736,1.177782,2,15,False,0.070181966,0.053954866
6.981035,1.1399274,3.1327364,3,15,False,0.070181966,0.07366027
-4.241408,4.6680546,-0.7485105,0,16,False,0.070181966,0.06269776
4.6961546,-2.1976824,-4.2524753,1,16,False,0.070181966,0.09041494
-3.0763893,-3.452695,0.79430234,2,16,False,0.070181966,0.053954866
6.521218,1.5337917,3.6104043,3,16,False,0.070181966,0.07366027
-4.1365147,4.9142914,-0.44065887,0,17,False,0.070181966,0.06269776
3.4574327,-2.117103,-5.208037,1,17,False,0.070181966,0.09041494
-3.4516478,-3.1310475,1.0169905,2,17,False,0.070181966,0.053954866
7.309787,0.7666808,2.8500056,3,17,False,0.070181966,0.07366027
-4.046918,4.31806,-0.41940093,0,18,False,0.070181966,0.06269776
3.4574368,-2.1171057,-5.208042,1,18,False,0.070181966,0.09041494
-3.1794817,-3.8219507,1.0898316,2,18,False,0.070181966,0.053954866
7.5871444,1.2370753,3.2171214,3,18,False,0.070181966,0.07366027
-4.186116,4.8926716,-0.42829975,0,19,False,0.070181966,0.06269776
3.4614735,-2.1110668,-5.2057724,1,19,False,0.070181966,0.09041494
-3.179483,-3.8219516,1.089832,2,19,False,0.070181966,0.053954866
7.8283715,0.94709355,3.1561534,3,19,False,0.070181966,0.07366027
-4.155131,4.906178,-0.43602052,0,20,False,0.070181966,0.06269776
3.4574347,-2.1171043,-5.2080393,1,20,False,0.070181966,0.09041494
-3.2197545,-3.745576,1.1088789,2,20,False,0.070181966,0.053954866
7.8283753,0.94709426,3.156155,3,20,False,0.070181966,0.07366027
-4.0285306,4.291458,-0.5881569,0,21,False,0.070181966,0.06269776
3.4574306,-2.1171014,-5.208032,1,21,False,0.070181966,0.09041494
-3.2951765,-3.1454866,1.11231,2,21,False,0.070181966,0.053954866
7.5563507,1.2740841,3.2248998,3,21,False,0.070181966,0.07366027
-4.302131,4.842117,-0.39939505,0,22,False,0.070181966,0.06269776
3.3381999,-1.7451826,-5.273165,1,22,False,0.070181966,0.09041494
-3.179483,-3.8219519,1.089832,2,22,False,0.070181966,0.053954866
7.828376,0.9470944,3.1561553,3,22,False,0.070181966,0.07366027
-4.30213,4.842116,-0.39939493,0,23,False,0.070181966,0.06269776
3.655928,-1.7063309,-5.0574875,1,23,False,0.070181966,0.09041494
-3.044904,-3.4810174,0.6835726,2,23,False,0.070181966,0.053954866
6.845975,1.4231664,3.3185673,3,23,False,0.070181966,0.07366027
-4.3021297,4.842115,-0.39939487,0,24,False,0.070181966,0.06269776
3.9799638,-1.3896705,-4.6325116,1,24,False,0.070181966,0.09041494
-3.1776364,-3.8214705,1.0094472,2,24,False,0.070181966,0.053954866
7.732727,0.99236,3.1926975,3,24,False,0.070181966,0.07366027
-4.3021264,4.842111,-0.39939463,0,25,False,0.070181966,0.06269776
3.574463,-1.6572293,-5.141267,1,25,False,0.070181966,0.09041494
-3.1794803,-3.8219485,1.0898309,2,25,False,0.070181966,0.053954866
7.8283725,0.94709384,3.156154,3,25,False,0.070181966,0.07366027
-4.2771835,4.8529873,-0.4056104,0,26,False,0.070181966,0.06269776
3.4124722,-1.9768611,-5.2325935,1,26,False,0.070181966,0.09041494
-3.1794786,-3.8219469,1.0898304,2,26,False,0.070181966,0.053954866
7.8283706,0.94709337,3.156153,3,26,False,0.070181966,0.07366027
-4.1365156,4.9142923,-0.44065896,0,27,False,0.070181966,0.06269776
3.4574366,-2.1171052,-5.208042,1,27,False,0.070181966,0.09041494
-3.408056,-3.119017,1.062927,2,27,False,0.070181966,0.053954866
