X_pca_0,X_pca_1,X_pca_2,archetype,iter,reference,mean_variance,variance_per_archetype
7.8283777,0.94709444,3.1561558,3,27,False,0.070181966,0.07366027
-4.1365137,4.91429,-0.44065875,0,28,False,0.070181966,0.06269776
3.949928,-1.8061172,-4.6048484,1,28,False,0.070181966,0.09041494
-3.3136427,-3.3350396,0.6708166,2,28,False,0.070181966,0.053954866
7.435705,1.1329241,3.306173,3,28,False,0.070181966,0.07366027
-4.13651,4.9142857,-0.44065836,0,29,False,0.070181966,0.06269776
3.562516,-2.1504006,-5.118076,1,29,False,0.070181966,0.09041494
-3.1344292,-3.395172,0.7605912,2,29,False,0.070181966,0.053954866
7.0939636,1.629878,3.2083309,3,29,False,0.070181966,0.07366027
-4.136511,4.9142866,-0.4406584,0,30,False,0.070181966,0.06269776
3.5563443,-1.9691569,-5.15244,1,30,False,0.070181966,0.09041494
-3.1794784,-3.8219464,1.0898305,2,30,False,0.070181966,0.053954866
7.0949206,0.9610049,3.085722,3,30,False,0.070181966,0.07366027
-4.3021235,4.842108,-0.39939424,0,31,False,0.070181966,0.06269776
3.8307319,-1.650903,-4.8292904,1,31,False,0.070181966,0.09041494
-3.0580423,-3.433937,0.76296955,2,31,False,0.070181966,0.053954866
7.8283734,0.9470941,3.1561544,3,31,False,0.070181966,0.07366027
-4.231078,4.873073,-0.41709644,0,32,False,0.070181966,0.06269776
3.6373384,-2.1741087,-5.054014,1,32,False,0.070181966,0.09041494
-3.1631284,-3.353052,0.8320195,2,32,False,0.070181966,0.053954866
7.0636883,1.4346223,3.1946623,3,32,False,0.070181966,0.07366027
-4.0504146,4.3231177,-0.3873359,0,33,False,0.070181966,0.06269776
3.6603734,-1.813549,-5.093961,1,33,False,0.070181966,0.09041494
-3.1794825,-3.821951,1.0898317,2,33,False,0.070181966,0.053954866
7.8148217,0.95350635,3.1613305,3,33,False,0.070181966,0.07366027
-4.3021283,4.842114,-0.39939475,0,34,False,0.070181966,0.06269776
3.4574366,-2.1171055,-5.208042,1,34,False,0.070181966,0.09041494
-3.239958,-3.7300808,1.0695736,2,34,False,0.070181966,0.053954866
7.8283677,0.9470934,3.1561522,3,34,False,0.070181966,0.07366027
-4.255144,4.862587,-0.4111006,0,35,False,0.070181966,0.06269776
3.4569087,-2.166054,-5.1955853,1,35,False,0.070181966,0.09041494
-3.1792476,-3.8218887,1.0796758,2,35,False,0.070181966,0.053954866
7.828376,0.9470943,3.1561553,3,35,False,0.070181966,0.07366027
-4.3021264,4.842111,-0.39939463,0,36,False,0.070181966,0.06269776
3.4574332,-2.1171033,-5.2080374,1,36,False,0.070181966,0.09041494
-3.179483,-3.8219516,1.089832,2,36,False,0.070181966,0.053954866
7.8235607,0.94937235,3.1579943,3,36,False,0.070181966,0.07366027
-4.1413913,4.9121647,-0.4394436,0,37,False,0.070181966,0.06269776
3.4574363,-2.1171052,-5.2080417,1,37,False,0.070181966,0.09041494
-3.1794817,-3.82195,1.0898314,2,37,False,0.070181966,0.053954866
7.039905,1.0155619,3.1367555,3,37,False,0.070181966,0.07366027
-4.3071804,4.739844,-0.54351586,0,38,False,0.070181966,0.06269776
3.6288204,-2.3296776,-5.04883,1,38,False,0.070181966,0.09041494
-3.179479,-3.8219473,1.0898304,2,38,False,0.070181966,0.053954866
6.990466,1.905657,3.3357291,3,38,False,0.070181966,0.07366027
-4.1365156,4.9142923,-0.44065902,0,39,False,0.070181966,0.06269776
3.6047204,-2.1753209,-5.0821896,1,39,False,0.070181966,0.09041494
-3.1784358,-3.8216782,1.0443039,2,39,False,0.070181966,0.053954866
7.1095386,1.5882581,3.1891208,3,39,False,0.070181966,0.07366027
-4.256169,4.8384995,-0.45760536,0,40,False,0.070181966,0.06269776
3.8475792,-2.165113,-4.886274,1,40,False,0.070181966,0.09041494
-3.1794796,-3.8219478,1.0898306,2,40,False,0.070181966,0.053954866
7.179265,1.4018359,3.1030607,3,40,False,0.070181966,0.07366027
-4.3021307,4.842116,-0.3993949,0,41,False,0.070181966,0.06269776
3.358051,-1.8071053,-5.262321,1,41,False,0.070181966,0.09041494
-3.3139663,-3.238587,0.87603915,2,41,False,0.070181966,0.053954866
7.7293262,1.0661644,3.1811898,3,41,False,0.070181966,0.07366027
-4.302129,4.8421144,-0.39939487,0,42,False,0.070181966,0.06269776
3.670067,-1.8776482,-4.9920588,1,42,False,0.070181966,0.09041494
-3.179483,-3.8219516,1.0898318,2,42,False,0.070181966,0.053954866
7.2349315,0.8408386,2.9370542,3,42,False,0.070181966,0.07366027
-4.136514,4.9142904,-0.44065884,0,43,False,0.070181966,0.06269776
3.4574301,-2.1171017,-5.2080336,1,43,False,0.070181966,0.09041494
-3.179478,-3.8219454,1.0898302,2,43,False,0.070181966,0.053954866
7.754931,1.0353781,3.174715,3,43,False,0.070181966,0.07366027
-4.243886,4.867498,-0.41390663,0,44,False,0.070181966,0.06269776
3.5321176,-1.8844033,-5.115746,1,44,False,0.070181966,0.09041494
-3.1794791,-3.8219466,1.0898306,2,44,False,0.070181966,0.053954866
7.828378,0.94709444,3.156156,3,44,False,0.070181966,0.07366027
-4.221491,4.877258,-0.4194865,0,45,False,0.070181966,0.06269776
3.7442913,-1.7675339,-5.0338917,1,45,False,0.070181966,0.09041494
-3.1794817,-3.82195,1.0898315,2,45,False,0.070181966,0.053954866
7.701989,1.0990212,3.1880958,3,45,False,0.070181966,0.07366027
-4.2655296,4.858069,-0.40851477,0,46,False,0.070181966,0.06269776
3.812487,-2.2296064,-4.904058,1,46,False,0.070181966,0.09041494
-3.2472994,-3.2793877,0.9411422,2,46,False,0.070181966,0.053954866
7.7249994,1.0713636,3.1822824,3,46,False,0.070181966,0.07366027
-4.30213,4.842116,-0.39939508,0,47,False,0.070181966,0.06269776
3.5231364,-2.2036269,-5.134531,1,47,False,0.070181966,0.09041494
-3.4110117,-3.150886,1.0343745,2,47,False,0.070181966,0.053954866
7.281598,1.1282727,2.9767778,3,47,False,0.070181966,0.07366027
-4.173113,4.8983393,-0.43153968,0,48,False,0.070181966,0.06269776
3.4605064,-2.1125126,-5.206315,1,48,False,0.070181966,0.09041494
-3.1794817,-3.8219502,1.0898315,2,48,False,0.070181966,0.053954866
7.8283706,0.94709355,3.1561532,3,48,False,0.070181966,0.07366027
-4.1365128,4.9142885,-0.44065875,0,49,False,0.070181966,0.06269776
3.8124886,-2.2296078,-4.904061,1,49,False,0.070181966,0.09041494
-3.4696803,-3.1418238,0.8440472,2,49,False,0.070181966,0.053954866
7.8283796,0.9470947,3.1561563,3,49,False,0.070181966,0.07366027
-4.008632,4.262672,-0.7707465,0,50,False,0.070181966,0.06269776
4.60627,-2.506143,-4.279676,1,50,False,0.070181966,0.09041494
-3.19952,-3.3717098,0.8740711,2,50,False,0.070181966,0.053954866
6.95801,1.9933512,3.3761227,3,50,False,0.070181966,0.07366027
-4.1840734,4.8935556,-0.42880732,0,0,True,0.070181966,0.06269776
3.421843,-2.0060854,-5.22748,1,0,True,0.070181966,0.09041494
-3.1794777,-3.8219457,1.0898302,2,0,True,0.070181966,0.053954866
7.820923,0.95604753,3.158036,3,0,True,0.070181966,0.07366027
