x,y,archetype,score
6441.63893111652,6784.892093330503,archetype_0,1.5857764006536388
5273.085975837055,6038.359804200465,archetype_0,0.6105677084128491
6128.098076213553,7342.552860959379,archetype_0,-0.937636806091921
5316.7233675797415,6701.344983982366,archetype_0,0.3391855909562283
7163.156396638815,6768.488695441699,archetype_0,-1.4794893412983843
7347.275625280615,7038.286380128354,archetype_0,-1.7848483159369144
5803.780679534408,7754.239671877625,archetype_0,0.5729351391155685
7737.376628820586,6728.507570876249,archetype_0,-1.3468272137209036
5558.4729785633135,7243.411003481004,archetype_0,0.703630878473405
5224.151837068472,8751.301547221357,archetype_0,1.0112966969816994
5731.148226512401,8897.90547691852,archetype_0,-0.05806617912449395
6865.583625239025,6677.307480637217,archetype_0,1.0436214029595225
5069.547626178308,7377.361541883014,archetype_0,-0.18762666924475557
5119.02673110037,6680.732456505903,archetype_0,1.1715970386190178
7018.299806008699,7174.287509222445,archetype_0,1.975592903312131
7780.0607834017155,8218.487770804684,archetype_0,-0.5631164532813222
6767.628001996949,8918.389008497516,archetype_0,-1.3253590198503513
5092.287152624982,7575.99491257212,archetype_0,-1.6564232525429556
6673.059830668318,6433.726570450115,archetype_0,-1.1147479507813491
7972.76994157071,7471.292392092286,archetype_0,-0.373794418905864
5907.195255081759,6511.816171165438,archetype_0,-1.434841161455979
6531.433961884699,7274.249082364942,archetype_0,0.19747882228992333
7447.478746275425,7534.188150990108,archetype_0,0.40317037843924314
6930.368360592735,6421.1341963947725,archetype_0,0.6842056346817295
7909.562636625525,7594.7277006405875,archetype_0,0.6026046707646185
5457.668781742315,6427.447137061026,archetype_0,-0.4065885898458114
5055.05102102926,6673.526722256964,archetype_0,0.5321766222049713
7087.4621393893485,6086.307992157657,archetype_0,0.11123002632457571
5620.889734381897,7517.498217543671,archetype_0,0.6134118783832402
7984.338174425227,7606.280260015326,archetype_0,1.6898825944915798
6518.820176959523,8228.238705407683,archetype_0,-0.6441677362899094
6074.813056505996,7767.6695107933665,archetype_0,1.0029790280952704
5694.667545753098,7835.346761854485,archetype_0,-1.0506525554791246
6584.697687851033,8284.684331301421,archetype_0,-1.4298534077831417
5400.861360516406,8532.900075517136,archetype_0,0.651628305641869
