archetype,TF,t_value,p_value
0,CEBPB,-1.475715067040345,0.4257677674937906
1,CEBPB,7.629427977391095,4.194660373007281e-12
2,CEBPB,-3.95833697208666,0.0034724440168126054
0,ERF,3.697408869706036,0.006484252868776633
1,ERF,-1.734635212693597,0.21265405125570244
2,ERF,-0.1521144101925836,0.9440629364292824
0,HDAC3,3.1061645359297354,0.02817816242532815
1,HDAC3,0.03822724571674013,0.9822801326073856
2,HDAC3,-1.2300729275637383,0.5124231087661997
0,HIF1A,-4.004570330815452,0.0026611659818280304
1,HIF1A,9.36583096040108,5.649855403049721e-18
2,HIF1A,-2.990146307059823,0.03345045203269949
0,KAT6A,-0.8160926512250334,0.705209536944274
1,KAT6A,-1.6881765433268445,0.22811011329329448
2,KAT6A,4.425688807552372,0.0008248196487819371
0,KDM2A,-2.539710113046447,0.10530978716748268
1,KDM2A,-0.8979537112208572,0.5928886153536495
2,KDM2A,3.818487182652344,0.0045983752337661506
0,KLF17,3.2117826933302296,0.02255773337928938
1,KLF17,-0.5511278357323106,0.760037357072541
2,KLF17,-3.230408106891934,0.017990637991688974
0,LHX3,3.235257827397161,0.021316263017740745
1,LHX3,-2.087073002050097,0.11934397365523382
2,LHX3,1.1732746431773162,0.5372459794953574
0,MYC,-1.3457723331701366,0.48931944037740654
1,MYC,7.709049740196254,3.0117086438708065e-12
2,MYC,-2.1762817937559125,0.16245908177832022
0,NFE2L2,-3.4276247538270734,0.014367384453483201
1,NFE2L2,7.3976521654237795,1.6362123800691817e-11
2,NFE2L2,-1.283328537043934,0.4881147304301183
0,NFKB,-2.312749308041608,0.1392375877464832
1,NFKB,8.711938466307787,1.0931181610665072e-15
2,NFKB,-3.7876870496285973,0.004959012052967976
0,NR3C1,-0.8870974142513864,0.688574996207195
1,NR3C1,7.364661283418726,1.7957657210992742e-11
2,NR3C1,-6.474614730603296,6.633524491105903e-08
0,PBX2,3.2743870587563273,0.020121953278966796
1,PBX2,0.3906771399435872,0.8340266359891239
2,PBX2,-1.4739366502711446,0.41908582142065337
0,PRRX1,0.9030941148368916,0.6801903129122768
1,PRRX1,-2.2850527138193937,0.08564169026668873
2,PRRX1,3.836801623958329,0.00449363657839971
0,REST,3.756726625222865,0.005358700045134518
1,REST,-1.7089909000824264,0.2236696854471517
2,REST,0.3172924066365006,0.8920869006188116
0,SCX,-2.0693074190910625,0.1948773828683217
1,SCX,-2.588452631153161,0.04844960170329383
2,SCX,4.733802679799931,0.0003029320796444497
0,SRF,-4.144506227332106,0.0021226409895047983
1,SRF,0.18700735060343623,0.9228181999216277
2,SRF,4.503994208503332,0.0007631549658722304
0,TWIST1,-3.7810975205915978,0.005092056696845966
1,TWIST1,-1.3835873148322688,0.34670439539198505
2,TWIST1,6.1371005123659845,2.920598007867806e-07
