X_pca_0,X_pca_1,weights_archetype_0,weights_archetype_1,weights_archetype_2,weights_archetype_3
-2.7126393,-2.995948,9.3592775e-05,0.00014828365,0.0011937418,4.308997e-06
0.65815485,-2.4543853,6.898528e-05,0.00040549913,0.0009859615,0.00020916248
3.420507,0.16337685,2.1263844e-05,0.002422266,1.9565896e-05,7.5009935e-05
5.8225045,1.4689647,7.666049e-06,7.978269e-05,8.506384e-06,0.0029167733
4.2282414,-3.539652,3.3519725e-06,0.0020867444,0.0001057988,0.00030849487
2.6060724,-0.07256008,0.000127681,0.0008761573,0.00028029951,0.0011550033
3.6466787,2.17711,9.991544e-05,0.00012788562,5.1486037e-05,0.0026122974
3.2984061,0.0024785253,5.692426e-05,0.00022885714,0.00017124623,0.002289545
-2.3536403,-2.4456148,0.00011172465,6.978506e-05,0.0012187827,1.1712198e-05
4.075406,2.7773485,0.00011113383,0.0002243693,3.0682462e-05,0.002526254
2.235458,-3.5707448,1.672185e-05,0.0012155426,0.0005657519,0.00028169728
3.4089243,-3.3553836,9.272432e-06,0.0016032994,0.00027885663,0.0004826678
-2.7836962,-0.4283501,0.0005664443,0.00017707232,0.0008393104,8.582348e-06
-1.3372581,-0.45357287,0.00044280553,0.0007171243,0.00063769775,2.2480082e-05
3.5625777,0.77970994,9.0670495e-05,0.00066770636,0.00011016968,0.0018500031
0.7800834,-0.84846103,0.00020564406,0.000731903,0.0006858065,0.00027991514
-2.7525475,-1.4624028,0.0002924249,0.00017257429,0.0010378846,7.0566443e-06
1.0054336,2.2643983,0.0008874229,0.0005144015,0.00022927963,0.00047129844
5.4242206,1.169203,1.753538e-05,0.0018468585,1.1201201e-05,0.00078651565
-0.99530554,-2.206792,0.00012676195,0.0003412668,0.0010551075,3.5146342e-05
0.81765246,2.478714,0.000989758,0.00026998078,0.00024505277,0.0005612456
-0.48673636,-3.0617406,5.4717337e-05,0.00020297451,0.0011690136,5.8213085e-05
0.86759496,-0.3794148,0.00026043796,0.0004024882,0.00071774697,0.00051158713
-1.8989311,-3.135656,7.718315e-05,0.00028308033,0.0011328629,8.333468e-06
1.2326367,-2.9383516,1.2799362e-05,0.0022898766,0.00012292423,1.1956732e-05
0.097168505,-2.3169181,7.887239e-05,0.0001725012,0.001116686,0.00017425371
2.1521811,-2.2351635,4.585658e-05,0.000951651,0.0005678226,0.00054460915
-1.490007,-3.488429,5.603509e-05,0.0004219957,0.0010744709,9.475307e-06
-0.54836667,-0.021041133,0.00041550808,0.00010400971,0.00089252746,0.00021948706
