X_pca_harmony_0,X_pca_harmony_1,disease
0.7888405,0.59833485,NF
2.0745738,-0.27952173,NF
0.6375301,2.0940437,NF
0.82532865,3.0549486,NF
1.3204871,-1.2198473,NF
-1.9309131,-0.34002343,NF
1.6392367,-0.7166652,NF
1.8041953,-2.3504798,NF
1.1776054,2.1783576,NF
1.207182,0.4195646,NF
2.245865,1.6301162,NF
2.6950324,-1.3787228,NF
0.37039143,0.577423,NF
2.9778807,1.0639098,NF
1.5130079,-1.1269044,NF
-0.017474342,1.8930438,NF
1.4190773,-1.6229577,NF
3.5856066,0.47081953,NF
2.5691595,1.2058744,NF
0.7467583,0.8078111,NF
1.248976,-0.19715706,NF
0.29119268,0.34144023,NF
1.3576468,0.2031689,NF
2.9447982,0.7763069,NF
1.6679577,-1.2307477,NF
1.6825687,-1.939981,NF
2.4855375,-0.41179174,NF
1.4015952,-0.86816305,NF
1.1028155,1.6460267,NF
2.067995,-0.57098544,NF
1.5381756,-0.48731804,NF
0.9155254,0.51694477,NF
1.8491452,-0.6115111,NF
2.3629274,-0.14759189,NF
2.0305846,1.7512296,NF
-0.4442076,-0.11749669,NF
-1.6127739,2.1396031,NF
2.6715214,-0.15350364,NF
0.83571196,0.72245544,NF
2.6844375,-1.825228,NF
1.9159877,-2.0527453,NF
1.6079968,-0.38341004,NF
1.1309232,-0.7440793,NF
2.3263493,-1.2162216,NF
2.757832,0.41839674,NF
2.0606952,-0.82276034,NF
2.333049,0.20765558,NF
0.6320505,-1.3347472,NF
0.8334707,2.6364257,NF
3.4856353,-1.8263886,NF
-0.5072078,-0.45068428,NF
0.6003205,-1.8123646,NF
0.7977861,-2.1841998,NF
2.5021236,-2.0533264,NF
2.058458,0.5193343,NF
1.0774595,1.3406905,NF
1.6313043,-0.57680047,NF
3.0741935,-0.97297364,NF
1.4340638,1.6036699,NF
-1.0951439,-0.27849355,NF
2.4681954,-1.0558354,NF
3.4094908,0.21103573,NF
-1.5173566,-1.06997,NF
2.776314,-1.9176,NF
1.4180491,1.2506478,NF
2.670021,1.023779,NF
1.6436566,-0.99756026,NF
1.8405606,1.7940469,NF
1.4419792,0.55162215,NF
2.4862967,-0.6279057,NF
2.5436406,-1.6589292,NF
1.1054777,0.030439505,NF
1.8241595,1.3119453,NF
0.68060684,-1.4049562,NF
2.53507,-0.25527024,NF
1.5166376,-1.1121719,NF
1.9435203,-0.39188185,NF
1.798249,-0.18547171,NF
2.028156,-1.5055766,NF
1.7012057,0.6478766,NF
0.3683675,0.89336205,NF
1.7535363,0.81576055,NF
2.7770257,-1.0887777,NF
0.9140934,-1.0168461,NF
1.6292063,1.5950338,NF
0.6261893,0.7071469,NF
1.8869659,0.20455277,NF
1.6624516,-0.26342747,NF
0.4977422,0.16625811,NF
1.5986892,2.0810697,NF
2.6148922,-2.4221334,NF
1.4609712,-1.7422843,NF
0.30927527,-1.7176731,NF
1.8390396,0.60690165,NF
2.5403433,-1.7839924,NF
1.6632075,1.7582757,NF
1.5108162,-2.346008,NF
1.4181021,-0.27783224,NF
0.46168992,-2.2157483,NF
1.5688984,-1.3190343,NF
1.6526114,1.1935314,NF
2.0390084,-0.9946283,NF
0.32336652,0.51000863,NF
-0.10422165,1.1738225,NF
2.2233868,-1.6524422,NF
1.8921297,-1.937555,NF
0.4733329,0.66408324,NF
1.9085776,-1.6694936,NF
2.6489081,0.31921026,NF
1.4286966,1.1757137,NF
0.19246465,2.7195635,NF
-0.18073101,-2.2944076,NF
1.6337962,-1.1282139,NF
-0.04729009,1.6103743,NF
1.4494565,0.6380389,NF
1.1915146,-0.0072781243,NF
0.7167951,-0.23865062,NF
2.2612917,-0.16144297,NF
2.3614275,-1.4424945,NF
0.32085928,-0.045988787,NF
0.13110931,-0.98339343,NF
1.8244984,0.348578,NF
0.8343033,0.6778472,NF
-1.2782065,-0.1399747,NF
2.2665794,1.2641472,NF
3.456725,-1.5655236,NF
1.6706071,-0.21439272,NF
0.65570414,0.6448824,NF
0.12784486,1.1296681,NF
2.117028,1.560477,NF
1.9265146,-0.768485,NF
1.3661056,1.5049684,NF
1.6334764,-1.4248989,NF
-0.06302486,1.365921,NF
-0.20949829,-1.9456832,NF
0.5617562,-0.47695178,NF
0.8218166,-1.4413667,NF
2.1347196,-0.13340329,NF
1.7106911,-0.22136734,NF
2.4105961,1.1675674,NF
0.8999259,1.3059092,NF
1.0314221,0.49386027,NF
1.759806,-0.17955478,NF
2.8362775,-0.60336924,NF
1.6475624,-0.20488471,NF
2.7744079,-1.5002706,NF
0.04665562,-0.6505835,NF
0.659378,-0.012562464,NF
1.0965074,-0.1341218,NF
0.6592218,-0.38073066,NF
3.0024266,-1.998374,NF
1.806404,2.1046562,NF
1.3017974,0.7886109,NF
0.39840588,-2.1074,NF
2.737245,-0.39501157,NF
0.5868833,0.30236065,NF
2.3340676,-1.5795913,NF
1.5576956,-0.29688567,NF
2.4637911,-2.2964964,NF
1.6161098,-1.9395139,NF
2.0233798,0.086981036,NF
1.5379564,-1.2985351,NF
-0.46505103,1.2417629,NF
-1.2381032,-0.725658,NF
0.04286603,1.8753953,NF
1.666939,-1.2547923,NF
2.330542,-2.4470253,NF
2.8896506,-0.69061816,NF
1.6502336,-1.2030969,NF
0.6828645,-0.4837759,NF
0.46026865,2.282914,NF
1.6381032,0.33974192,NF
2.3573039,0.8238694,NF
1.2428097,0.013544001,NF
1.67893,2.1116402,NF
2.712358,-1.082672,NF
1.7958678,-0.19631161,NF
2.842009,-1.2709031,NF
2.0185678,-2.3229742,NF
0.62386626,-0.039160136,NF
1.4473276,1.3732594,NF
0.5954229,-1.1053413,NF
1.6198792,0.774695,NF
0.6409845,-2.3127317,NF
1.3578757,-0.8871709,NF
1.7404046,-0.52191067,NF
0.54999274,1.4655272,NF
2.722198,0.43723613,NF
0.84978294,2.7469978,NF
0.72322845,-1.7378788,NF
1.7480043,2.0496922,NF
2.141591,-0.34976345,NF
1.6179792,-0.45001575,NF
1.9983166,-0.7978171,NF
1.4404079,1.0349655,NF
-0.056694165,-2.9005682,NF
1.5483679,0.48004088,NF
1.0290112,-2.3279164,NF
1.6813836,-0.8121457,NF
1.847752,1.2052187,NF
2.7952805,-1.0351641,NF
1.5152433,1.6923821,NF
0.106612995,-2.7276738,NF
1.9411772,-3.1031651,NF
3.644796,-1.8877285,NF
2.2995162,-2.0556283,NF
1.751921,1.1196647,NF
2.3099904,-0.5510688,NF
0.24925335,-1.7203236,NF
2.2360852,0.25311393,NF
1.718861,-1.5831913,NF
1.9863282,-1.4554279,NF
2.0581284,-0.3804276,NF
1.3197808,0.2546001,NF
1.9530574,-1.3217375,NF
1.1084985,-0.446681,NF
1.304321,0.17519802,NF
1.020083,-0.8573462,NF
1.6706494,-0.025101528,NF
-0.078643985,-0.20634499,NF
0.55416846,2.4638858,NF
2.8255992,2.5481606,NF
1.4025706,1.7099272,NF
1.9162005,0.31920022,NF
1.951664,-1.0982237,NF
1.8681424,-1.6328015,NF
0.30011708,1.1184169,NF
2.1509032,0.057337657,NF
0.12042444,-0.8516271,NF
-1.320376,0.39252165,NF
0.725356,0.50443614,NF
2.6023555,-0.62367475,NF
2.9644618,-0.50676465,NF
2.9432638,-1.3535622,NF
2.4829772,1.3792349,NF
1.8617445,-0.18160659,NF
1.5040877,-1.6901736,NF
1.9432905,-0.9603616,NF
0.20734815,-0.34939575,NF
2.1908605,-1.3223153,NF
0.9748511,-1.0828466,NF
1.3701742,-0.09644225,NF
1.299151,0.06709908,NF
1.7126198,-1.4527621,NF
1.3606182,-2.225856,NF
1.7354531,0.43857023,NF
1.8248698,-0.9966439,NF
0.3673868,2.3987103,NF
-0.075445145,-0.76007026,NF
1.1863959,1.1824617,NF
-0.43390802,-2.337422,NF
1.8151779,1.5411223,NF
0.9300788,1.0629288,NF
1.9652529,-1.0827613,NF
0.30562747,0.12352831,NF
1.337472,0.93430066,NF
1.1813829,1.7573634,NF
1.0551317,1.5793312,NF
1.3480048,-0.057106044,NF
0.6649415,-0.49422294,NF
2.4278367,0.53202766,NF
0.9815143,-1.25369,NF
1.1946594,-0.6697464,NF
2.0075793,2.1451578,NF
2.0470831,0.18841454,NF
2.5998552,-2.5950482,NF
2.5605812,0.09519585,NF
2.3741043,1.4138823,NF
2.182286,0.16821818,NF
1.2157221,0.032156326,NF
3.0558767,1.6210076,NF
1.9932302,-1.1657406,NF
0.8310689,0.5989016,NF
2.2103124,-0.14318669,NF
1.4561307,1.1080647,NF
0.87251276,-0.4888619,NF
0.62618446,-0.02509448,NF
1.0796477,0.9140759,NF
0.9400103,1.0501435,NF
1.2464451,1.2965076,NF
0.9075596,-0.49066845,NF
-0.23124921,1.6596926,NF
2.076096,3.3599749,NF
0.46598616,1.0578321,NF
1.1001465,-0.38565126,NF
0.6568595,1.2715634,NF
1.2995416,-0.89961636,NF
3.0401022,0.036624994,NF
-1.4213076,-1.6705265,NF
1.2323767,-0.69909537,NF
1.5000012,-1.1645136,NF
2.2223234,-2.1498733,NF
-0.9013571,-1.3825294,NF
1.7866008,-0.5736006,NF
1.4421668,-2.315677,NF
-0.35269374,0.7024366,NF
1.4078584,0.17388152,NF
1.4237454,-1.9659374,NF
1.628084,-1.7161813,NF
0.5361377,0.15727566,NF
0.6845582,-1.1191587,NF
1.8090587,-0.5413088,NF
2.3706706,-1.4538962,NF
1.8285536,1.6082103,NF
0.9272629,-0.31169632,NF
0.90864533,0.8642655,NF
1.2207367,0.65523916,NF
2.7447467,-0.4563999,NF
0.26008123,1.392293,NF
1.6808008,-1.2601178,NF
2.6070218,-1.934403,NF
1.1047908,0.37692466,NF
0.9273565,0.41240743,NF
0.52981615,-1.2284738,NF
0.45926,2.5585847,NF
1.5237068,-0.11427004,NF
1.5661947,-0.94095606,NF
0.13593003,-2.8466809,NF
2.5270002,-2.0409632,NF
1.1646446,-2.9796278,NF
4.1342483,-1.6602752,NF
1.7095375,-0.6879729,NF
0.90271974,1.3236986,NF
1.4262751,0.8545394,NF
1.1981392,1.1646159,NF
1.5524942,-1.8733224,NF
1.1573646,1.4338113,NF
2.233034,-1.4529005,NF
1.089466,0.3763905,NF
0.64049333,0.8294991,NF
1.902832,1.9963739,NF
1.1022167,0.5934196,NF
1.7118828,0.016753549,NF
1.8925953,-1.19444,NF
2.6658428,2.7328546,NF
0.06012049,-0.53021085,NF
-0.5222948,1.3250613,NF
2.1845725,-0.4664695,NF
2.3929687,-0.40110818,NF
1.6050631,1.2280128,NF
1.0780745,-0.06938787,NF
0.88413596,0.926778,NF
-1.0595598,-2.710278,NF
2.4325228,0.6158206,NF
1.1363395,0.642125,NF
2.5103354,-1.2284739,NF
1.7285553,-0.22927436,NF
1.9627526,-0.9769813,NF
1.7922256,0.5243999,NF
0.40376177,-1.9215343,NF
1.8807464,0.3094669,NF
2.0878403,-0.8141706,NF
1.6677887,1.3584105,NF
1.9231857,2.3038602,NF
1.696845,1.3914746,NF
1.9032797,0.048179843,NF
1.3553871,0.47010064,NF
1.8360544,-0.71121377,NF
1.8678688,1.1742456,NF
1.7898955,0.32635114,NF
1.1318446,-1.242565,NF
2.3309257,-1.8611735,NF
2.2031837,-1.2338456,NF
1.3400997,-0.68557125,NF
-0.74949294,0.42535073,NF
1.9433333,0.9462603,NF
0.95127606,-0.20324129,NF
0.5376655,0.23631738,NF
0.022698723,-0.88956773,NF
0.790506,1.3143679,NF
0.88155544,-0.8272624,NF
2.1892896,0.6488942,NF
2.5873039,0.7608024,NF
2.4381413,-0.4546971,NF
1.0749092,-1.4157282,NF
2.2962427,-0.55943435,NF
1.877358,-1.157843,NF
0.93766445,0.7020528,NF
1.1814158,1.0872068,NF
1.8159801,0.7121039,NF
2.5152204,-1.6926161,NF
1.2449739,0.32617992,NF
2.9562066,0.48542288,NF
1.8683558,0.14840417,NF
0.90261424,-0.4529969,NF
0.6894108,0.43230692,NF
2.2763908,-1.2842014,NF
1.0566096,0.77694416,NF
1.2559265,1.5328264,NF
0.45193788,0.783773,NF
0.87526244,-1.1901696,NF
1.0505943,0.23317668,NF
1.9311848,-0.2863144,NF
0.8177574,0.28940415,NF
0.9223784,0.9422725,NF
1.7886708,1.0745891,NF
1.1091737,0.06728007,NF
2.974737,0.4225886,NF
-0.23614399,0.8089772,NF
2.0633893,0.30926174,NF
-0.1914016,0.79012084,NF
1.1361415,1.1385052,NF
2.0787735,-0.52865916,NF
2.5292523,0.10330943,NF
1.5490255,1.205347,NF
2.0864325,1.1895752,NF
1.3632379,1.0075053,NF
-1.232916,-0.028778818,NF
1.8891448,-1.0009708,NF
1.8373374,1.318882,NF
1.7799327,1.4916841,NF
2.650085,-0.77764434,NF
-0.28121716,-0.011577143,NF
1.9146816,1.5407785,NF
1.2888867,-1.2477963,NF
1.6513836,-1.3603076,NF
2.6556838,1.2106323,NF
1.2313552,-0.49289647,NF
-0.45593956,1.8487476,NF
2.547286,-0.3092875,NF
1.8372602,-0.55538493,NF
1.9823383,0.24485223,NF
2.533872,0.016291706,NF
1.2550029,1.3984021,NF
1.8391,-2.2500634,NF
2.8287725,0.8490467,NF
1.3330017,-0.7689108,NF
1.9133611,1.1586627,NF
1.6082329,1.6142954,NF
2.9039202,-0.21161559,NF
0.85877424,-1.1692945,NF
0.9539576,-0.22146483,NF
0.79437524,-1.445478,NF
0.61049825,0.18316692,NF
1.9075276,-1.9501476,NF
-0.120189324,1.3755022,NF
1.0724679,-1.0695122,NF
2.067364,0.04793634,NF
0.13254192,0.097258784,NF
0.912662,-0.01911369,NF
1.507645,0.16904557,NF
1.7553842,-0.45227355,NF
1.1985793,0.5741353,NF
1.9431806,-0.3242964,NF
2.9478488,-1.8237907,NF
0.6638837,-1.2938557,NF
0.9823961,0.96716094,NF
1.6606983,-1.0498062,NF
0.039251257,-1.4088918,NF
2.6661615,0.9746219,NF
0.62914044,1.300795,NF
2.1823192,0.56707215,NF
1.1718713,1.783071,NF
1.626638,-0.28375742,NF
-0.27981347,-0.52644217,NF
1.8315786,1.6182536,NF
1.9326773,-0.8287709,NF
1.0966345,1.4955664,NF
-0.67622536,0.95377487,NF
0.44826937,-0.35893425,NF
0.67605436,1.8147097,NF
2.397346,0.35203227,NF
2.3358626,-0.22523133,NF
2.3260033,-1.2727668,NF
1.4878669,2.0620832,NF
1.255471,-2.3206384,NF
1.2081902,1.3431107,NF
1.8494378,0.14087044,NF
0.49210128,0.56427485,NF
2.3252058,0.98127604,NF
2.5766754,-2.9201596,NF
2.9927409,-0.5233552,NF
1.8368908,-1.864271,NF
3.2939124,-1.4797999,NF
1.4573408,-1.4402128,NF
2.2072206,-0.7573505,NF
2.0312984,-1.0300535,NF
2.9143167,-0.88351744,NF
1.6810454,1.1320776,NF
2.669032,-0.26055303,NF
2.274177,-0.34061778,NF
2.0418222,-0.59885174,NF
2.5442624,0.1594065,NF
1.7043004,1.2407985,NF
0.7589034,-1.2472514,NF
0.80388856,1.8550599,NF
0.69749755,2.3542154,NF
0.4047832,-2.1809285,NF
1.7938067,-2.8689518,NF
1.0365397,-0.23871261,NF
1.7657472,1.7141608,NF
2.1422758,1.0060954,NF
2.8873248,-1.5469223,NF
0.9947494,-0.5772545,NF
1.4443542,0.4758766,NF
0.95809644,0.97181886,NF
1.2412094,-1.960984,NF
1.4341608,-1.3632113,NF
0.2869511,-1.1495527,NF
2.1501539,-0.7714067,NF
1.4911265,-0.44371814,NF
1.7899852,0.74634755,NF
2.0166678,1.0769074,NF
-0.76101387,-1.0521129,NF
1.6644977,0.3064733,NF
-1.6629761,-3.061452,NF
1.7472551,-0.24093574,NF
2.2303689,0.5551795,NF
2.0534358,0.7964083,NF
0.40768385,-0.11389233,NF
2.4622185,-1.6138628,NF
1.1826544,-0.15358281,NF
1.6670849,-2.2358513,NF
1.8092651,0.4399378,NF
1.9160607,0.44023502,NF
2.2804303,-0.31999928,NF
0.31437537,0.60287744,NF
1.9215126,0.56544393,NF
-0.23965728,-1.0790441,NF
1.7730438,1.1867933,NF
0.030143,-0.6528613,NF
3.0865884,-0.7475428,NF
0.433789,-1.4149711,NF
2.8185487,1.7765127,NF
0.42309263,0.57295054,NF
0.13746944,-0.59312147,NF
2.7831006,-0.78748804,NF
3.0649772,-0.7517177,NF
0.90683925,1.2343336,NF
1.8369617,0.08151608,NF
1.8726051,1.5661496,NF
2.4541945,-0.19311367,NF
1.538399,0.21235423,NF
0.9054908,-0.64167935,NF
-0.02674807,1.1580641,NF
1.1248981,-0.29433718,NF
1.6071874,2.1478837,NF
1.8594201,1.2455065,NF
2.5255365,1.6131219,NF
1.0901382,-2.2996597,NF
1.3010997,-0.743109,NF
0.47073963,0.96126056,NF
0.8483354,2.52737,NF
2.3115757,1.2700053,NF
1.3651534,0.60628057,NF
1.8380774,0.884919,NF
1.5440338,0.69503975,NF
0.8516625,-0.30521643,NF
3.706823,-0.0951719,NF
1.404765,1.2643979,NF
0.54049164,-0.6672034,NF
2.8316774,-0.35926503,NF
0.73357344,1.8561931,NF
2.2066948,-0.52252173,NF
0.83149433,-0.45256323,NF
1.6162126,-2.036381,NF
1.3775296,-0.351714,NF
0.83550274,-0.060038667,NF
0.094897784,0.68540394,NF
1.7796268,-1.079223,NF
-0.2313262,-0.6341133,NF
1.7593842,-1.0211691,NF
1.4217418,-1.7435336,NF
2.4122863,1.1709077,NF
1.7769657,1.2981341,NF
1.8110405,-1.4869446,NF
1.747788,-0.4152733,NF
1.4716353,-0.18826456,NF
2.3015206,-0.3700989,NF
3.1280198,0.40536755,NF
0.81738096,1.0657612,NF
2.6009998,-0.23430255,NF
0.19336256,2.0801687,NF
0.75906795,1.0640483,NF
2.6230092,-0.4764218,NF
0.019980092,-0.6997761,NF
1.0333593,-1.4943699,NF
1.715653,-0.9527385,NF
0.41689575,-2.4851062,NF
0.73798335,0.21943933,NF
-0.84417474,-0.641727,NF
0.93481565,-0.80221075,NF
3.2164898,0.4208337,NF
0.61178607,2.2195837,NF
2.0827293,0.16091569,NF
2.8608177,1.2178081,NF
1.1950624,-0.18703942,NF
1.4668299,-2.4247901,NF
0.7924479,1.1954119,NF
2.4355826,-0.3968113,NF
-1.1639069,0.19898488,NF
1.0023147,-0.62357825,NF
0.11809654,0.84858,NF
1.523886,-0.73054963,NF
1.8710221,-0.6942636,NF
1.3799129,0.10421938,NF
1.9273089,-1.4755411,NF
2.0182989,0.13411705,NF
0.6212485,1.4994333,NF
1.4341464,-0.5322022,NF
0.34538466,1.0505174,NF
-0.13515525,1.0865806,NF
2.6082287,0.45701653,NF
1.1903958,-0.057651162,NF
0.16482171,-0.22119284,NF
0.7444835,2.0411036,NF
3.239549,-2.7610524,NF
0.97481775,-2.4547615,NF
1.3515989,0.51697797,NF
1.7096939,-0.7879179,NF
2.047256,-1.1003752,NF
2.0200446,0.2817366,NF
1.1451465,0.08819458,NF
1.1406904,0.33493435,NF
1.5247121,0.26872358,NF
1.4799098,1.155153,NF
0.8681386,-1.2003434,NF
2.7532701,1.3352225,NF
-0.01577659,-0.07712667,NF
1.5976086,1.7445395,NF
0.3727125,0.36686972,NF
0.5567259,-0.861151,NF
2.3488758,1.1443752,NF
2.2665157,0.8140591,NF
0.5959112,-0.849153,NF
1.5489062,1.1334943,NF
2.161562,-1.4385667,NF
2.2816238,0.37954652,NF
2.5904942,-0.7575834,NF
3.3093624,1.1010731,NF
2.1123204,0.26759657,NF
-0.13742736,0.81457144,NF
2.1045363,0.88867235,NF
2.5832586,1.8882476,NF
0.18009761,1.3313566,NF
0.81179917,-0.58738583,NF
0.93564665,0.34767035,NF
1.710929,-0.52510434,NF
2.1277304,-0.94059765,NF
1.4871924,-0.32070103,NF
0.78299856,-0.31018254,NF
2.0728347,-2.6352243,NF
1.8302557,-0.3823893,NF
0.69619,-1.9675694,NF
1.9866686,0.2626376,NF
2.9279947,-1.7940099,NF
2.8976905,-0.116240956,NF
1.2271545,1.8038114,NF
1.3380297,1.6635114,NF
3.0886269,-1.1414187,NF
0.030135516,-1.619996,NF
2.5893686,-0.397233,NF
0.8413158,2.295264,NF
0.22716357,1.4048158,NF
1.022331,-1.2566934,NF
3.603792,-0.040810253,NF
-0.3200044,1.2262683,NF
-0.12790391,1.0754821,NF
1.2347648,-0.72276086,NF
1.0587167,-0.9260758,NF
1.4148207,1.4860984,NF
2.304381,-0.87481475,NF
0.9447593,-0.55245537,NF
-0.8640888,-0.18341692,NF
1.6495781,0.92294204,NF
1.0272958,-0.8716252,NF
0.541339,0.6139852,NF
2.0688019,0.22189575,NF
2.533694,-0.49224398,NF
3.1444185,-0.32189056,NF
1.260568,-0.4946253,NF
1.2133442,-0.74690765,NF
1.521827,0.9217778,NF
1.7058815,-0.5402567,NF
2.2259498,-0.04709776,NF
1.8489071,2.1035848,NF
1.6062799,-0.7254568,NF
1.04955,-1.1573201,NF
1.0732487,0.21909845,NF
1.3782284,0.07886369,NF
1.9495283,0.41321355,NF
0.6167714,-0.72570807,NF
