X_pca_harmony_0,X_pca_harmony_1,disease
0.86736953,0.79270685,CM
2.880895,-0.59114414,CM
0.022850208,-0.06455768,CM
0.17500484,0.26161772,CM
-1.5551207,1.3058175,CM
-1.2400966,2.0105479,CM
-2.1525834,1.666488,CM
-2.4794219,1.962949,CM
1.5654325,0.78101784,CM
-0.9168316,0.19730653,CM
-1.5060636,1.4321499,CM
-0.49423325,-1.8697761,CM
3.698029,-0.8187778,CM
-2.4660778,0.30835244,CM
-0.2542683,4.055465,CM
-1.1389173,-0.3223479,CM
-2.371696,-0.64373595,CM
-1.3309025,2.725787,CM
-1.7066482,-1.9018725,CM
1.6582137,-1.4254258,CM
0.65561295,-0.6713611,CM
-0.5101777,1.9921222,CM
1.1265543,2.532744,CM
2.6806166,0.50735223,CM
-0.79074407,2.305563,CM
2.3767893,-2.0056965,CM
-0.56758237,-1.7983427,CM
-1.4169933,2.6791472,CM
1.387114,-1.4679844,CM
-0.8002945,-0.50763685,CM
-1.2021973,0.82794565,CM
-0.2930048,0.8752075,CM
0.11037092,0.42814252,CM
-2.2414377,-1.9379739,CM
1.8458349,-0.88906014,CM
-0.106175154,0.302901,CM
0.9894344,0.14805809,CM
-0.69642156,2.3708167,CM
-0.7216779,1.6217749,CM
0.87305236,-0.87678105,CM
-0.6191918,-0.3280986,CM
-1.1618857,2.445196,CM
0.2766664,1.976979,CM
-1.3254145,-1.6894062,CM
1.8861811,0.10930528,CM
0.6827575,0.8867636,CM
0.47510445,-0.54248387,CM
0.51990956,1.6257272,CM
-0.7629451,0.33206025,CM
1.2728745,-0.8271966,CM
-1.6672721,-0.28508794,CM
0.96095824,-0.96240485,CM
-1.0671116,-0.6275378,CM
2.4578464,-1.4688957,CM
-1.6923363,0.29142,CM
-2.1849148,-2.7311993,CM
1.8951368,-1.953834,CM
1.1390147,-0.75223196,CM
-0.5731987,-0.6115781,CM
-2.9255297,-0.17338204,CM
-0.94068027,0.97714436,CM
0.59001356,-0.88254774,CM
-0.4822293,-0.3585404,CM
2.554509,-2.6954966,CM
-2.0963883,-0.83831763,CM
2.2175517,-1.7901406,CM
2.020128,-1.1520627,CM
-0.011556937,-0.73056924,CM
0.785949,-0.9106757,CM
-1.5634166,2.288428,CM
-0.54635584,-1.0469445,CM
0.6870317,-0.070407875,CM
1.5077941,-0.65892416,CM
-0.49272776,1.5036782,CM
-0.12745892,1.8346753,CM
0.89881694,1.8002969,CM
-1.8331158,1.636167,CM
-0.853776,-1.8517015,CM
1.219613,-1.539693,CM
-1.6226965,0.30930337,CM
-3.0937467,-1.4739183,CM
-0.7389997,2.9940007,CM
1.4026496,-2.4449139,CM
1.4930927,-1.0440199,CM
-2.4775653,0.28217965,CM
0.73273885,0.94212687,CM
0.23154937,-2.5892482,CM
2.5582638,-1.4219418,CM
-2.022586,1.0291762,CM
0.080012456,-1.4874206,CM
-0.55152774,0.3925617,CM
1.6193464,-1.1530081,CM
0.95989615,-0.42871597,CM
-1.914157,-0.017012222,CM
-0.92673486,-1.5279789,CM
-3.4023688,-0.8817609,CM
2.526206,-1.1889158,CM
0.28583515,-0.37523535,CM
2.5122693,1.3145498,CM
-0.008192804,0.5726119,CM
2.13693,-0.8449875,CM
-0.7590013,-0.37649733,CM
1.7862912,-0.05853957,CM
0.44954273,2.632756,CM
-0.11544251,1.7580242,CM
-1.237696,2.2508197,CM
0.51270473,0.51514435,CM
1.5034494,-1.4581398,CM
-1.8698914,-0.1348775,CM
-0.7706494,2.16711,CM
0.42302498,3.1738021,CM
-1.6846209,-0.54159003,CM
2.1332989,-1.4712721,CM
-3.478354,0.1858501,CM
-0.3037625,0.072510116,CM
1.2427145,-1.4483964,CM
-1.1698637,0.97377646,CM
-1.5158646,-0.2915351,CM
-1.8994952,-1.0059795,CM
1.1475551,-1.1062982,CM
-0.96496147,-0.546992,CM
2.097863,-0.92088765,CM
1.1941481,1.5529418,CM
-1.9993565,1.4414921,CM
-1.1454374,1.2005188,CM
0.7980979,-0.05796494,CM
-0.13656187,-1.9433104,CM
-0.1706334,-2.07933,CM
-0.1514099,-1.4789642,CM
0.120176375,0.3053857,CM
-0.4509956,1.1961869,CM
-1.5990992,1.7719681,CM
1.4591542,0.5633211,CM
-1.4619073,0.41009903,CM
1.4725348,-0.5561653,CM
1.8701328,-1.6952446,CM
-2.4834852,-0.69069844,CM
1.2237766,-0.96415377,CM
-0.28721586,-0.03328447,CM
-1.0055032,0.8611439,CM
2.355895,0.59978175,CM
-0.8513258,-1.4440233,CM
2.1106484,-1.3019867,CM
0.6195232,0.063214496,CM
-1.6508011,2.221544,CM
2.708534,-0.11093125,CM
-2.9988647,-0.5018675,CM
-1.1439891,-0.20146364,CM
1.6483084,-1.7897851,CM
0.11650916,0.7052619,CM
0.70588076,0.01302344,CM
-0.7726961,0.43204048,CM
-0.30474997,2.3496897,CM
-2.2487247,-0.7921927,CM
0.9068591,0.3743491,CM
-1.072264,1.1102704,CM
2.1950996,-0.640158,CM
2.379294,-1.1839161,CM
1.7217752,-2.8445415,CM
-0.6070616,0.55389404,CM
-0.17417023,1.9694594,CM
-2.1943195,-1.7730488,CM
1.3458158,0.37834623,CM
1.5333638,-1.8753299,CM
-2.592427,-1.0796134,CM
1.479445,-1.2058837,CM
-0.548902,-1.0645531,CM
-2.4979427,-3.2610064,CM
2.341955,-1.3761518,CM
0.5108282,-0.84754056,CM
3.1612377,0.30543277,CM
1.3443615,-0.5900742,CM
1.9390547,-1.974849,CM
-3.6002522,-0.69950765,CM
-2.3132124,-1.9785608,CM
1.380287,-0.6621711,CM
-0.396934,1.182999,CM
-2.147826,-0.04136132,CM
0.7122518,-1.892179,CM
-0.0062516485,2.7783997,CM
-1.6865665,1.0956757,CM
1.9436649,-0.84580016,CM
0.5751979,1.0087969,CM
-0.052366536,0.9761779,CM
1.8144307,-1.2422146,CM
-2.4466534,1.0677025,CM
0.23823223,-0.9262394,CM
-0.7265723,1.2468108,CM
2.0166242,-0.852236,CM
1.558083,-0.61874133,CM
1.2633536,1.342078,CM
0.5292584,0.60641444,CM
0.93763536,-0.15627532,CM
0.98191214,0.7369735,CM
-0.036894053,0.8332989,CM
0.597057,-1.1756494,CM
2.6663105,-0.1124564,CM
-2.7416604,-0.19525543,CM
-2.386692,1.4465514,CM
1.9387599,0.076440565,CM
0.028507989,-0.43399572,CM
1.6285756,-0.73752683,CM
-0.6302143,1.1606491,CM
-2.371504,-2.6508374,CM
-0.77069765,-1.5187191,CM
0.74919915,2.4053955,CM
-1.194668,0.13994452,CM
-1.0794837,-0.048161015,CM
0.2836597,-0.6214975,CM
1.6411577,-1.9332402,CM
2.5945153,-0.07365239,CM
2.2953663,-1.7586193,CM
-3.0696568,-0.5741533,CM
2.1979053,-0.4839024,CM
-1.9360301,0.024331724,CM
0.43195948,3.7126846,CM
-0.3063182,-0.0887224,CM
-1.261528,0.7732606,CM
1.5360985,-0.7329265,CM
0.78869003,2.2310925,CM
1.1834502,0.18219778,CM
-2.7004864,-0.24540636,CM
-1.012111,0.35308123,CM
-1.8675178,-0.93444574,CM
-2.1280603,0.36934397,CM
-2.5955813,-2.3383653,CM
-0.6754914,1.0367309,CM
1.3954333,-0.5774251,CM
0.789443,2.5676358,CM
-1.6336066,-1.8891644,CM
-2.4605975,1.8853191,CM
-0.8591569,1.6446034,CM
0.97214687,-2.557967,CM
1.4907166,-1.5105629,CM
1.2277329,0.3710636,CM
-0.6454519,-0.087409474,CM
-1.8053447,0.6364009,CM
-0.6695633,2.9701526,CM
-0.16314927,-0.40857878,CM
0.5144948,-0.93223333,CM
1.0474291,-0.7844511,CM
1.5998099,-2.3953495,CM
-2.7786126,1.9486462,CM
-1.4385979,0.2935338,CM
-1.3598822,-1.1079785,CM
-0.7956459,2.1496437,CM
0.4652094,-0.39468005,CM
-1.514336,-0.5935233,CM
-1.8150185,0.85323143,CM
-2.1255028,0.9012753,CM
0.19488023,0.57436824,CM
-2.0438757,-0.714461,CM
2.248574,0.7615459,CM
-3.3575654,-3.7350001,CM
-0.49270827,2.0320039,CM
-0.1359024,-0.6491625,CM
0.70870155,0.6307441,CM
0.25994205,1.2180681,CM
1.9664795,-1.626583,CM
0.2850921,-1.1268288,CM
0.31659982,1.9337741,CM
0.08395118,-0.8631753,CM
0.16252214,-0.32501376,CM
1.9598626,-0.09179389,CM
-0.6739398,1.1557807,CM
1.8673737,-1.0331639,CM
-1.2579063,0.45243064,CM
0.039566163,0.06239384,CM
0.16192697,-1.6418209,CM
1.0908601,-2.2293382,CM
2.0370193,-1.1336576,CM
1.3369666,-0.37921894,CM
0.77362484,0.04800079,CM
1.7812204,-1.6545858,CM
1.7727748,-1.8226285,CM
-1.061717,-1.4339095,CM
0.76747876,0.32933682,CM
2.3225844,-1.1959562,CM
-1.4484354,-0.57771635,CM
1.3373181,0.834287,CM
-0.7218609,0.2697988,CM
-1.1798066,-2.0409164,CM
1.0053614,-1.3586049,CM
1.5935954,-1.8118507,CM
2.2060962,-0.93571395,CM
1.9917481,-0.4282888,CM
-0.71152467,-1.0157057,CM
1.6747631,0.13048849,CM
-1.600915,0.53929657,CM
-0.19268788,-0.46420133,CM
-1.1927863,-1.1147019,CM
0.6927942,-0.46205795,CM
-0.7758764,2.6695716,CM
-1.4966797,0.6645645,CM
-1.6682876,0.051758934,CM
1.525734,-0.7338655,CM
-0.39911,2.6335912,CM
-2.1141958,1.2656128,CM
1.0317227,-1.6350986,CM
0.75907016,-1.1435872,CM
1.1399099,-0.648013,CM
-1.766118,-2.4592996,CM
0.3528191,-0.37962982,CM
-1.0008708,0.99703014,CM
2.0715826,-1.3786148,CM
-0.3438747,1.2840899,CM
-1.0447744,-1.4534193,CM
0.33428028,-0.32690576,CM
0.908371,-1.0114515,CM
1.5987463,-1.0475671,CM
-1.2427608,-1.4121312,CM
-1.9733995,-0.4651194,CM
-0.37340918,2.3878627,CM
-0.86806184,-0.5680136,CM
1.8448752,0.22701925,CM
-1.2480557,0.9192644,CM
-2.1551611,-1.8544283,CM
0.7087351,0.66426224,CM
0.40118715,3.6912494,CM
1.9444036,1.0770192,CM
0.96235096,2.3565886,CM
1.0069144,-2.2403114,CM
-1.592578,0.2554915,CM
0.36664742,0.15357645,CM
1.1130928,-1.8438032,CM
-0.93891835,0.7503655,CM
-3.0214982,-0.38025385,CM
0.36128944,2.3549688,CM
-0.12658314,2.9255705,CM
0.4624054,0.88134193,CM
0.012899118,0.21121731,CM
-0.89755017,0.89609975,CM
-1.4889288,1.1262982,CM
-1.5020267,-0.14221619,CM
1.1004168,-1.4685814,CM
1.1130556,-2.6312916,CM
2.9645653,-1.7814016,CM
0.1257315,-0.006024161,CM
2.0726218,-1.6500889,CM
0.10717439,-1.5965457,CM
-2.8950448,-2.9948144,CM
0.618189,0.5393409,CM
2.3047857,-1.1983114,CM
-1.0302488,1.9408618,CM
2.70135,-1.3997412,CM
-1.3214785,0.564748,CM
1.5716445,0.93058664,CM
0.27985293,-0.90760016,CM
0.3246598,-0.50295824,CM
-0.82957405,2.6296604,CM
0.96034086,0.9518757,CM
0.22929694,0.18832092,CM
0.19224723,1.2836065,CM
-0.83167195,2.3839247,CM
2.1142654,1.0785745,CM
-1.5918952,-2.21825,CM
-1.9506378,1.5195442,CM
-0.013210186,-2.1131892,CM
0.20129639,1.0730499,CM
2.2235544,-0.8448356,CM
-2.311309,-1.7701727,CM
-3.4109614,-2.0845318,CM
1.715574,-1.4173546,CM
0.4092103,-1.0220983,CM
-0.9085423,2.295212,CM
-2.3165004,0.25329876,CM
-2.3289275,0.011456471,CM
-1.538216,0.20995963,CM
0.8012507,-1.3488711,CM
0.18248732,-1.60443,CM
-1.1343591,-0.41302365,CM
-0.7320961,2.1486356,CM
-0.76457393,0.8348544,CM
-0.43750566,0.42398414,CM
1.8165991,-0.2334426,CM
-1.6890631,-1.2142848,CM
0.23221178,2.1848555,CM
0.80903524,-0.17089361,CM
-0.058564108,0.87651646,CM
-0.48840812,1.6361215,CM
-0.87445325,2.895579,CM
0.434188,-1.939387,CM
1.0353566,1.1487195,CM
-1.9392267,-0.955086,CM
1.5794917,-1.7171773,CM
1.3915236,-1.0203596,CM
0.89548135,-0.19471818,CM
0.6118082,0.8970195,CM
-0.43162265,0.6528305,CM
0.26879662,-1.7196558,CM
-1.8489997,1.473863,CM
1.0090867,3.2939348,CM
-1.0479155,1.8689013,CM
1.6083311,-1.4658666,CM
1.820982,-0.7560992,CM
0.91818655,-0.58006656,CM
-1.956462,1.1978792,CM
-0.09715398,-0.9663829,CM
0.8866449,0.54740834,CM
-1.0393716,-0.81283826,CM
1.1840568,-1.6900223,CM
0.88655114,2.653242,CM
-1.7022015,1.6149806,CM
-0.007890051,-1.3699235,CM
0.92181647,-1.1094327,CM
-0.45048958,-1.2395848,CM
0.9525688,-1.9667575,CM
-0.44162947,1.3600392,CM
-0.71545345,-1.2123089,CM
1.1985592,1.019581,CM
-0.2657421,-1.5347229,CM
-1.3282173,-0.23379992,CM
-2.2350428,0.8019939,CM
1.0041505,1.5711068,CM
-2.0817645,-2.8136084,CM
-0.9176474,0.8554445,CM
1.0612181,1.8998544,CM
-0.21323456,1.04397,CM
1.8554515,-1.5153962,CM
1.3693999,-0.09563802,CM
-1.3089077,1.6766641,CM
-1.9392163,0.8710543,CM
-1.2990733,2.048128,CM
1.3254867,1.9608147,CM
1.0738013,1.4634805,CM
-2.0716155,-1.4770579,CM
1.9103185,-1.0236648,CM
1.3159969,1.2271777,CM
-0.025199942,-1.0388826,CM
1.4277965,-2.347956,CM
1.3341694,-0.37888795,CM
-2.0826511,-1.7527227,CM
1.133013,-1.4441111,CM
-2.2665524,-3.1613092,CM
0.081870176,-0.50167906,CM
-2.0325515,0.13907474,CM
-0.08225012,-0.18503058,CM
1.2889237,-0.6475419,CM
-0.99267036,0.08391431,CM
-1.4119304,-0.4269174,CM
-1.7399997,0.7282181,CM
0.8545796,-0.47832352,CM
-0.15277074,-0.9247865,CM
1.5973421,-1.2818933,CM
1.986438,-1.0665088,CM
-3.21342,0.13758066,CM
0.85404783,0.70231175,CM
0.809513,-0.04728166,CM
0.46506703,2.5092545,CM
-2.1202269,-2.5567071,CM
-3.0048678,-2.0414934,CM
0.26538655,-0.98938346,CM
2.4710143,-2.1843512,CM
-0.6063148,-0.41070142,CM
-0.8632081,-0.31900615,CM
-1.6384205,0.5839437,CM
0.8254692,-0.24606794,CM
0.6236994,-0.6957812,CM
0.28489333,-0.9773668,CM
0.13995355,0.32763672,CM
-1.6633002,1.0163553,CM
-1.8900174,1.0998985,CM
0.8472487,-1.840873,CM
-1.1939734,0.23956165,CM
-0.13782343,-0.76244736,CM
-0.73347336,-0.20263675,CM
2.5084066,-0.64178944,CM
-2.3672805,0.16935466,CM
1.127243,1.4895555,CM
-0.34223026,1.7111646,CM
-1.993613,0.19013828,CM
0.60438603,0.5551817,CM
1.4333663,0.7365389,CM
-0.19435604,1.1574543,CM
0.053055156,0.43913418,CM
1.8128275,0.15074071,CM
0.07066037,2.0393515,CM
1.4023912,-1.8820508,CM
-1.0362213,-0.53014976,CM
0.90379083,1.1440433,CM
-1.4543762,1.1915061,CM
0.07048166,1.7012483,CM
0.15873519,-0.36358404,CM
-1.4699309,0.02890237,CM
-0.1416295,0.90101594,CM
-2.0732663,-1.5703548,CM
0.82430184,0.79448384,CM
1.2532103,0.65991783,CM
2.6816561,-0.7673508,CM
2.852271,-1.8355883,CM
1.2749848,0.04147132,CM
0.71938217,-2.0726357,CM
2.0713854,-1.1010336,CM
-1.5564454,1.7913283,CM
-0.34320527,-0.3747861,CM
1.9200914,-1.0524681,CM
0.5240183,-1.5965745,CM
1.6863127,0.81297404,CM
-0.5311065,0.6118968,CM
-2.8609118,-0.31677026,CM
-0.27705798,-1.1853043,CM
1.427242,0.30302984,CM
-0.40898067,-1.4778771,CM
0.3281336,0.38104865,CM
-0.27839175,1.7633617,CM
0.5047905,0.99614793,CM
1.4432133,0.7797752,CM
-0.89391893,2.607129,CM
2.3010137,-3.1259735,CM
-2.419446,0.5919693,CM
-0.08581538,-1.3806859,CM
0.97435194,1.2886161,CM
1.4463347,-1.6551064,CM
-1.0734506,1.0182635,CM
-1.0698638,-0.6515871,CM
0.22018272,-0.976812,CM
0.13053279,-0.6600558,CM
0.65987575,-0.3516628,CM
-0.7433722,-0.4975063,CM
-1.680236,0.8343467,CM
-1.5820364,-0.61073935,CM
0.4964325,0.7584254,CM
-1.9939129,-0.009824347,CM
0.38367322,2.7553794,CM
-2.1363676,1.0987244,CM
0.3830231,1.2997772,CM
-0.49878865,-1.8952726,CM
0.2605747,0.73405933,CM
0.09632801,-0.6068138,CM
0.5678571,1.5925896,CM
1.346638,0.3641015,CM
-1.0103766,-0.77749467,CM
2.4329784,-2.4420474,CM
1.3527179,0.5001712,CM
0.8525083,-1.145844,CM
-1.8777589,-1.2449273,CM
-1.2486901,-1.2663618,CM
-2.472123,-0.25575686,CM
-2.0123086,1.1382213,CM
0.20322262,1.5480572,CM
2.5966256,-1.7155809,CM
-0.268132,3.1793845,CM
-0.3858306,3.3893564,CM
-0.51063395,-0.23236984,CM
-0.24747208,2.4737616,CM
-0.66253644,0.45088458,CM
-0.2970054,1.7181967,CM
0.43679312,1.5916321,CM
1.9464495,-1.3275988,CM
1.3928938,-2.2294734,CM
-0.7808775,0.43821007,CM
-0.55839217,0.9815152,CM
-0.46121737,2.2040386,CM
-0.5261923,2.0623324,CM
-0.6735483,1.5020905,CM
-0.16179858,1.0475365,CM
-3.3441787,-0.36751068,CM
0.3906989,-1.0580931,CM
-0.63917094,2.4651506,CM
1.435108,-1.3427618,CM
1.5035757,0.9822038,CM
2.3460999,-0.8999183,CM
1.3199556,1.1520134,CM
-1.8544673,0.17622826,CM
-0.73726344,2.7033293,CM
-1.7838243,-0.30306965,CM
2.0866272,-1.5662696,CM
-2.4650486,-1.8913049,CM
0.7552308,-1.3789876,CM
-0.4405504,0.70964104,CM
-1.0795152,-1.8130046,CM
2.524265,2.547681,CM
1.4876827,-0.81383944,CM
1.4667343,-1.716919,CM
-0.45962557,0.05642152,CM
-1.5115349,2.5927851,CM
-0.6783608,-1.2546259,CM
-0.3387063,-0.40704924,CM
-0.09040513,-1.6707493,CM
0.630668,-0.49401313,CM
0.7805854,-1.8490279,CM
-0.3734202,1.9403887,CM
-2.6364179,0.91087496,CM
1.022321,0.33133322,CM
-0.4979341,-0.13917945,CM
2.1661339,1.0011467,CM
0.8520009,0.27531332,CM
0.050259043,0.35160476,CM
0.15015303,-1.803158,CM
0.7543824,-0.12696762,CM
-0.26133835,1.5785515,CM
-0.42174697,-0.93626595,CM
-1.9077005,0.83421135,CM
-0.1981715,-1.0077479,CM
1.6362885,-1.5759678,CM
2.1371608,0.20238692,CM
0.50428796,-1.4920388,CM
-2.2791188,1.5759147,CM
1.1829531,0.8376638,CM
-1.7138561,1.1353418,CM
2.4592893,-0.8512068,CM
-1.4225806,-1.2781442,CM
-1.4777733,-2.00548,CM
2.1957242,-0.19509812,CM
-3.191611,-2.4731925,CM
3.1407068,-1.4509317,CM
-0.03024762,-0.9972058,CM
-1.8937804,-0.90314347,CM
1.3601496,1.0125135,CM
-3.8724172,-0.6504009,CM
-3.7729845,0.3384567,CM
1.2019598,-1.6879607,CM
0.030016948,-0.6153303,CM
-1.1220092,-2.182466,CM
-1.3584669,2.3921983,CM
0.09734115,1.1645266,CM
1.3707887,-1.265058,CM
-0.87225866,1.091957,CM
0.4885401,-0.63527507,CM
1.807076,-1.0463017,CM
1.0822504,0.83474207,CM
-0.17379968,-1.2062392,CM
-1.1123616,0.22709914,CM
0.5346936,-0.36831808,CM
2.7427492,-1.5473679,CM
-3.3124788,-0.9863139,CM
-0.8052018,1.2501938,CM
-1.3970629,-1.1343989,CM
-0.66688323,-0.16254812,CM
0.5626361,1.2049484,CM
1.4600581,0.2656372,CM
-0.028270157,0.9851322,CM
-0.66811883,-0.8050695,CM
-2.3600159,-0.96059144,CM
1.7802954,-1.0657154,CM
-2.0904596,1.2022977,CM
-1.2071297,0.1998098,CM
-0.057798658,2.9862728,CM
1.5880123,-0.4203401,CM
-0.83311564,1.011528,CM
-1.1041472,-0.8833014,CM
0.64638317,-1.6074536,CM
1.8946843,1.9298811,CM
1.4447978,-1.3917782,CM
1.2523654,-1.402653,CM
-2.0865192,-1.6380024,CM
-0.27818006,0.5949291,CM
-0.6613483,-0.8947861,CM
-1.2974247,1.2275527,CM
0.00047782378,0.2884162,CM
0.25441924,-0.4210383,CM
1.7179098,-1.908961,CM
-1.6383524,0.43267983,CM
-2.655052,-0.73965126,CM
-0.13984275,2.4513767,CM
-0.8599743,0.989118,CM
0.6959196,-1.5843769,CM
-0.7659318,2.1045737,CM
1.7157447,1.1464573,CM
-0.47223896,0.2968387,CM
-0.47518927,1.8179883,CM
-1.1387522,0.54523885,CM
-0.60349476,1.7131523,CM
0.2412102,2.5994182,CM
0.8487047,0.31536922,CM
-0.9296274,-0.14138679,CM
1.6396487,-1.1545836,CM
0.7132774,-1.6504372,CM
0.56099045,1.8019316,CM
-1.5636209,0.3568649,CM
-0.71435285,0.7293791,CM
-0.26138148,-0.64737165,CM
1.3837683,-1.6195014,CM
-0.7556502,2.5974464,CM
3.1775177,-0.25860187,CM
1.9956876,-0.29575267,CM
1.066351,1.6791744,CM
-1.2923893,-0.039584856,CM
-0.57098305,-0.15420851,CM
-0.3845058,2.4638038,CM
-1.7631338,-0.19114713,CM
-1.7086529,1.6929473,CM
0.8552243,-1.5525671,CM
-0.36002713,-1.6778494,CM
-2.77493,1.3008188,CM
-0.94982994,2.355933,CM
-2.9975498,-1.1509442,CM
-0.8572928,1.1656356,CM
1.9592195,-1.4981741,CM
0.2819211,-0.22077692,CM
-1.4792298,-1.9635894,CM
0.7582975,1.769163,CM
2.713415,-0.76096535,CM
0.31473836,0.25338987,CM
-2.2401927,-0.98197955,CM
0.51543695,-0.0062807263,CM
-0.75441295,0.69683814,CM
0.8612415,-1.0446036,CM
0.7448846,1.3462069,CM
1.5621021,-0.32709628,CM
-0.9597156,0.6535912,CM
-1.5398576,-0.70897764,CM
0.26251137,0.39057988,CM
-2.393601,0.86640733,CM
0.106715605,2.4980142,CM
2.1079965,-1.589262,CM
1.1445045,-1.8212726,CM
0.9217259,0.019992065,CM
-1.0425153,0.3148792,CM
-1.1848091,-0.44663483,CM
0.33209592,0.93566006,CM
0.9154105,-1.6746836,CM
1.2004769,1.3762269,CM
1.350386,1.219974,CM
1.0846791,-1.5876756,CM
0.29828027,1.7804753,CM
0.20255516,1.7989386,CM
-1.1718793,0.9306292,CM
-0.6564989,2.243913,CM
0.27113396,0.74084514,CM
1.7509793,-2.8091018,CM
-0.9276365,-0.3324662,CM
-0.40130058,0.82419163,CM
-0.14692938,1.8370596,CM
-1.5671564,0.68828076,CM
-1.2470328,-1.6834203,CM
-0.030865911,1.2021319,CM
0.77397794,-3.2536662,CM
-2.815997,-1.7531329,CM
-1.2726641,0.5192234,CM
0.9070177,3.456054,CM
0.16331139,-0.7985149,CM
0.73326623,-0.23568374,CM
0.32991767,-0.35437492,CM
1.7473462,-0.57959414,CM
-0.89491343,-0.07280059,CM
3.1600757,-1.5612639,CM
1.7716514,-1.8177003,CM
-0.22354138,2.500653,CM
0.49252233,-2.6787183,CM
1.175859,-1.1964102,CM
-0.2304148,1.1885384,CM
0.52501637,-0.68180263,CM
-1.4266646,0.7946039,CM
0.044153195,1.1583643,CM
0.97571206,-1.7320764,CM
-1.3935256,1.6101601,CM
0.43527305,2.4120255,CM
0.5365785,-0.43105626,CM
0.5708852,-1.0156635,CM
0.594097,-0.9109553,CM
2.399138,-0.7629322,CM
1.5986166,0.339347,CM
-0.2271178,0.65001935,CM
0.33699772,0.16708653,CM
1.5830902,0.6736388,CM
0.02784493,1.1371883,CM
0.0011864429,-0.8405435,CM
-0.46208864,-0.69655216,CM
-0.93452543,-0.37457886,CM
-1.6386439,-0.6122358,CM
1.0780764,0.44230935,CM
0.33578095,-2.6715543,CM
1.607792,1.9285495,CM
-2.8863585,1.1970776,CM
1.5575125,-0.5442312,CM
-2.770958,0.09945603,CM
-2.097791,-1.3547515,CM
-1.1114355,2.7051888,CM
-0.5929736,-1.9572413,CM
2.0070567,-0.5751445,CM
-1.401557,2.7550972,CM
1.2704082,0.7199161,CM
-0.6025315,0.46038762,CM
-0.83514225,-0.45762494,CM
1.9394004,0.7676834,CM
1.7711477,-1.4027689,CM
0.3190845,-0.66446364,CM
-0.7372327,0.85058606,CM
-2.1584144,-1.1655836,CM
0.21369594,1.8889639,CM
0.13264318,-1.0640489,CM
-1.1800334,2.4111805,CM
-1.8389269,-0.35852036,CM
0.8533132,2.7494295,CM
0.29069874,-0.4224109,CM
-2.1665661,-1.4165173,CM
0.07968031,2.2052426,CM
-1.5030345,1.487234,CM
1.7932206,-1.1995431,CM
0.87832195,-0.7258615,CM
2.8920121,-1.6888568,CM
2.1610003,-2.5161436,CM
0.88915074,0.3006311,CM
-1.5113602,0.73715484,CM
-0.50337476,2.5197332,CM
-1.3509945,-0.9151225,CM
-0.1458534,0.39706755,CM
-1.8465964,-1.1404103,CM
0.020037737,-0.7302498,CM
0.98625124,0.0942178,CM
1.7577884,-1.2739894,CM
0.62042993,-1.9143063,CM
-1.9269472,-2.846278,CM
-0.6024849,1.129418,CM
0.09564391,2.401712,CM
1.7616842,-1.0616859,CM
1.1899855,-1.6522038,CM
1.6321931,2.5263546,CM
0.2942442,-1.5666635,CM
0.5468209,1.0965359,CM
0.81719226,1.2208285,CM
1.9655375,-2.787387,CM
1.2018691,-2.0282078,CM
-0.9794256,1.3542757,CM
-0.80529135,-0.72820586,CM
3.0503798,-0.09652865,CM
0.5923077,1.1843185,CM
0.7686701,1.6330649,CM
-0.66221285,0.018087143,CM
-0.59320766,-0.90584224,CM
0.7117234,-1.2072936,CM
-1.773826,1.7184408,CM
2.5001187,-2.5295315,CM
0.47161156,0.268811,CM
1.1445212,-0.5961079,CM
-1.7882829,-1.1712627,CM
0.79680365,1.6056846,CM
-0.9306614,2.4753666,CM
0.9405777,-1.1802169,CM
0.31184974,-0.9284493,CM
-1.2483522,-0.62511605,CM
-2.112997,-1.0332662,CM
-0.6794523,0.6671041,CM
0.49375075,-0.28039765,CM
-0.4215585,2.3428788,CM
0.90275544,0.6034178,CM
1.4279919,-0.4989076,CM
-0.35467696,0.54369307,CM
1.9433205,-0.50785416,CM
-0.21746312,0.980903,CM
-2.515678,-0.9877641,CM
-0.21301775,-1.4703636,CM
-1.5073199,1.459077,CM
-1.1503491,2.7601857,CM
-0.12152811,0.7699827,CM
1.1410583,-0.4133571,CM
2.4185486,0.13069808,CM
1.0045303,2.4433858,CM
0.8305367,1.2051922,CM
1.6540914,-1.6708107,CM
0.84675425,0.4612518,CM
0.71925557,-0.3993595,CM
-1.6438303,-1.3309866,CM
1.7626407,-1.2186272,CM
1.041963,2.1617537,CM
-1.571846,1.065465,CM
-0.52652216,-0.32036576,CM
0.92439425,-1.4847829,CM
-0.7990917,-0.60261905,CM
0.46573773,2.1034567,CM
2.6972837,-1.7597045,CM
0.17985348,-0.116655566,CM
1.0519842,-0.7594813,CM
-2.01788,0.9229989,CM
1.6526352,-2.232064,CM
0.8541877,0.38340002,CM
1.4178269,-0.34860623,CM
0.045940556,1.6959413,CM
1.8373662,1.2195807,CM
-1.4644324,0.8555066,CM
0.55169535,0.53573185,CM
-1.048928,-1.3983171,CM
-0.47757006,-1.6971445,CM
-0.6047137,-1.4589338,CM
-1.4313345,-2.373955,CM
2.2621136,-1.5786136,CM
-0.52940816,-0.12309761,CM
-1.1172837,2.114607,CM
0.12763733,-1.0802767,CM
-0.050753847,-1.888669,CM
0.3411261,0.810633,CM
