celltype,time,l2_distance,mahalanobis_to_bootstrap_mean,scaled_euclid_to_bootstrap_mean,mahalanobis_bootstrap_percentile,scaled_euclid_bootstrap_percentile,mean_gex_corr,rss,varexpl,mean_rel_l2_distance,seed,coreset_fraction,n_samples,n_dimensions,n_archetypes,dataset
MG,3.07698917388916,0.565634390285043,2.651380018029732,1.6648624479415786,48.0,29.83333333333333,0.9989661805872264,116593.16443111953,0.6833902462834169,0.0421367609159187,404488628,0.64,9239,10,6,ms
MG,2.7991631031036377,0.7990856607423392,2.931386411132788,2.0529138032546626,57.0,44.833333333333336,0.9981659497985126,116489.63257764444,0.6836713879334485,0.0595276419120678,2261209995,0.64,9239,10,6,ms
MG,2.7815933227539062,0.6703046552861888,2.2855467685104944,1.8066761939591136,34.666666666666664,36.0,0.9983830736969134,116541.88478950728,0.6835294965969387,0.0499341402957979,4190266092,0.64,9239,10,6,ms
MG,3.5197527408599854,0.7428747832591737,2.911472361704556,1.734112113966645,42.66666666666666,37.0,0.9984200776509936,116952.80169125755,0.6824136481705243,0.0553402297849718,3160032368,0.64,9239,10,6,ms
MG,3.312429428100586,0.8235480907142296,2.539244243748446,2.0849102555567205,43.5,48.833333333333336,0.9970812697908124,116756.25489654877,0.6829473727037777,0.0613499631514616,3269070126,0.64,9239,10,6,ms
MG,2.8972625732421875,0.6421374193483504,2.1317684389602785,1.5759844803461804,23.83333333333333,26.166666666666668,0.9985593143402814,116505.58050652356,0.6836280811936465,0.0478358306690143,3081541439,0.64,9239,10,6,ms
MG,3.0738847255706787,1.1885067044760476,2.8902018108616656,2.101918415010164,55.66666666666666,52.16666666666666,0.992638488599646,116753.24650642142,0.6829555420133762,0.0885374434680973,3376120482,0.64,9239,10,6,ms
MG,3.164414167404175,0.6167847379273038,2.4725506662897163,1.7966573146956877,43.333333333333336,35.333333333333336,0.9985347333380328,116673.82813236534,0.6831712032999803,0.0459471904201819,2204291346,0.64,9239,10,6,ms
MG,3.261201858520508,0.6396421615759359,2.156716335172853,1.4589413926712362,29.33333333333333,19.5,0.998781838395958,116595.38322134053,0.6833842211392428,0.0476499472043847,550243861,0.64,9239,10,6,ms
MG,3.0881435871124268,0.8165733596028012,2.561457412247653,1.7399062161133123,46.833333333333336,34.5,0.997679190869655,116387.11874495288,0.6839497651391739,0.0608303826904026,3606691181,0.64,9239,10,6,ms
MG,3.0213372707366943,0.4382395294025844,2.253382186850323,1.852050489962978,34.0,40.0,0.999460580529269,116543.5308924732,0.6835250265899946,0.0326465197157403,1934392872,0.64,9239,10,6,ms
MG,1.602252721786499,0.7731124176052552,3.3324255858610266,1.8526663977890687,67.5,41.833333333333336,0.9986096790968948,117657.28743055691,0.6805006110083142,0.0575927731079861,383329927,0.32,9239,10,6,ms
MG,1.7700207233428955,0.6337307021999886,2.95789818790613,2.025167459158081,58.66666666666666,46.5,0.9995077377280672,117038.7361752125,0.6821802923307245,0.0472095748460793,3324115916,0.32,9239,10,6,ms
MG,1.8389091491699217,0.8019643667786073,3.0787704398333258,2.0137631061761505,63.833333333333336,44.833333333333336,0.998277360044075,117267.74284448588,0.6815584227253161,0.0597420902378429,2811363264,0.32,9239,10,6,ms
MG,1.8744909763336184,0.6864591410973478,3.046375991509118,1.942040380224138,63.66666666666666,43.5,0.9995197583493476,117924.97035202292,0.6797737157031476,0.0511375637757624,1884968544,0.32,9239,10,6,ms
MG,1.259453296661377,0.7399443109460752,3.723453170153252,2.392480659692447,67.0,61.16666666666666,0.9987781729179458,117680.38328652448,0.6804378940102341,0.055121925146236,1859786275,0.32,9239,10,6,ms
MG,2.0565803050994877,0.7889221515536597,2.8401465524481764,1.861629216125664,48.5,39.5,0.9985478379864704,117917.39176768529,0.6797942954149374,0.0587705144033704,3687649985,0.32,9239,10,6,ms
MG,1.5362725257873535,1.1666093958947186,3.3614799425356328,2.391154620042417,70.33333333333333,61.5,0.9958246256319416,117595.81936371767,0.6806675280792964,0.0869062101622006,369133708,0.32,9239,10,6,ms
MG,1.3470165729522705,0.6720473710434124,2.892835393623121,2.059186197335183,57.333333333333336,46.5,0.9991479251792116,117028.4268631566,0.6822082873574221,0.0500639633731563,2995172877,0.32,9239,10,6,ms
MG,2.5448691844940186,1.244554156660781,2.987114009562639,2.3289690330286814,62.5,58.0,0.993432598266731,117031.51241290774,0.6821999085201931,0.0927126812775671,865305066,0.32,9239,10,6,ms
MG,2.0158541202545166,0.7655200933023759,2.972716003479848,1.930190181098408,61.5,43.333333333333336,0.9990485817155542,117167.7274204474,0.6818300154805791,0.057027185231009,404488628,0.32,9239,10,6,ms
MG,1.712860107421875,0.7417653555156751,2.89348613688149,1.6496738908168156,58.66666666666666,28.83333333333333,0.9990956600540878,117923.9903037436,0.6797763770327878,0.055257583304517,2261209995,0.32,9239,10,6,ms
MG,2.9919652938842773,1.2209473409952876,3.6486952356196656,2.078388698476599,71.83333333333333,48.0,0.9948578044019176,117359.57451981044,0.6813090530109787,0.0909540987642553,4190266092,0.32,9239,10,6,ms
MG,2.040600538253784,0.8573637354829932,3.164133400432764,2.279435125209004,58.333333333333336,61.5,0.9979273005417224,117354.4491070651,0.6813229711139387,0.0638690492666481,3160032368,0.32,9239,10,6,ms
MG,2.030291080474853,0.8939249391789595,3.245203263652616,2.0027384335456517,61.16666666666666,45.16666666666666,0.9980822464484976,117172.11624718911,0.6818180975833287,0.0665926649544403,3269070126,0.32,9239,10,6,ms
MG,1.9211905002593996,1.064771111457745,2.769584930354368,2.018880277977987,49.16666666666666,49.833333333333336,0.99496606558212,117169.56448894468,0.6818250269050711,0.0793197983083427,3081541439,0.32,9239,10,6,ms
MG,2.2972989082336426,0.6750086283272255,2.8453812763449986,1.82149306065383,54.66666666666666,37.66666666666666,0.9991845062151542,117016.7024443138,0.6822401251189273,0.0502845613288705,3376120482,0.32,9239,10,6,ms
MG,2.3308751583099365,1.1968228352973267,3.3118305918291657,2.13794664291292,71.5,56.333333333333336,0.9960460098200572,117702.72290360452,0.6803772305854413,0.0891569510903003,2204291346,0.32,9239,10,6,ms
MG,1.550642728805542,0.5443558094989264,2.588569415294377,1.573834834081037,43.5,28.83333333333333,0.9994290119835116,117155.2696631138,0.6818638446291445,0.0405516195479003,550243861,0.32,9239,10,6,ms
MG,2.635056257247925,0.6692414950371877,2.3324970698257474,1.3834853775217084,37.0,18.166666666666668,0.9987801988564248,116786.4541015126,0.6828653664996174,0.0498549404981956,3606691181,0.32,9239,10,6,ms
MG,1.785358428955078,0.5741345754980003,2.6169048642018704,1.7274534036633094,42.66666666666666,32.333333333333336,0.9995516128702532,117472.24622550684,0.681003092012618,0.0427699796137403,1934392872,0.32,9239,10,6,ms
MG,0.9525115489959716,1.0345703693612804,2.5867904653057567,1.91724184338155,46.16666666666666,43.333333333333336,0.9959350981154346,118133.44501426152,0.6792076009417072,0.0770700032621809,383329927,0.16,9239,10,6,ms
MG,0.9367473125457764,1.0357080702244812,3.7227767903529903,2.4687384474892258,75.16666666666667,65.5,0.9974415658118896,118295.80776318432,0.6787667034825807,0.0771547559400412,3324115916,0.16,9239,10,6,ms
MG,1.0460751056671145,0.9579825819385382,3.430470260271493,2.187990175669167,76.66666666666667,58.333333333333336,0.9977315112090748,118284.68225360602,0.6787969149007607,0.0713646194610209,2811363264,0.16,9239,10,6,ms
MG,1.4190394878387451,1.2859307184734603,4.655773668706117,2.826187798129666,92.5,69.83333333333333,0.9953558525098524,118160.93714715607,0.6791329458153336,0.0957950155955795,1884968544,0.16,9239,10,6,ms
MG,1.23368239402771,1.2687091873962892,4.166593216822063,2.7966096866349788,86.33333333333333,74.33333333333333,0.9938608462101888,118846.76921442394,0.6772705628620268,0.0945121029048586,1859786275,0.16,9239,10,6,ms
MG,1.0633172988891602,0.947396004896014,5.212118732635468,2.77842731120502,92.66666666666669,71.83333333333333,0.9978962071723646,118773.60291266054,0.6774692465918551,0.0705759756419384,3687649985,0.16,9239,10,6,ms
MG,1.1451797485351562,1.0581372373773463,3.108526084423336,2.231034807714025,65.5,55.66666666666666,0.99666942669703,118552.52086992023,0.6780695968048776,0.0788256098875658,369133708,0.16,9239,10,6,ms
MG,1.114990234375,1.066916003180162,3.717154035894156,2.303255526921563,79.66666666666667,57.5,0.9971112075650646,118509.92307141596,0.6781852714978075,0.0794795813612305,2995172877,0.16,9239,10,6,ms
MG,1.2217087745666504,0.8959419454477656,3.4209981876700457,2.016933460124237,66.5,44.833333333333336,0.998628553950322,118739.73821954738,0.677561206461017,0.0667429212195726,865305066,0.16,9239,10,6,ms
MG,1.0014498233795166,1.678749132431652,4.361189988076975,2.912408377542939,81.83333333333333,69.66666666666667,0.9863066753336672,119622.2583570058,0.6751647153396554,0.1250579032074616,404488628,0.16,9239,10,6,ms
MG,1.0173592567443848,1.152940755188191,3.816448790520974,2.0963352165586087,65.33333333333333,42.333333333333336,0.996377337720845,118969.28051002574,0.6769378823715604,0.0858879689530578,2261209995,0.16,9239,10,6,ms
MG,1.251157283782959,1.291971972171799,3.783744021426781,2.956127871189874,81.5,77.66666666666667,0.9935059271999038,118368.5856251034,0.6785690745645335,0.0962450569422363,4190266092,0.16,9239,10,6,ms
MG,1.1571245193481443,1.304138867775521,4.385918346878645,2.310850966810651,82.5,57.5,0.9928042199244098,119052.11987393316,0.6767129313572128,0.0971514261092253,3160032368,0.16,9239,10,6,ms
MG,1.0753815174102783,1.092747017400644,3.619228755575262,2.467390770380755,69.5,61.66666666666666,0.9954322319230742,117726.67938962986,0.6803121765389419,0.0814038548656679,3269070126,0.16,9239,10,6,ms
MG,1.028449535369873,1.4096971846809323,3.738339510299724,2.660139885873096,68.16666666666667,64.5,0.991503964714056,117727.5937208322,0.6803096936645968,0.1050149606441192,3081541439,0.16,9239,10,6,ms
MG,1.1177308559417725,1.1624347616181752,4.231369958082129,2.62316739260501,81.33333333333333,69.0,0.9964637563528814,117870.76107126632,0.6799209214772874,0.0865952220585008,3376120482,0.16,9239,10,6,ms
MG,0.770470142364502,1.0447368219310664,3.9260576626979806,2.251469342943824,75.33333333333333,56.833333333333336,0.998171063250448,118792.17740531628,0.6774188073952365,0.0778273500371537,2204291346,0.16,9239,10,6,ms
MG,0.8674533367156982,1.235167778701752,2.8449365491076954,2.289250652723462,54.5,59.5,0.9936960869246372,118174.2840935894,0.6790967020660218,0.0920134459221518,550243861,0.16,9239,10,6,ms
MG,0.6016159057617188,1.2441236721463131,4.008020135750022,2.6216385110025864,80.5,65.66666666666667,0.994359464420851,118814.17205774666,0.6773590807249548,0.0926806124653172,3606691181,0.16,9239,10,6,ms
MG,0.8821237087249756,1.1879654805096491,4.66697987514266,2.96822145290349,90.5,76.83333333333333,0.9959427951348938,119383.54710524656,0.6758129378233457,0.0884971251542434,1934392872,0.16,9239,10,6,ms
MG,0.8152787685394287,1.1127924549853645,5.073518295257087,2.4306750600314504,94.33333333333331,66.16666666666667,0.9971657832648696,119838.39567358686,0.6745777925735945,0.0828971336080313,383329927,0.08,9239,10,6,ms
MG,0.6208946704864502,1.2645977331036655,4.597031972949629,2.807475238489286,91.5,71.33333333333333,0.9977703520803566,120609.6824718468,0.6724833565538381,0.0942058213747386,3324115916,0.08,9239,10,6,ms
MG,0.4743881225585937,1.5711359882580218,5.188386085368902,3.0931526694658444,88.33333333333333,74.83333333333333,0.9918450040792568,122554.84041064826,0.6672012632257371,0.117041294943651,2811363264,0.08,9239,10,6,ms
MG,0.6844220161437988,1.2609055654509145,5.295329429299982,2.716693256931936,84.0,67.66666666666667,0.9972259351585642,120325.84186138293,0.6732541282042362,0.0939307744746252,1884968544,0.08,9239,10,6,ms
MG,0.9332320690155028,1.1413511247757344,4.974375553480567,2.8258982722018158,90.33333333333331,72.16666666666667,0.9975335441235752,120618.36893815278,0.6724597683789117,0.0850246029799468,1859786275,0.08,9239,10,6,ms
MG,0.4503021240234375,1.5746859842543095,5.752219506772403,3.200628686306026,95.0,80.0,0.9928930698586034,121974.61094320608,0.668776881399258,0.1173057508096967,3687649985,0.08,9239,10,6,ms
MG,0.4679265022277832,0.948559915691398,4.591882006692566,2.2670409050468625,85.0,54.333333333333336,0.9986725013421962,120388.78650483012,0.6730832014766118,0.0706626808206809,369133708,0.08,9239,10,6,ms
MG,0.4335854053497314,1.0601838969317483,3.975310691064563,2.2613842385775254,79.0,58.0,0.9980757010076068,119979.1053518806,0.6741956942163925,0.0789780751651397,2995172877,0.08,9239,10,6,ms
MG,0.3942959308624267,1.656333909631287,5.825507434003158,2.9808569155892357,94.0,61.333333333333336,0.9925668891056852,120603.29172823936,0.6725007106737773,0.1233880880402119,865305066,0.08,9239,10,6,ms
MG,0.7957844734191895,1.3923621609071029,4.617407833521069,3.038717728819648,88.16666666666667,76.83333333333333,0.9920884606137308,120439.78723727848,0.6729447085433543,0.1037235933496704,404488628,0.08,9239,10,6,ms
MG,1.0992345809936523,1.2901951843156032,4.575920597231499,2.5948778553973115,80.33333333333333,63.66666666666666,0.9975997765448782,120869.49314938436,0.6717778383956385,0.0961126956742853,2261209995,0.08,9239,10,6,ms
MG,0.8455820083618164,1.3703966680570443,4.2450762625498415,3.0713663043852866,86.16666666666667,75.83333333333333,0.994588064954077,119857.42361889464,0.6745261220223489,0.1020872806775275,4190266092,0.08,9239,10,6,ms
MG,1.0928945541381836,1.582086886460078,4.680458641104283,2.967061105182798,87.66666666666667,79.5,0.9930460468716298,120559.90992774646,0.6726185143309371,0.1178570787560923,3160032368,0.08,9239,10,6,ms
MG,0.9021000862121582,2.4737912794277883,4.177003334707741,3.622441111659004,88.5,85.0,0.9542670565164894,120354.1933221078,0.6731771395656536,0.1842843247996368,3269070126,0.08,9239,10,6,ms
MG,0.7430305480957031,1.0672294188323492,3.9540560198108,2.422828462839335,80.33333333333333,62.66666666666666,0.9981901432930056,119344.57841910554,0.6759187576300383,0.079502929164388,3081541439,0.08,9239,10,6,ms
MG,0.4452061653137207,1.524031026779099,5.963301652917237,2.9590902932902305,96.0,76.66666666666667,0.9956798857871654,121481.51483262656,0.6701158881831542,0.1135322252444223,3376120482,0.08,9239,10,6,ms
MG,0.4112527370452881,1.5582245893464624,5.769129415627455,3.465904036424675,90.66666666666669,80.83333333333333,0.9946105701664107,120792.05281872908,0.671988128288156,0.1160794642304367,2204291346,0.08,9239,10,6,ms
MG,0.9508976936340332,1.7041266523313496,5.158924671879054,3.178428329080884,92.33333333333331,83.33333333333333,0.9912193077997834,120426.27321373973,0.6729814059920015,0.1269483937911648,550243861,0.08,9239,10,6,ms
MG,0.7658812999725342,1.6467133645868943,4.615113997658692,2.991640939320552,89.66666666666667,76.83333333333333,0.9883668809935636,120469.84039652743,0.6728630989276051,0.122671408479388,3606691181,0.08,9239,10,6,ms
MG,0.7335939407348633,1.5185112241569307,5.356998418470078,2.931472654151233,83.0,72.66666666666667,0.9938232981877708,121949.40007717536,0.6688453417255894,0.1131210292362091,1934392872,0.08,9239,10,6,ms
MG,1.159658908843994,2.2932084147289817,6.942263212664376,4.392292163717303,97.16666666666669,88.16666666666667,0.9772282090932148,123336.85514076854,0.6650776954135572,0.1708318595216844,383329927,0.04,9239,10,6,ms
MG,0.7998175621032715,1.7681048343835295,6.354797303817921,3.793219457220547,96.83333333333331,87.66666666666667,0.993615466535318,123376.58313623436,0.6649698136957786,0.1317144288966493,3324115916,0.04,9239,10,6,ms
MG,0.6058943271636963,4.260300493731545,7.893402732642417,7.490519915351393,97.5,93.33333333333331,0.8741028776888443,130193.3204436973,0.6464589041532082,0.3173697823498189,2811363264,0.04,9239,10,6,ms
MG,0.589806318283081,1.6593251274926324,7.293248028823368,3.94450297954261,95.5,80.16666666666667,0.9954950029399756,124159.67854640615,0.6628433112875044,0.1236109178999865,1884968544,0.04,9239,10,6,ms
MG,0.336538553237915,1.192239321851413,5.3038437878164375,2.891082103979503,91.16666666666669,71.83333333333333,0.997003404846976,121640.92509400286,0.6696830082296809,0.0888155036579261,1859786275,0.04,9239,10,6,ms
MG,0.7617063522338867,1.341094752414535,6.279572992407282,3.256705105588825,89.33333333333333,76.66666666666667,0.9974044563839338,123911.74182761696,0.6635165856072827,0.0999044434331643,3687649985,0.04,9239,10,6,ms
MG,0.8387763500213623,1.764428868669066,6.992899547820339,3.5078430595557397,95.66666666666669,78.33333333333333,0.9903523444439816,123741.34413758434,0.6639793020189894,0.1314405889549735,369133708,0.04,9239,10,6,ms
MG,0.8042774200439453,3.410205625760144,7.870642811433908,5.426719399239089,94.66666666666669,92.5,0.9234803539988627,124938.93036356558,0.6607272461895389,0.254042225145404,2995172877,0.04,9239,10,6,ms
MG,0.6613547801971436,2.253665947748511,6.885107616831623,4.026583135354575,97.66666666666669,80.5,0.9882124577013576,123542.77497495746,0.6645185183099421,0.1678861555372749,865305066,0.04,9239,10,6,ms
MG,0.6211087703704834,1.5990866472839105,7.160071620877054,3.540013562863088,96.83333333333331,84.0,0.9891333703740748,123759.2259287834,0.6639307438592106,0.1191234707396148,404488628,0.04,9239,10,6,ms
MG,0.6164994239807129,1.5944238772371997,5.648784055573599,3.792412562438818,95.33333333333331,86.0,0.9926469382835112,123360.62007631922,0.6650131615240407,0.1187761191110033,2261209995,0.04,9239,10,6,ms
MG,0.6295385360717773,1.6562366814147598,6.33403972799714,4.176073006354493,96.5,88.83333333333333,0.9926816447456532,122906.02408352804,0.666247620902688,0.123380845053957,4190266092,0.04,9239,10,6,ms
MG,0.6191122531890869,1.458731572036924,6.021841267404703,3.2973817320072745,87.16666666666667,79.33333333333333,0.996564123792329,122501.26029072156,0.6673467605081626,0.1086677623339825,3160032368,0.04,9239,10,6,ms
MG,0.6789517402648926,2.703505111100988,5.642744353941709,3.7320270798813433,94.83333333333331,84.0,0.938355575845319,122982.09843710272,0.6660410403328325,0.2013967864365883,3269070126,0.04,9239,10,6,ms
MG,0.287240982055664,2.8947856553972007,5.116628712431142,4.1271680463048135,90.0,86.0,0.9324495537738064,123860.85727026685,0.6636547630660486,0.2156461720844705,3081541439,0.04,9239,10,6,ms
MG,1.0146114826202393,2.154762650500892,6.12256768546107,4.078889366850423,97.0,87.16666666666667,0.9742535340427848,123792.59461179412,0.6638401309098031,0.1605183846564789,3376120482,0.04,9239,10,6,ms
MG,0.7643194198608398,1.7086726155745378,7.261510618050033,4.015072743396737,96.5,80.16666666666667,0.994570075758769,124220.78190541524,0.662677384583812,0.1272870439326709,2204291346,0.04,9239,10,6,ms
MG,0.7000977993011475,1.715853293355665,6.577872485550984,3.34538741452816,95.83333333333331,73.66666666666667,0.9944231022197636,123856.44068293984,0.6636667563474105,0.1278219663279042,550243861,0.04,9239,10,6,ms
MG,0.7299840450286865,1.526568152976748,6.934789936405751,3.146152244186134,97.16666666666669,80.66666666666667,0.9941004758707596,123090.5238043543,0.6657466103035109,0.1137212276845851,3606691181,0.04,9239,10,6,ms
MG,0.814577579498291,1.6879919823610148,8.249960834358308,3.1544799372577472,98.0,78.33333333333333,0.9935990241045836,123755.66349620678,0.6639404176759067,0.1257464464862022,1934392872,0.04,9239,10,6,ms
MG,0.5780863761901855,2.059255523771394,9.377403119603123,4.612654615324376,98.5,89.16666666666667,0.9913181339656454,126552.8158060501,0.6563447262110742,0.153403610459777,383329927,0.02,9239,10,6,ms
MG,0.3970417976379394,2.626574070642652,8.95521122127568,5.26359486550521,98.66666666666669,90.66666666666669,0.98628349277885,130653.29493750352,0.6452098394081996,0.195665832105519,3324115916,0.02,9239,10,6,ms
MG,0.5884780883789062,2.557361790541052,8.92631271167147,5.158995808399343,98.16666666666669,90.33333333333331,0.9730737508721018,129035.7511764466,0.6496022935826172,0.1905098844665909,2811363264,0.02,9239,10,6,ms
MG,0.589094877243042,2.9280006105770915,8.92401696950047,5.84222367086475,98.5,91.83333333333331,0.9682851732793606,129938.05719482731,0.647152073729246,0.2181205100124432,1884968544,0.02,9239,10,6,ms
MG,0.603874683380127,2.686995406158449,8.698660368234126,4.987760477726783,98.16666666666669,91.83333333333331,0.9773077383069168,130597.51889901486,0.6453612997266097,0.2001669010160686,1859786275,0.02,9239,10,6,ms
MG,1.0644962787628174,2.1814878261489974,9.506445739397606,4.459893241899041,99.0,90.0,0.987946770994102,128385.9337485348,0.6513668784690103,0.1625092684430051,3687649985,0.02,9239,10,6,ms
MG,0.6665716171264648,2.450282313463248,9.477254498219745,5.23616195451047,98.66666666666669,90.16666666666669,0.9831123952629648,126863.90959133848,0.6554999483270233,0.1825330315698721,369133708,0.02,9239,10,6,ms
MG,0.6063230037689209,2.853304066375882,7.822993967524461,5.728756785888375,98.16666666666669,94.0,0.9774620831504788,129745.3345034726,0.6476754138765276,0.2125560137966711,2995172877,0.02,9239,10,6,ms
MG,0.6067101955413818,2.186656250774717,6.442091524429277,3.873224219973132,94.0,78.33333333333333,0.9782194215123602,127371.21098923536,0.6541223669616671,0.1628942886548352,865305066,0.02,9239,10,6,ms
MG,1.0299746990203855,2.275059183277396,9.410827423825792,5.463592598030682,98.66666666666669,91.16666666666669,0.9883740372636036,129923.9509937357,0.6471903792411967,0.1694798380752908,404488628,0.02,9239,10,6,ms
MG,1.0551583766937256,1.944063291084684,7.404965950601333,3.6456944409020458,97.83333333333331,86.0,0.9927033032094182,127334.9860939631,0.654220735980353,0.1448224003151025,2261209995,0.02,9239,10,6,ms
MG,1.0555660724639893,1.887613550426399,5.113053969700964,3.524885157317159,94.5,85.83333333333333,0.9897472843371544,124725.58154644324,0.6613065967610274,0.1406171941488277,4190266092,0.02,9239,10,6,ms
