n_archetypes,n_cells,coreset_fraction,seed,ok,error,rss_poll_ms,time,time_total,time_copy,time_compute,mem_rss_start_mb,mem_rss_post_copy_mb,mem_rss_end_mb,mem_rss_delta_post_copy_mb,mem_rss_delta_since_start_mb,mem_rss_peak_mb,mem_rss_peak_over_post_copy_mb,mem_rss_peak_over_start_mb,mem_rss_peak_copy_sampled_mb,mem_rss_peak_compute_sampled_mb
3,1000,1.0,383329927,True,,50,0.29236841201782227,0.2935173511505127,0.00026726722717285156,0.29236841201782227,146356.4140625,146356.6328125,146358.06640625,1.43359375,1.65234375,146358.06640625,1.43359375,1.58984375,146356.50390625,146357.94140625
3,1000,1.0,3324115916,True,,50,0.272963285446167,0.27399587631225586,0.0003352165222167969,0.272963285446167,146356.4140625,146354.84375,146358.08203125,3.23828125,1.66796875,146358.08203125,1.32421875,1.66796875,146356.50390625,146358.08203125
3,1000,1.0,2811363264,True,,50,0.23055601119995117,0.23155927658081055,0.00019049644470214844,0.23055601119995117,146356.4140625,146354.71875,146358.08203125,3.36328125,1.66796875,146358.08203125,1.44921875,1.66796875,146356.50390625,146357.95703125
3,1000,1.0,1884968544,True,,50,0.17530608177185059,0.17601609230041504,0.00015974044799804688,0.17530608177185059,146356.4140625,146354.71875,146358.34375,3.625,1.9296875,146358.34375,1.7109375,1.9296875,146356.50390625,146357.94140625
3,1000,1.0,1859786275,True,,50,0.3646562099456787,0.36545515060424805,0.0001647472381591797,0.3646562099456787,146356.4140625,146354.71875,146358.08984375,3.37109375,1.67578125,146358.08984375,1.45703125,1.67578125,146356.50390625,146357.96484375
3,1000,0.1,383329927,True,,50,0.0962522029876709,0.09698104858398438,0.00017833709716796875,0.0962522029876709,146356.4140625,146354.71875,146358.17578125,3.45703125,1.76171875,146358.17578125,1.54296875,1.76171875,146356.50390625,146357.9921875
3,1000,0.1,3324115916,True,,50,0.0814063549041748,0.0821373462677002,0.0001938343048095703,0.0814063549041748,146356.4140625,146354.71875,146358.17578125,3.45703125,1.76171875,146358.17578125,1.54296875,1.76171875,146356.50390625,146357.96875
3,1000,0.1,2811363264,True,,50,0.09062814712524414,0.0913858413696289,0.00019407272338867188,0.09062814712524414,146356.41796875,146354.72265625,146358.17578125,3.453125,1.7578125,146358.17578125,1.5390625,1.7578125,146356.5078125,146357.9453125
3,1000,0.1,1884968544,True,,50,0.09314179420471191,0.09425759315490723,0.0001850128173828125,0.09314179420471191,146356.41796875,146354.72265625,146358.1796875,3.45703125,1.76171875,146358.1796875,1.54296875,1.76171875,146356.5078125,146357.99609375
3,1000,0.1,1859786275,True,,50,0.08019542694091797,0.08091235160827637,0.00015211105346679688,0.08019542694091797,146356.421875,146356.640625,146358.1796875,1.5390625,1.7578125,146358.1796875,1.5390625,1.7578125,146356.51171875,146357.8359375
3,2000,1.0,383329927,True,,50,0.5995614528656006,0.6003808975219727,0.000255584716796875,0.5995614528656006,146356.4296875,146354.859375,146358.09765625,3.23828125,1.66796875,146358.09765625,1.32421875,1.66796875,146356.51953125,146358.09765625
3,2000,1.0,3324115916,True,,50,0.4076979160308838,0.4085519313812256,0.0002429485321044922,0.4076979160308838,146356.4296875,146354.859375,146358.09765625,3.23828125,1.66796875,146358.09765625,1.32421875,1.66796875,146356.51953125,146358.09765625
3,2000,1.0,2811363264,True,,50,0.5872373580932617,0.5880181789398193,0.0002295970916748047,0.5872373580932617,146356.4296875,146354.859375,146358.3515625,3.4921875,1.921875,146358.3515625,1.578125,1.921875,146356.51953125,146358.078125
3,2000,1.0,1884968544,True,,50,0.3675270080566406,0.36845827102661133,0.00029587745666503906,0.3675270080566406,146356.43359375,146354.86328125,146358.1015625,3.23828125,1.66796875,146358.1015625,1.32421875,1.66796875,146356.5234375,146358.1015625
3,2000,1.0,1859786275,True,,50,0.29274725914001465,0.2936131954193115,0.00024962425231933594,0.29274725914001465,146356.43359375,146354.86328125,146358.29296875,3.4296875,1.859375,146358.29296875,1.515625,1.859375,146356.5234375,146358.10546875
3,2000,0.1,383329927,True,,50,0.1106252670288086,0.11146807670593262,0.0002646446228027344,0.1106252670288086,146356.43359375,146354.86328125,146358.1953125,3.33203125,1.76171875,146358.1953125,1.41796875,1.76171875,146356.5234375,146358.1953125
3,2000,0.1,3324115916,True,,50,0.11797380447387695,0.11876988410949707,0.0002548694610595703,0.11797380447387695,146356.43359375,146354.86328125,146358.2578125,3.39453125,1.82421875,146358.2578125,1.48046875,1.82421875,146356.5234375,146358.1640625
3,2000,0.1,2811363264,True,,50,0.11948704719543457,0.12032318115234375,0.00023245811462402344,0.11948704719543457,146356.43359375,146354.86328125,146358.1953125,3.33203125,1.76171875,146358.1953125,1.41796875,1.76171875,146356.5234375,146358.1640625
3,2000,0.1,1884968544,True,,50,0.1252601146697998,0.1260221004486084,0.0002384185791015625,0.1252601146697998,146356.43359375,146354.86328125,146358.19921875,3.3359375,1.765625,146358.19921875,1.421875,1.765625,146356.5234375,146358.15234375
3,2000,0.1,1859786275,True,,50,0.1051630973815918,0.10596728324890137,0.0002434253692626953,0.1051630973815918,146356.43359375,146354.86328125,146358.19921875,3.3359375,1.765625,146358.19921875,1.421875,1.765625,146356.5234375,146358.19921875
3,10000,1.0,383329927,True,,50,2.3224194049835205,2.3238556385040283,0.0007798671722412109,2.3224194049835205,146356.4453125,146354.875,146358.1171875,3.2421875,1.671875,146358.1171875,1.328125,1.671875,146356.53515625,146358.11328125
3,10000,1.0,3324115916,True,,50,3.1363515853881836,3.1383275985717773,0.0013904571533203125,3.1363515853881836,146356.4453125,146354.875,146358.1171875,3.2421875,1.671875,146358.1171875,1.328125,1.671875,146356.53515625,146358.1171875
