,x,y,correlation
0,0,0,0.3402852261277526
1,1,0,-0.4059977940790833
2,2,0,-0.22169427673852038
3,3,0,0.44358846379769945
4,0,1,-0.2552722069870921
5,1,1,0.8211038122014668
6,2,1,-0.13735883399576676
7,3,1,-0.07990725300186252
8,0,2,0.05928937822596725
9,1,2,0.408666297144203
10,2,2,0.9719113151387468
11,3,2,-0.7157944228371811
12,0,3,0.3083257324710905
13,1,3,-0.6286275176920062
14,2,3,-0.5888785677474861
15,3,3,0.7577990889785723
