,x,y,correlation
0,0,0,0.9308558207048817
1,1,0,-0.7184809190418537
2,2,0,0.292705780360351
3,0,1,-0.49751868941555877
4,1,1,0.87629136097161
5,2,1,-0.635956497003574
6,0,2,-0.15548124567113186
7,1,2,-0.24327091008365453
8,2,2,0.8550096201013948
