gene,variable,value
IQUB,arch_0,-0.020135969
NDUFA5,arch_0,-0.009681771
WASL,arch_0,-0.0014012668
AC006333.2,arch_0,-0.02937221
AC006148.1,arch_0,-0.022518815
POT1,arch_0,0.0016375621
POT1-AS1,arch_0,0.006356774
GRM8,arch_0,-0.020982025
ZNF800,arch_0,-0.0101807555
GCC1,arch_0,-0.023560517
ARF5,arch_0,-0.019646173
FSCN3,arch_0,-0.01608494
SND1,arch_0,0.009802072
LRRC4,arch_0,-0.020876264
RBM28,arch_0,-0.009621802
IMPDH1,arch_0,0.0052828584
HILPDA,arch_0,-0.02362105
METTL2B,arch_0,-0.0029071553
AC090114.2,arch_0,0.0014232458
AC018638.7,arch_0,-0.021257503
FAM71F2,arch_0,-0.012299397
AC018638.6,arch_0,-0.022361932
FAM71F1,arch_0,-0.021604054
CALU,arch_0,0.026811585
OPN1SW,arch_0,-0.0049769613
CCDC136,arch_0,-0.0064709117
KCP,arch_0,-0.027968198
TNPO3,arch_0,0.007997482
TSPAN33,arch_0,-0.013836545
SMO,arch_0,0.030622816
AHCYL2,arch_0,0.043802742
AC009244.2,arch_0,-0.021582015
AC078846.1,arch_0,-0.002363118
NRF1,arch_0,0.0097424295
UBE2H,arch_0,-0.087436676
AC073320.1,arch_0,-0.012375419
ZC3HC1,arch_0,0.005337935
KLHDC10,arch_0,0.026793046
TMEM209,arch_0,-0.0058961343
AC087071.2,arch_0,-0.013027047
CEP41,arch_0,0.00898713
MEST,arch_0,0.10269663
AC007938.2,arch_0,-0.014594423
COPG2,arch_0,0.05495006
AC007938.3,arch_0,-0.008378442
AUXG01000058.1,arch_0,0.06443513
TSGA13,arch_0,-0.01891542
AC016831.7,arch_0,-0.05768512
LINC00513,arch_0,-0.11532079
AC058791.1,arch_0,-0.03951624
MKLN1,arch_0,-0.084190935
MKLN1-AS,arch_0,-0.028552372
AC008264.2,arch_0,-0.024382286
PODXL,arch_0,0.022080708
PLXNA4,arch_0,-0.17665231
AC018643.1,arch_0,-0.03792932
AC011625.1,arch_0,-0.044563793
AC009365.1,arch_0,-0.020306256
CHCHD3,arch_0,-0.037283976
AC009365.4,arch_0,-0.02573295
EXOC4,arch_0,-0.004608371
LRGUK,arch_0,-0.005897548
SLC35B4,arch_0,0.0094895195
AC009275.1,arch_0,-0.019964473
AKR1B1,arch_0,-0.022271553
AKR1B15,arch_0,-0.020177009
BPGM,arch_0,-0.020629745
CALD1,arch_0,-0.010203842
AC083870.1,arch_0,-0.032372247
AGBL3,arch_0,-0.009692279
CYREN,arch_0,-0.009309884
TMEM140,arch_0,-0.0026630126
AC083862.3,arch_0,-0.017679637
WDR91,arch_0,-0.0020463432
AC009542.1,arch_0,-0.020159861
STRA8,arch_0,-0.018298868
CNOT4,arch_0,-0.013785924
NUP205,arch_0,-0.0098116575
STMP1,arch_0,-0.0033272393
SLC13A4,arch_0,-0.02180828
AC091736.1,arch_0,-0.01922667
FAM180A,arch_0,-0.00028732742
AC015987.1,arch_0,-0.0048517263
MTPN,arch_0,0.009980148
AC078845.1,arch_0,-0.017364671
AC009264.1,arch_0,-0.020416023
CHRM2,arch_0,-0.018027913
PTN,arch_0,-0.02886219
AC078842.2,arch_0,-0.021471398
AC078842.1,arch_0,-0.01703485
DGKI,arch_0,0.18834873
CREB3L2,arch_0,0.09383656
CREB3L2-AS1,arch_0,-0.02223619
AKR1D1,arch_0,-0.01856267
TRIM24,arch_0,0.028500564
SVOPL,arch_0,-0.011304059
ATP6V0A4,arch_0,-0.021309841
TMEM213,arch_0,-0.018264694
KIAA1549,arch_0,0.026812322
ZC3HAV1L,arch_0,-0.007241727
ZC3HAV1,arch_0,-0.004728914
TTC26,arch_0,-0.0011547875
UBN2,arch_0,0.01026517
LUC7L2,arch_0,-0.038281865
AC083880.1,arch_0,-0.021156441
KLRG2,arch_0,-0.021915412
HIPK2,arch_0,-0.10581389
TBXAS1,arch_0,-0.018531784
PARP12,arch_0,0.026746374
KDM7A,arch_0,0.03517653
KDM7A-DT,arch_0,-0.022411894
SLC37A3,arch_0,0.008607775
RAB19,arch_0,-0.020418521
MKRN1,arch_0,-0.009228016
DENND2A,arch_0,-0.07641214
AC006452.1,arch_0,-0.028243698
ADCK2,arch_0,-0.01515096
NDUFB2,arch_0,-0.0036939098
NDUFB2-AS1,arch_0,-0.018324642
BRAF,arch_0,-0.009056191
MRPS33,arch_0,-0.010291338
TMEM178B,arch_0,0.010517859
AC073878.1,arch_0,-0.002186728
AGK,arch_0,0.00950435
AC004918.1,arch_0,-0.0053007086
DENND11,arch_0,-0.011746347
WEE2-AS1,arch_0,-0.0012951267
WEE2,arch_0,-0.020658046
SSBP1,arch_0,-0.009415124
TAS2R5,arch_0,-0.017831698
PRSS37,arch_0,-0.01944864
MGAM,arch_0,-0.011939596
CLEC5A,arch_0,-0.026162636
MGAM2,arch_0,-0.019336771
EPHB6,arch_0,-0.036647297
KEL,arch_0,-0.0277132
GSTK1,arch_0,-0.0006613762
AC073342.1,arch_0,-0.0101069715
CASP2,arch_0,0.0066431635
ZYX,arch_0,0.015714562
EPHA1,arch_0,-0.019057808
EPHA1-AS1,arch_0,-0.011090895
TCAF2,arch_0,-0.005375847
TCAF1,arch_0,0.03194876
OR2F1,arch_0,-0.02997932
OR2A5,arch_0,-0.024060981
OR2A12,arch_0,-0.023623109
OR2A14,arch_0,-0.0267234
ARHGEF35,arch_0,-0.0267528
AC004889.1,arch_0,-0.020109527
OR2A42,arch_0,-0.028156241
OR2A7,arch_0,-0.024356842
OR2A1-AS1,arch_0,-0.019055594
OR2A1,arch_0,-0.02238458
ARHGEF5,arch_0,-0.014531844
TPK1,arch_0,0.023321616
AC006007.1,arch_0,-0.062276654
CNTNAP2,arch_0,-0.14256169
AC005229.5,arch_0,-0.019159643
CUL1,arch_0,-0.036107033
EZH2,arch_0,-0.0012120111
PDIA4,arch_0,0.0035264757
ZNF786,arch_0,0.01218774
ZNF425,arch_0,0.0014295107
ZNF398,arch_0,0.0033269913
ZNF282,arch_0,0.0036229622
ZNF212,arch_0,0.0039220694
ZNF783,arch_0,-0.0023483722
ZNF777,arch_0,-0.005791244
ZNF746,arch_0,-0.023563527
KRBA1,arch_0,-0.019999634
SSPO,arch_0,-0.01960421
ZNF862,arch_0,0.0030452467
AC004877.1,arch_0,-0.018129455
ATP6V0E2-AS1,arch_0,-0.014461213
ATP6V0E2,arch_0,-0.011555678
AC092666.1,arch_0,-0.026508743
ACTR3C,arch_0,-0.031717278
LRRC61,arch_0,-0.019785548
RARRES2,arch_0,-0.035316985
AC005586.1,arch_0,-0.020456117
ZNF775,arch_0,-0.0087927375
AC073111.4,arch_0,-0.0059777657
GIMAP8,arch_0,-0.018566463
GIMAP2,arch_0,-0.019675849
GIMAP5,arch_0,-0.017032899
TMEM176B,arch_0,-0.07038131
TMEM176A,arch_0,-0.03410349
NOS3,arch_0,-0.016463902
ABCB8,arch_0,0.009246153
AC010973.1,arch_0,-0.019589778
SLC4A2,arch_0,-0.008428568
FASTK,arch_0,0.0011296537
TMUB1,arch_0,-0.023652727
AGAP3,arch_0,0.03370308
AC021097.2,arch_0,-0.026362052
ABCF2,arch_0,-0.031125365
CHPF2,arch_0,-0.0012935692
SMARCD3,arch_0,0.004740768
AC021097.1,arch_0,-0.01040895
AC005486.1,arch_0,-0.016482173
NUB1,arch_0,-0.009919347
WDR86,arch_0,-0.026106149
RHEB,arch_0,-0.038551077
PRKAG2,arch_0,-0.0783258
AC093583.1,arch_0,-0.027036918
PRKAG2-AS1,arch_0,-0.031496454
GALNTL5,arch_0,-0.020378431
GALNT11,arch_0,0.029929295
AC006017.1,arch_0,-0.021154648
KMT2C,arch_0,0.018600127
LINC01003,arch_0,-0.028824445
XRCC2,arch_0,-0.02419734
ACTR3B,arch_0,-0.0066836784
AC006348.1,arch_0,-0.021886826
LINC01287,arch_0,-0.026453495
AC005998.1,arch_0,-0.021213945
DPP6,arch_0,-0.08626914
AC006019.3,arch_0,-0.024943404
PAXIP1-AS2,arch_0,0.0056105847
PAXIP1,arch_0,-0.005522436
AC093726.2,arch_0,-0.020723376
PAXIP1-AS1,arch_0,-0.018072587
INSIG1,arch_0,-0.016713243
AC009403.2,arch_0,-0.022682687
RBM33,arch_0,-0.012199369
LINC01006,arch_0,-0.035612077
RNF32,arch_0,-0.028082093
AC005534.1,arch_0,-0.023787368
LMBR1,arch_0,-0.004183094
NOM1,arch_0,-0.011969923
MNX1,arch_0,-0.018800175
UBE3C,arch_0,-0.015191944
DNAJB6,arch_0,-0.007314851
PTPRN2,arch_0,0.01089988
AC005481.1,arch_0,-0.024321405
NCAPG2,arch_0,-0.0144563345
ESYT2,arch_0,0.098395616
WDR60,arch_0,0.018050779
LINC00689,arch_0,-0.017853828
VIPR2,arch_0,-0.024991406
ZNF596,arch_0,-0.0073972465
FBXO25,arch_0,-0.006979335
TDRP,arch_0,-0.033464983
ERICH1,arch_0,-0.018282818
DLGAP2,arch_0,-0.020012563
DLGAP2-AS1,arch_0,-0.021050975
CLN8,arch_0,0.03704326
AC100810.1,arch_0,-0.018688448
ARHGEF10,arch_0,0.0014963427
AC019257.1,arch_0,-0.017707916
KBTBD11,arch_0,-3.9009377e-05
AC246817.2,arch_0,-0.019057807
AC246817.1,arch_0,-0.0139811365
CSMD1,arch_0,-0.017496554
AC009435.1,arch_0,-0.021056805
AC016065.1,arch_0,-0.023698645
MCPH1,arch_0,-0.022750316
ANGPT2,arch_0,-0.031507496
MCPH1-AS1,arch_0,-0.0027224307
AGPAT5,arch_0,-0.021190431
AF233439.1,arch_0,-0.017776977
FAM66B,arch_0,0.008553973
FAM66E,arch_0,-0.017954763
FAM85B,arch_0,-0.06982004
PRAG1,arch_0,0.12770349
AC087269.1,arch_0,-0.017470738
MFHAS1,arch_0,0.033085044
ERI1,arch_0,-0.018406622
PPP1R3B,arch_0,-0.023547998
AC022784.5,arch_0,-0.023409761
AC022784.1,arch_0,-0.022273013
AC021242.2,arch_0,-0.021240685
TNKS,arch_0,-0.0075289784
AC034111.2,arch_0,-0.026030641
MSRA,arch_0,0.036996968
AC023385.1,arch_0,-0.020348521
AC104964.3,arch_0,-0.014506354
AC104964.1,arch_0,-0.012254065
AC104964.2,arch_0,-0.018681448
PRSS51,arch_0,-0.02247432
AC104964.4,arch_0,-0.01950256
PRSS55,arch_0,-0.019040948
RP1L1,arch_0,-0.019525623
AC105001.1,arch_0,-0.03078233
PINX1,arch_0,-0.01860904
XKR6,arch_0,0.07086731
MTMR9,arch_0,0.001497705
AF131216.1,arch_0,-0.025340643
SLC35G5,arch_0,-0.021665715
FAM167A-AS1,arch_0,-0.016516974
GATA4,arch_0,-0.016831534
C8orf49,arch_0,-0.023203736
NEIL2,arch_0,-0.006787937
FDFT1,arch_0,-0.009915711
AC069185.1,arch_0,-0.017785927
CTSB,arch_0,0.037552036
FAM66D,arch_0,0.0063025905
FAM86B1,arch_0,-0.025426485
AC145124.1,arch_0,-0.028642077
FAM66A,arch_0,-0.012527493
FAM86B2,arch_0,-0.018988801
AC068587.4,arch_0,-0.085702494
LONRF1,arch_0,-0.008277883
LINC00681,arch_0,-0.017017923
TRMT9B,arch_0,-0.039668046
DLC1,arch_0,0.23365754
AC106845.1,arch_0,0.06948263
AC019270.1,arch_0,-0.0030495445
C8orf48,arch_0,-0.02068037
SGCZ,arch_0,-0.0009665386
TUSC3,arch_0,0.11217443
MSR1,arch_0,-0.02211041
AC011586.2,arch_0,-0.029947467
MICU3,arch_0,0.004837848
AC079193.2,arch_0,-0.0075203306
ZDHHC2,arch_0,0.016112156
CNOT7,arch_0,0.0028408142
VPS37A,arch_0,-0.022235744
MTMR7,arch_0,-0.027474955
SLC7A2,arch_0,-0.05863301
PDGFRL,arch_0,-0.024818564
AP006248.6,arch_0,-0.027396696
MTUS1,arch_0,0.009236872
AC124069.1,arch_0,-0.025804907
AC027117.2,arch_0,3.9107792e-05
FGL1,arch_0,-0.01676783
PCM1,arch_0,0.035796605
ASAH1,arch_0,-0.017409721
AC124242.1,arch_0,-0.023672156
NAT1,arch_0,-0.021302767
PSD3,arch_0,0.08846945
AC100800.1,arch_0,0.0005718579
AC009884.1,arch_0,-0.01840678
AC100849.1,arch_0,-0.02080416
AC100849.2,arch_0,-0.017552992
SH2D4A,arch_0,0.006443873
CSGALNACT1,arch_0,-0.042206027
AC090541.1,arch_0,-0.026071541
INTS10,arch_0,-0.0026149906
LPL,arch_0,-0.037529662
ATP6V1B2,arch_0,-0.018980013
LZTS1,arch_0,0.064254075
LZTS1-AS1,arch_0,0.016135754
AC018541.1,arch_0,-0.018907681
AC021613.1,arch_0,-0.012168638
GFRA2,arch_0,-0.0208827
XPO7,arch_0,0.009586151
NPM2,arch_0,-0.020788364
FAM160B2,arch_0,0.01498001
NUDT18,arch_0,-0.020990808
HR,arch_0,-0.019247806
REEP4,arch_0,-0.022290228
BMP1,arch_0,-0.008403415
AC105206.3,arch_0,-0.028374339
PHYHIP,arch_0,-0.020733206
POLR3D,arch_0,-0.0037445512
AC105206.2,arch_0,0.002110808
PIWIL2,arch_0,-0.004012052
SLC39A14,arch_0,-0.05635655
PPP3CC,arch_0,0.013390594
AC087854.1,arch_0,-0.017079549
SORBS3,arch_0,0.022239594
PDLIM2,arch_0,0.0039291787
C8orf58,arch_0,-0.014768288
CCAR2,arch_0,-0.0066059753
AC037459.2,arch_0,-0.016749712
BIN3,arch_0,-0.011911771
AC105046.1,arch_0,-0.016164122
EGR3,arch_0,0.06597497
AC055854.1,arch_0,0.0032153549
PEBP4,arch_0,0.05111145
AC107959.1,arch_0,-0.006480898
RHOBTB2,arch_0,0.008457814
TNFRSF10B,arch_0,-0.010065773
AC107959.2,arch_0,-0.020059818
TNFRSF10C,arch_0,-0.01752436
TNFRSF10D,arch_0,-0.016655838
TNFRSF10A,arch_0,-0.018712765
CHMP7,arch_0,-0.016854376
R3HCC1,arch_0,0.010016556
LOXL2,arch_0,0.19892803
AC090197.1,arch_0,0.05523395
ENTPD4,arch_0,-0.0010152266
AC104561.1,arch_0,-0.017871704
SLC25A37,arch_0,-0.038600493
ADAM28,arch_0,-0.019634115
AC120193.1,arch_0,-0.024472462
AC041005.1,arch_0,-0.018727353
DOCK5,arch_0,-0.10480286
GNRH1,arch_0,-0.013997701
AC091185.1,arch_0,-0.022628704
KCTD9,arch_0,-0.0026120935
CDCA2,arch_0,-0.015428925
AC009623.1,arch_0,-0.062325668
AC009623.3,arch_0,-0.026554488
AC090103.1,arch_0,-0.021879438
EBF2,arch_0,-0.0059878794
PPP2R2A,arch_0,-0.009751654
BNIP3L,arch_0,-0.06637094
PNMA2,arch_0,-0.026163228
DPYSL2,arch_0,-0.063874975
ADRA1A,arch_0,-0.02474403
TRIM35,arch_0,-0.009414888
PTK2B,arch_0,0.01677549
EPHX2,arch_0,-0.0013730909
CLU,arch_0,0.031770315
SCARA3,arch_0,0.064367585
AC013643.2,arch_0,0.007980475
CCDC25,arch_0,0.007691164
ESCO2,arch_0,-0.017986206
PBK,arch_0,-0.01833309
SCARA5,arch_0,-0.14820066
AC069113.2,arch_0,-0.04802588
NUGGC,arch_0,-0.01313912
ELP3,arch_0,-0.002184906
AC021678.2,arch_0,-0.02206226
PNOC,arch_0,-0.020065883
ZNF395,arch_0,-0.015353633
FBXO16,arch_0,0.0010184019
AC025871.1,arch_0,-0.021721987
FZD3,arch_0,-0.02760575
EXTL3,arch_0,-0.004179818
EXTL3-AS1,arch_0,-0.01663977
INTS9,arch_0,-0.019039871
INTS9-AS1,arch_0,-0.023103936
HMBOX1,arch_0,0.023050234
KIF13B,arch_0,0.06664766
AC108449.1,arch_0,0.008635094
DUSP4,arch_0,-0.03953988
LINC02099,arch_0,-0.019044042
SARAF,arch_0,0.023787264
AC044849.1,arch_0,-0.018493926
LEPROTL1,arch_0,0.0302727
MBOAT4,arch_0,-0.019142345
AC026979.2,arch_0,-0.020479344
DCTN6,arch_0,-0.008449088
AC026979.1,arch_0,-0.023902034
AC026979.4,arch_0,-0.014783782
RBPMS-AS1,arch_0,-0.0389988
RBPMS,arch_0,-0.16852887
GTF2E2,arch_0,-0.004309661
SMIM18,arch_0,-0.026735675
GSR,arch_0,-0.05467565
UBXN8,arch_0,-0.021868568
PPP2CB,arch_0,0.025489083
TEX15,arch_0,-0.019854745
PURG,arch_0,0.0002522808
WRN,arch_0,-0.014110035
AC009563.1,arch_0,-0.022022186
AC068672.2,arch_0,-0.018308014
NRG1,arch_0,-0.003907761
AC090204.1,arch_0,-0.029889565
AC067838.1,arch_0,-0.022305096
FUT10,arch_0,-0.008875455
TTI2,arch_0,-0.013817046
MAK16,arch_0,-0.014160883
RNF122,arch_0,-0.05432325
AF279873.3,arch_0,-0.022905972
AC090993.1,arch_0,-0.018057702
UNC5D,arch_0,-0.017146172
AC124290.1,arch_0,-0.02292335
AC090809.1,arch_0,-0.015892625
KCNU1,arch_0,-0.021112712
LINC01605,arch_0,-0.02146396
AC137579.2,arch_0,-0.014492957
AC137579.1,arch_0,-0.009963588
ZNF703,arch_0,-0.028754983
AC138356.3,arch_0,-0.018913673
ERLIN2,arch_0,0.0033485852
PLPBP,arch_0,-0.0017912003
ADGRA2,arch_0,0.039652474
BRF2,arch_0,-0.013741183
RAB11FIP1,arch_0,-0.010483175
EIF4EBP1,arch_0,-0.01943738
AP006545.1,arch_0,-0.022652939
AP006545.3,arch_0,-0.025698332
ASH2L,arch_0,0.010869635
STAR,arch_0,-0.019696556
AC084024.3,arch_0,-0.0240724
LSM1,arch_0,-0.019909512
BAG4,arch_0,-0.0016408351
AC084024.4,arch_0,-0.022095295
DDHD2,arch_0,-0.0062571135
PLPP5,arch_0,0.030314164
NSD3,arch_0,0.0023876808
AC087362.2,arch_0,-0.023861006
AC087362.1,arch_0,-0.022268152
AC087623.2,arch_0,-0.018431865
LETM2,arch_0,-0.017206285
FGFR1,arch_0,0.0040448424
AC087623.1,arch_0,-0.0144857755
C8orf86,arch_0,-0.0069764964
TACC1,arch_0,-0.11597323
AC067817.2,arch_0,-0.03052109
PLEKHA2,arch_0,0.08588761
AC108863.2,arch_0,0.0011844435
HTRA4,arch_0,0.013469477
TM2D2,arch_0,-0.022540431
ADAM9,arch_0,0.0082252445
ADAM32,arch_0,0.011591435
IDO1,arch_0,-0.019396437
AC007991.3,arch_0,-0.020741852
IDO2,arch_0,-0.021259127
TCIM,arch_0,-0.030754948
SIRLNT,arch_0,-0.018267145
ZMAT4,arch_0,-0.022211315
SFRP1,arch_0,-0.034497272
GOLGA7,arch_0,-0.016326115
AC009630.1,arch_0,-0.014070114
GINS4,arch_0,-0.021348037
GPAT4,arch_0,0.006134967
AC009630.3,arch_0,-0.0239586
KAT6A,arch_0,-0.0011435624
AP3M2,arch_0,0.0060640494
PLAT,arch_0,0.003650897
AC083973.1,arch_0,-0.019560803
IKBKB,arch_0,-0.01665474
POLB,arch_0,-0.0069187833
VDAC3,arch_0,0.008968774
SLC20A2,arch_0,0.04384207
SMIM19,arch_0,0.004295252
CHRNB3,arch_0,-0.021838056
AC103843.1,arch_0,-0.01795971
CHRNA6,arch_0,-0.019039726
THAP1,arch_0,-0.025972566
AC087533.1,arch_0,-0.01794107
RNF170,arch_0,0.032576643
HOOK3,arch_0,0.019832773
FNTA,arch_0,0.007411928
POMK,arch_0,0.002881898
HGSNAT,arch_0,0.03769346
LINC00293,arch_0,-0.016509023
SPIDR,arch_0,-0.031563137
CEBPD,arch_0,-0.17700905
PRKDC,arch_0,-0.027225297
MCM4,arch_0,-0.019114207
UBE2V2,arch_0,-0.013112959
AC026904.2,arch_0,-0.026016122
AC022915.2,arch_0,-0.060850207
LINC02847,arch_0,-0.010054739
EFCAB1,arch_0,-0.02132037
SNAI2,arch_0,-0.056452494
SNTG1,arch_0,-0.015340425
AC012413.1,arch_0,-0.051486924
PXDNL,arch_0,-0.2692283
AC090186.1,arch_0,-0.025241427
PCMTD1,arch_0,-0.02291231
AC064807.1,arch_0,0.0011844174
AC064807.2,arch_0,-0.020640923
ST18,arch_0,-0.018370051
RB1CC1,arch_0,-0.03635804
AC022034.3,arch_0,-0.01882767
ATP6V1H,arch_0,-0.0033510332
RGS20,arch_0,-0.0061323256
TCEA1,arch_0,-0.0055528586
AC100821.2,arch_0,-0.020942563
LYPLA1,arch_0,-0.010799615
MRPL15,arch_0,-0.025342422
RP1,arch_0,-0.021905279
XKR4,arch_0,-0.016908975
TMEM68,arch_0,0.005313725
TGS1,arch_0,-0.0135134095
LYN,arch_0,-0.007176773
RPS20,arch_0,-0.021110248
PLAG1,arch_0,-0.010761419
CHCHD7,arch_0,-0.0173211
PENK,arch_0,0.03298239
AC012349.1,arch_0,0.023767462
LINC00968,arch_0,0.043498117
IMPAD1,arch_0,-0.013715878
AC104051.1,arch_0,-0.024773685
LINC01602,arch_0,-0.02572941
AC012103.1,arch_0,-0.022174325
FAM110B,arch_0,-0.056422982
AC104350.1,arch_0,-0.025755487
AC027698.1,arch_0,-0.044231955
UBXN2B,arch_0,-0.002559205
SDCBP,arch_0,-0.021918818
NSMAF,arch_0,0.017276268
TOX,arch_0,-0.018244103
CA8,arch_0,-0.020168098
LINC01301,arch_0,0.023489792
RAB2A,arch_0,0.022973994
AC068389.3,arch_0,-0.023424838
AC068389.1,arch_0,-0.011798875
CHD7,arch_0,0.07595449
AC022182.1,arch_0,-0.016074734
CLVS1,arch_0,-0.010286536
AC023866.2,arch_0,-0.017910702
ASPH,arch_0,-0.02179225
LINC02842,arch_0,-0.018437069
AC023095.1,arch_0,-0.020013778
NKAIN3,arch_0,0.017679166
GGH,arch_0,-0.022363856
TTPA,arch_0,-0.03337343
YTHDF3,arch_0,-0.016240926
AC011978.2,arch_0,-0.022319496
AC011124.1,arch_0,-0.01741449
LINC01414,arch_0,-0.02379783
AC090136.3,arch_0,-0.020985316
CYP7B1,arch_0,-0.050279796
AC104232.3,arch_0,-0.022195585
AC104232.1,arch_0,-0.022504615
LINC01299,arch_0,-0.01697091
AC100814.1,arch_0,-0.01831506
ARMC1,arch_0,0.002196771
MTFR1,arch_0,-0.04568151
PDE7A,arch_0,-0.13781135
AC009879.4,arch_0,-0.035893288
RRS1,arch_0,-0.030208355
ADHFE1,arch_0,-0.10176557
VXN,arch_0,-0.03266369
MYBL1,arch_0,-0.018886479
VCPIP1,arch_0,-0.014652656
SGK3,arch_0,0.031157037
MCMDC2,arch_0,-0.020748379
SNHG6,arch_0,-0.03214941
TCF24,arch_0,-0.018571857
PPP1R42,arch_0,-0.00702669
COPS5,arch_0,-0.01359323
CSPP1,arch_0,-0.014707886
ARFGEF1,arch_0,0.03029569
AC021321.1,arch_0,-0.020933669
CPA6,arch_0,-0.012794044
PREX2,arch_0,0.06632441
AC011853.2,arch_0,-0.015147882
C8orf34-AS1,arch_0,-0.029764019
C8orf34,arch_0,-0.12521671
LINC01592,arch_0,0.015789524
SULF1,arch_0,0.2050968
NCOA2,arch_0,-0.050090645
AC022730.4,arch_0,-0.017683951
TRAM1,arch_0,0.020930296
LACTB2-AS1,arch_0,-0.01714818
LACTB2,arch_0,-0.0047799675
XKR9,arch_0,-0.019284261
AC022858.1,arch_0,-0.02022122
EYA1,arch_0,-0.022465065
MSC-AS1,arch_0,-0.035406098
MSC,arch_0,-0.019393904
TRPA1,arch_0,-0.033628453
AC078906.1,arch_0,-0.020277262
KCNB2,arch_0,-0.02218161
TERF1,arch_0,-0.004002702
AC022893.1,arch_0,-0.0056363386
SBSPON,arch_0,-0.026006553
C8orf89,arch_0,-0.019051524
RPL7,arch_0,-0.022680316
RDH10,arch_0,-0.073399164
RDH10-AS1,arch_0,-0.077180445
STAU2-AS1,arch_0,-0.020123074
STAU2,arch_0,0.022263011
AC027018.1,arch_0,3.678252e-05
UBE2W,arch_0,-0.026868336
ELOC,arch_0,-0.016478973
TMEM70,arch_0,-0.025696212
LY96,arch_0,0.023579229
AC087672.2,arch_0,0.006431508
AC087627.1,arch_0,0.008602992
JPH1,arch_0,0.0019631006
GDAP1,arch_0,-0.030233946
MIR2052HG,arch_0,-0.019658614
AC115837.2,arch_0,-0.023899944
AC011632.1,arch_0,-0.020307073
PI15,arch_0,-0.024071079
CRISPLD1,arch_0,0.10280351
CASC9,arch_0,-0.015362594
HNF4G,arch_0,0.07662776
AC011029.1,arch_0,0.0063564735
LINC01111,arch_0,-0.02099025
ZFHX4-AS1,arch_0,-0.0032626507
ZFHX4,arch_0,0.08339907
PEX2,arch_0,0.009990959
AC062004.1,arch_0,-0.02007538
PKIA-AS1,arch_0,-0.011171455
PKIA,arch_0,0.0200683
ZC2HC1A,arch_0,0.0277057
IL7,arch_0,-0.01148829
AC083837.1,arch_0,-0.022716952
STMN2,arch_0,-0.01834463
HEY1,arch_0,0.02896522
LINC01607,arch_0,-0.012317442
AC036214.1,arch_0,0.014900255
AC036214.4,arch_0,-0.009446735
MRPS28,arch_0,-0.0058587925
TPD52,arch_0,0.03445904
AC009686.1,arch_0,-0.017565673
AC034114.2,arch_0,0.017401123
AC009812.1,arch_0,-0.020319642
ZBTB10,arch_0,0.007620255
AC009812.3,arch_0,-0.021445246
AC009812.4,arch_0,-0.01939665
ZNF704,arch_0,0.17177944
AC012533.1,arch_0,-0.021100579
PAG1,arch_0,-0.07286602
AC022778.1,arch_0,-0.024295218
AC079209.2,arch_0,-0.036358677
AC079209.1,arch_0,-0.023771262
FABP5,arch_0,-0.016131056
AC018616.1,arch_0,-0.020523267
FABP4,arch_0,-0.023317778
IMPA1,arch_0,-0.008331262
ZFAND1,arch_0,-0.0044618845
AC132219.1,arch_0,-0.028542202
SNX16,arch_0,-0.01214241
LINC02235,arch_0,-0.028692808
AC060765.2,arch_0,-0.016826598
LINC02839,arch_0,-0.013414448
AC060765.1,arch_0,-0.020638619
AC105031.2,arch_0,-0.017125187
AC015522.1,arch_0,-0.0051343935
RALYL,arch_0,-0.014409194
LRRCC1,arch_0,0.011750301
AC011773.4,arch_0,-0.017084077
E2F5,arch_0,0.007945096
RBIS,arch_0,-0.0068679065
CA13,arch_0,-0.02446158
AC011773.3,arch_0,-0.018702514
CA1,arch_0,-0.029967811
CA3,arch_0,-0.028633272
CA3-AS1,arch_0,-0.021566192
CA2,arch_0,0.004994
AC100801.1,arch_0,-0.012516956
ATP6V0D2,arch_0,-0.017043503
AC023194.3,arch_0,-0.018032575
SLC7A13,arch_0,-0.027078288
WWP1,arch_0,-0.04318252
RMDN1,arch_0,-0.006389524
CPNE3,arch_0,-0.009693786
CNGB3,arch_0,-0.0110094575
AC090572.3,arch_0,-0.01937389
AC090572.2,arch_0,-0.018462064
CNBD1,arch_0,0.035230335
AF121898.1,arch_0,0.011249026
AC037450.1,arch_0,-0.02742977
MMP16,arch_0,0.016710365
AC090578.1,arch_0,-0.0035967766
AF117829.1,arch_0,0.0074191554
RIPK2,arch_0,0.0066909078
OSGIN2,arch_0,0.028110363
NBN,arch_0,0.011028315
DECR1,arch_0,-0.024051791
CALB1,arch_0,-0.024558693
AC004083.1,arch_0,-0.026315508
LINC00534,arch_0,-0.02773195
TMEM64,arch_0,-0.023455404
NECAB1,arch_0,-0.039802108
AC103770.1,arch_0,-0.033200823
C8orf88,arch_0,-0.035662718
PIP4P2,arch_0,-0.011128571
AC087439.1,arch_0,-0.023145333
OTUD6B-AS1,arch_0,-0.03202768
OTUD6B,arch_0,-0.0054995767
LRRC69,arch_0,-0.015146652
SLC26A7,arch_0,-0.03153365
AC103409.1,arch_0,-0.01845008
RUNX1T1,arch_0,0.014733001
AC091096.1,arch_0,-0.021103224
AC104211.1,arch_0,-0.0101393955
AC117834.2,arch_0,-0.024138816
AC117834.1,arch_0,-0.020604609
TRIQK,arch_0,-0.0034736954
C8orf87,arch_0,-0.035237644
